"fis_code","humid","snow","air","weather_type","round_type","max_wind","avg_wind","min_wind","gate","counted_jumpers","all_jumpers","all_countries"
"2019JP3208RTRIA",88,-8,-8,"snowy","trial round ",0,-0.6,-1.1,15,56,56,14
"2019JP3208RLT",89,-8,-3,"snowy","training 1 ",1.9,1.4,0.7,NA,NA,NA,NA
"2019JP3208RLT",89,-8,-3,"overcast","training 2 ",1.9,1.3,0.5,NA,NA,NA,NA
"2019JP3208RL",89,-8,-9,"snowy","1st round ",0,-0.5,-1.2,14,55,56,14
"2019JP3208RL",84,-8,-9,"overcast","2nd round ",1,-0.4,-2.3,14,32,32,8
"2019JP3207RTRIA",88,-8,-8,"snowy","trial round ",1.7,0.7,-0.3,18,43,43,11
"2019JP3207RLT",89,-8,-4,"snowy","training 1 ",1.1,0.7,0.3,NA,NA,NA,NA
"2019JP3207RLT",89,-8,-4,"snowy","training 2 ",1.1,0.7,0.5,NA,NA,NA,NA
"2019JP3207RL",85,-8,-7,"snowy","1st round ",0.6,-0.1,-0.9,20,44,44,11
"2019JP3207RL",89,-8,-7,"snowy","2nd round ",0,-0.4,-0.8,21,32,32,8
"2019JP3206RTRIA",80,-8,-15,"clear","trial round ",0.3,0,-0.4,11,66,66,19
"2019JP3206RLT",81,-8,-10,"overcast","training 1 ",0.3,0,-0.2,NA,NA,NA,NA
"2019JP3206RLT",82,-7,-10,"overcast","training 2 ",0.3,0,-0.2,NA,NA,NA,NA
"2019JP3206RL",81,-8,-16,"clear","1st round ",0.6,0.2,-0.3,12,64,66,19
"2019JP3206RL",82,-8,-16,"clear","2nd round ",0.8,0.5,0.2,12,30,30,13
"2019JP3205RTRIA",76,-8,-13,"sunny","trial round ",-0.6,-0.9,-1,19,53,53,19
"2019JP3205RLT",82,-8,-12,"overcast","training 1 ",0.5,0.2,-0.2,NA,NA,NA,NA
"2019JP3205RLT",82,-8,-10,"overcast","training 2 ",0.4,0.1,-0.4,NA,NA,NA,NA
"2019JP3205RL",79,-8,-13,"sunny","1st round ",-0.6,-1.1,-1.5,20,53,54,19
"2019JP3205RL",78,-8,-13,"clear","2nd round ",-0.2,-0.5,-1,20,30,30,12
"2018JP3153RTRIA",80,-8,-6,"clear","trial round ",0.1,-0.2,-0.6,20,55,55,14
"2018JP3153RL",78,-8,-5,"sunny","1st round ",1,0.3,-0.2,21,54,55,14
"2018JP3153RL",78,-8,-4,"sunny","2nd round ",3.5,2.7,1.9,17,32,32,8
"2018JP3152RTRIA",78,-8,-5,"cloudy","trial round ",0.6,-0.5,-1,13,51,51,13
"2018JP3152RLT",78,-8,-7,"clear","training 1 ",-0.5,-1,-1.7,16,41,41,14
"2018JP3152RLT",75,-8,-7,"clear","training 2 ",-0.5,-1.4,-2,14,40,40,13
"2018JP3152RL",78,-8,-5,"clear","1st round ",0,-0.9,-1.7,13,52,52,13
"2018JP3152RL",78,-8,-5,"cloudy","2nd round ",-0.2,-0.8,-1.3,14,32,32,8
"2018JP3151RL",80,-8,-3,"cloudy","1st round ",4.1,2.6,1.3,16,44,44,11
"2018JP3151RL",76,-8,-4,"cloudy","2nd round ",2,1.4,0.8,18,32,32,8
"2018JP3150RTRIA",82,-8,-3,"cloudy","trial round ",0.9,-0.7,-1.4,12,67,67,19
"2018JP3150RLT",76,-8,-2,"clear","training 1 ",0,-0.3,-0.7,NA,NA,NA,NA
"2018JP3150RLT",76,-8,-2,"clear","training 2 ",0.2,-0.4,-1,NA,NA,NA,NA
"2018JP3150RL",77,-8,-4,"cloudy","1st round ",0.2,-1.1,-2.2,13,63,67,19
"2018JP3150RL",78,-8,-5,"cloudy","2nd round ",-0.6,-1.5,-2.2,13,30,30,15
"2018JP3149RTRIA",68,-8,-3,"sunny","trial round ",3,1.8,0.3,17,54,54,17
"2018JP3149RLT",75,-8,1,"sunny","training 1 ",2,0.5,-0.5,19,60,60,18
"2018JP3149RLT",75,-8,-1,"clear","training 2 ",0.5,-0.2,-0.8,18,61,61,18
"2018JP3149RL",82,-8,-1,"sunny","1st round ",0.6,-0.5,-1.3,19,55,55,17
"2018JP3149RL",75,-8,-4,"clear","2nd round ",0,-0.6,-1.3,21,30,30,12
"2017JP3859RTRIA",76,-5,3,"partly cloudy","trial round ",1.7,0.7,-0.3,20,47,47,12
"2017JP3859RLT",NA,NA,NA,NA,"training 1 ",NA,NA,NA,13,40,40,13
"2017JP3859RLT",NA,NA,NA,NA,"training 2 ",NA,NA,NA,14,38,38,12
"2017JP3859RL",76,-5,3,"partly cloudy","1st round ",1.4,0,-1,20,47,48,12
"2017JP3859RL",81,-4,3,"partly cloudy","2nd round ",0.1,-0.3,-0.7,20,32,32,8
"2017JP3858RTRIA",81,-5,2,"overcast","trial round ",2.1,0.5,-1.9,15,48,48,12
"2017JP3858RL",82,-4,2,"cloudy","1st round ",1.9,0,-2,16,47,48,12
"2017JP3858RL",84,-5,2,"overcast","2nd round ",0.7,-0.5,-1.7,16,32,32,8
"2017JP3857RTRIA",73,-6,0,"partly cloudy","trial round ",1,-1.1,-2.7,21,34,34,9
"2017JP3857RL",83,-5,1,"partly cloudy","1st round ",2.8,1.4,0.1,19,35,35,9
"2017JP3857RL",83,-4,2,"partly cloudy","2nd round ",2.4,0.7,-0.8,18,31,31,8
"2017JP3856RLT",69,-6,-4,"sunny","training 1 ",-0.1,-0.7,-1.2,14,67,67,20
"2017JP3856RLT",70,-5,-4,"sunny","training 2 ",0.5,-0.7,-1.6,15,66,66,20
"2017JP3856RL",70,-3,2,"cloudy","1st round ",0,-0.8,-1.6,16,61,64,21
"2017JP3856RL",70,-3,2,"overcast","2nd round ",-0.5,-1,-1.5,16,30,30,13
"2017JP3855RTRIA",72,-3,2,"cloudy","trial round ",1.9,-0.3,-2.2,20,46,46,15
"2017JP3855RLT",70,-7,-5,"sunny","training 1 ",0.1,-0.3,-0.7,NA,NA,NA,NA
"2017JP3855RLT",70,-7,-5,"sunny","training 2 ",0.3,-0.2,-0.9,NA,NA,NA,NA
"2017JP3855RL",71,-3,3,"cloudy","1st round ",0.9,-0.5,-1.7,20,46,46,15
"2017JP3855RL",71,-3,2,"cloudy","2nd round ",0,-0.5,-1.2,21,30,30,11
"2016JP3866RL",86,-3,8,"partly cloudy","1st round ",1.8,0.7,-0.1,31,48,48,12
"2016JP3866RL",86,-3,9,"overcast","2nd round ",3.5,1.2,-0.2,31,32,32,8
"2016JP3865RL",86,-4,8,"partly cloudy","1st round ",2.6,1,0,18,48,48,12
"2016JP3865RL",91,-4,6,"rainy","2nd round ",2.2,0.9,-0.1,20,32,32,8
"2016JP3864RLT",72,-4,6,"partly cloudy","training 1 ",0.2,-0.3,-1,25,73,73,24
"2016JP3864RL",69,-4,8,"partly cloudy","1st round ",1.3,0.4,-0.4,20,64,66,24
"2016JP3864RL",72,-4,9,"partly cloudy","2nd round ",0.6,0,-0.5,20,30,30,13
"2016JP3863RLT",78,-4,13,"partly cloudy","training 1 ",2.9,1.1,-0.9,27,46,46,15
"2016JP3863RL",72,-3,15,"partly cloudy","1st round ",2.1,0.8,-0.5,29,42,42,15
"2016JP3863RL",82,-3,15,"partly cloudy","2nd round ",2,1,0,31,30,30,13
"2015JP3866RTRIA",81,-7,3,"rainy","trial round ",2.5,1.5,0.2,5,52,52,13
"2015JP3866RLT",62,-8,3,"clear","training 1 ",-0.3,-0.6,-1,9,51,51,15
"2015JP3866RLT",62,-8,3,"clear","training 2 ",-0.1,-0.8,-1.4,11,52,52,15
"2015JP3866RL",81,-7,3,"overcast","1st round ",2.7,1.7,0.8,7,52,52,13
"2015JP3866RL",81,-7,2,"overcast","2nd round ",0.9,0.5,0.2,7,32,32,8
"2015JP3865RTRIA",65,-8,4,"overcast","trial round ",0.5,0,-0.8,19,23,23,6
"2015JP3865RLT",67,-7,1,"sunny","training 1 ",0.4,-0.2,-0.9,17,21,21,6
"2015JP3865RLT",63,-7,2,"sunny","training 2 ",0.8,0.2,-0.4,17,20,20,6
"2015JP3865RL",65,-8,4,"overcast","1st round ",0.4,-0.1,-0.5,NA,NA,NA,NA
"2015JP3865RL",75,-8,5,"overcast","2nd round ",2.5,1.8,0.6,NA,NA,NA,NA
"2015JP3864RTRIA",64,-8,-3,"smoggy","trial round ",0.1,-0.4,-0.9,8,66,66,21
"2015JP3864RLT",67,-8,-6,"overcast","training 1 ",0.5,-0.2,-1.3,NA,NA,NA,NA
"2015JP3864RLT",66,-8,-7,"overcast","training 2 ",-0.3,-0.7,-1.1,NA,NA,NA,NA
"2015JP3864RL",64,-8,-7,"smoggy","1st round ",0.6,-0.5,-1.4,8,64,66,21
"2015JP3864RL",79,-8,-8,"smoggy","2nd round ",0,-0.8,-1.6,9,30,30,13
"2015JP3863RTRIA",79,-8,-8,"sunny","trial round ",0,-0.3,-0.6,18,33,33,13
"2015JP3863RLT",63,-8,-8,"sunny","training 1 ",1.7,0.7,0.2,NA,NA,NA,NA
"2015JP3863RLT",65,-8,-7,"partly cloudy","training 2 ",1.7,0.9,0.5,NA,NA,NA,NA
"2015JP3863RL",74,-8,-6,"sunny","1st round ",0.4,-0.2,-0.7,17,32,33,13
"2015JP3863RL",79,-8,-8,"sunny","2nd round ",0.5,0,-0.4,18,30,30,11
"2014JP3864RTRIA",100,-5,2,"rainy","trial round ",-0.1,-1,-1.6,20,52,52,13
"2014JP3864RL",100,-5,3,"cloudy/rainy","1st round ",-0.1,-1,-1.9,22,52,52,13
"2014JP3864RL",100,-5,2,"cloudy","2nd round ",-0.5,-1.1,-1.6,22,32,32,8
"2014JP3863RTRIA",100,-7,0,"rainy","trial round ",1.2,-0.5,-1.4,19,72,72,24
"2014JP3863RLT",97,-7,-3,"snowy","training 1 ",-0.5,-0.9,-1.5,NA,NA,NA,NA
"2014JP3863RLT",96,-7,-4,"cloudy","training 2 ",-0.3,-0.7,-1,NA,NA,NA,NA
"2014JP3863RL",98,-6,0,"rainy/snowy","1st round ",1,0.2,-0.3,16,71,73,24
"2014JP3863RL",95,-6,0,"cloudy","2nd round ",0,-0.4,-0.8,19,30,30,12
"2014JP3862RTRIA",96,-7,-4,"overcast","trial round ",0.1,-0.4,-0.8,25,28,28,7
"2014JP3862RLT",82,-8,-2,"overcast","training 1 ",2.8,2.1,1.3,NA,NA,NA,NA
"2014JP3862RLT",82,-8,-2,"overcast","training 2 ",0.2,-0.3,-0.8,NA,NA,NA,NA
"2014JP3862RL",96,-8,-4,"overcast","1st round ",0,-0.3,-0.9,NA,NA,NA,NA
"2014JP3862RL",95,-7,-3,"overcast","2nd round ",0.3,-0.2,-0.6,NA,NA,NA,NA
"2014JP3861RTRIA",87,-7,-1,"cloudy","trial round ",1,-0.1,-0.9,23,41,41,15
"2014JP3861RLT",72,-7,-4,"partly cloudy","training 1 ",-0.3,-1,-1.7,NA,NA,NA,NA
"2014JP3861RLT",72,-8,-4,"partly cloudy","training 2 ",-0.4,-0.8,-1.3,NA,NA,NA,NA
"2014JP3861RL",87,-7,-1,"cloudy","1st round ",-0.3,-0.5,-0.7,24,42,42,15
"2014JP3861RL",87,-7,-1,"cloudy","2nd round ",-0.4,-0.6,-0.8,25,30,30,14
"2013JP3780RLT",79,-9,-8,"clear","training 1 ",-1.3,-0.8,-0.5,18,39,39,13
"2013JP3780RLT",81,-9,-8,"clear","training 2 ",-0.8,-0.6,-0.4,19,41,41,13
"2013JP3780RL",81,-10,-13,"partly cloudy","1st round ",1.7,0.7,-0.4,14,52,52,13
"2013JP3780RL",78,-10,-12,"partly cloudy","2nd round ",1.9,1,0.1,14,32,32,8
"2013JP3779RLT",80,-8,-11,"clear","training 1 ",0.4,-0.7,-1.2,24,27,27,8
"2013JP3779RLT",82,-9,-11,"clear","training 2 ",0,-0.8,-1.4,24,26,26,8
"2013JP3779RL",79,-10,-11,"partly cloudy","1st round ",1.3,1,0.4,NA,NA,NA,NA
"2013JP3779RL",80,-10,-11,"partly cloudy","2nd round ",1.8,1,0.8,NA,NA,NA,NA
"2013JP3778RTRIA",78,-8,-7,"overcast","trial round ",-0.1,-1.1,-3,18,65,65,22
"2013JP3778RLT",79,-7,-6,"overcast","training 1 ",1.6,0.8,-0.5,NA,NA,NA,NA
"2013JP3778RLT",79,-7,-6,"snowy","training 2 ",1.4,0.4,-1,NA,NA,NA,NA
"2013JP3778RL",79,-6,-7,"snowy","1st round ",0.8,-1.5,-3,18,62,65,22
"2013JP3778RL",81,-7,-8,"snowy","2nd round ",0.5,-1.6,-2.8,18,30,30,15
"2013JP3777RTRIA",83,-3,-6,"snowy","trial round ",1.3,0.6,-0.8,23,42,42,12
"2013JP3777RLT",81,-6,-5,"overcast","training 1 ",1.5,0.8,0.5,22,47,47,12
"2013JP3777RLT",82,-6,-5,"overcast","training 2 ",1.1,0.7,0.4,22,45,45,12
"2013JP3777RL",83,-3,-6,"snowy","1st round ",0.9,-0.3,-1.1,23,42,43,12
"2013JP3777RL",82,-3,-5,"snowy","2nd round ",1,0.3,-0.9,24,30,30,12
"2012JP3210RTRIA",54,-7,-5,"cloudy","trial round ",2.8,1.6,0,23,48,48,12
"2012JP3210RLT",53,-7,-4,"clear","training 1 ",0,-0.4,-1.1,NA,NA,NA,NA
"2012JP3210RLT",54,-7,-5,"clear","training 2 ",1,-0.4,-2.1,NA,NA,NA,NA
"2012JP3210RL",53,-11,-10,"cloudy","1st round ",0.8,0.2,-0.6,23,48,48,12
"2012JP3210RL",53,-10,-11,"cloudy","2nd round ",1,0.2,-0.4,23,32,32,8
"2012JP3209RTRIA",63,-4,-5,"sunny","trial round ",0.8,0.4,0.2,27,35,35,9
"2012JP3209RLT",56,-6,-4,"snowy","training 1 ",1.5,0.5,0.4,27,39,39,10
"2012JP3209RLT",53,-5,-1,"sunny","training 2 ",1.8,0.9,0.3,27,38,38,10
"2012JP3209RL",60,-4,-4,"sunny","1st round ",1.8,1.2,1,27,35,36,9
"2012JP3209RL",60,-4,-4,"sunny","2nd round ",1.4,0.9,-0.4,28,32,32,8
"2012JP3208RTRIA",53,-8,-6,"sunny","trial round ",1,-0.2,-1.2,22,66,66,22
"2012JP3208RLT",75,-11,-16,"clear","training 1 ",0,-0.4,-0.8,NA,NA,NA,NA
"2012JP3208RLT",66,-12,-16,"clear","training 2 ",-1.7,-1.1,-0.8,NA,NA,NA,NA
"2012JP3208RLT",66,-11,-17,"clear","training 3 ",-0.3,-0.5,-1,NA,NA,NA,NA
"2012JP3208RL",63,-9,-12,"clear","1st round ",-1,-0.7,-0.5,22,65,66,22
"2012JP3208RL",62,-9,-11,"clear","2nd round ",0.8,0.2,-0.4,22,32,32,15
"2012JP3207RTRIA",51,-10,-7,"sunny","trial round ",1,0.4,0,28,46,46,14
"2012JP3207RLT",0,0,0,"sunny","training 1 ",0,0,0,NA,NA,NA,NA
"2012JP3207RLT",73,-8,-5,"sunny","training 2 ",2.4,1.2,0.6,NA,NA,NA,NA
"2012JP3207RLT",71,-8,-4,"sunny","training 3 ",0.8,0.2,-0.3,NA,NA,NA,NA
"2012JP3207RL",60,-6,-6,"sunny","1st round ",1.2,0.5,-0.2,28,46,47,14
"2012JP3207RL",61,-6,-6,"sunny","2nd round ",1.8,0.5,-0.5,26,30,30,13
"2020JP3033RL",91,NA,6.1,"overcast / rain ","final round ",1.92,0.83,-1,10,49,50,11
"2020JP3032RLT",82,NA,8,"overcast ","1st round ",1.43,0.74,0.08,14,65,65,15
"2020JP3032RLT",85,NA,8,"overcast / rain ","2nd round ",1.58,0.98,0.51,11,64,64,15
"2020JP3032RLQ",90,NA,7,"overcast / rain ","qualification ",1.21,0.79,0.33,13,66,66,15
"2020JP3031RTRIA",52,NA,21.4,"clear ","trial round ",1.41,0.32,-0.44,8,49,49,11
"2020JP3031RL",49,NA,20.5,"partly cloudy ","1st round ",0.98,0.24,-0.36,9,48,50,11
"2020JP3031RL",54,NA,19.8,"partly cloudy ","final round ",0.03,-0.25,-0.57,10,30,30,9
"2020JP3030RLT",59,NA,17.1,"cloudy ","1st round ",1.54,0.72,-0.11,4,54,54,12
"2020JP3030RLT",61,NA,16.6,"partly cloudy ","2nd round ",0.87,0.13,-0.81,8,54,54,12
"2020JP3030RLQ",65,NA,14.7,"partly cloudy ","qualification ",0.14,-0.22,-0.55,9,51,54,12
"2020JP3019RTRIA",73,NA,22,"cloudy / rain ","trial round ",1.57,0.17,-0.61,10,38,38,13
"2020JP3019RL",76,NA,21,"cloudy ","1st round ",0.91,-0.03,-0.65,10,39,40,13
"2020JP3019RL",75,NA,21,"cloudy ","final round ",0.03,-0.26,-0.52,9,29,30,12
"2020JP3018RTRIA",73,NA,23,"cloudy ","trial round ",0.35,-0.09,-0.52,12,46,46,13
"2020JP3018RL",77,NA,22,"cloudy ","1st round ",0.12,-0.47,-1.35,13,45,46,13
"2020JP3018RL",79,NA,22,"cloudy ","final round ",0.33,-0.35,-0.89,9,29,30,11
"2020JP3017RLT",83,NA,23,"overcast / rain ","1st round ",0.43,-0.13,-0.72,12,44,44,13
"2020JP3017RLT",82,NA,22,"overcast / rain ","2nd round ",0.01,-0.18,-0.5,12,43,43,13
"2020JP3017RLT",81,NA,22,"overcast / rain ","3rd round ",0.4,-0.38,-0.87,12,42,42,13
"2020JP3016RTRIA",72,NA,19.4,"cloudy ","trial round ",1.69,0.96,-0.03,22,39,39,15
"2020JP3016RL",60,NA,21.9,"cloudy ","1st round ",2.3,1.15,-0.49,20,40,40,15
"2020JP3016RL",57,NA,22.8,"cloudy ","final round ",2.17,1.43,0.6,19,30,30,12
"2020JP3015RLT",53,NA,23.1,"partly cloudy ","1st round ",0.98,0.29,-0.85,22,46,46,17
"2020JP3015RLT",47,NA,23.5,"partly cloudy ","2nd round ",0.89,0.15,-0.9,23,46,46,17
"2020JP3015RLQ",49,NA,23.1,"partly cloudy ","qualification ",1.21,0.16,-0.64,23,44,46,17
"2020JP3014RTRIA",56,NA,22,"cloudy ","trial round ",1.81,0.9,0.14,12,49,49,14
"2020JP3014RL",56,NA,22,"partly cloudy ","1st round ",1.32,0.8,-0.11,13,50,50,14
"2020JP3014RL",50,NA,25.3,"partly cloudy ","final round ",1.59,0.81,0.11,13,30,30,10
"2020JP3013RTRIA",56,NA,23.1,"partly cloudy ","trial round ",1.33,0.81,0.11,2,40,40,10
"2020JP3013RL",43,NA,23.9,"partly cloudy ","1st round ",1.37,0.65,-0.1,13,40,40,10
"2020JP3013RL",56,NA,23.7,"partly cloudy ","final round ",1.26,0.61,0.1,14,32,32,8
"2020JP3012RLT",62,NA,19.1,"cloudy ","1st round ",0.71,0.3,-0.3,16,63,63,16
"2020JP3012RLT",55,NA,20.2,"overcast ","2nd round ",0.56,0.2,-0.12,16,60,60,15
"2020JP3012RLQ",80,NA,19.7,"cloudy ","qualification ",0.83,0.1,-0.5,16,62,63,16
"2020JP3011RTRIA",55,NA,25.9,"cloudy ","trial round ",1.3,0.5,-0.61,14,47,47,16
"2020JP3011RL",47,NA,23.4,"cloudy ","1st round ",0.86,0.25,-0.59,16,50,50,16
"2020JP3011RL",51,NA,22.4,"partly cloudy ","final round ",0.87,0.62,0.23,13,29,31,12
"2020JP3010RLT",100,NA,18.5,"lightly rain ","1st round ",1.35,0.66,-0.2,14,38,38,13
"2020JP3010RLT",88,NA,21.4,"overcast ","2nd round ",1.62,0.94,0.37,13,52,52,17
"2020JP3010RLQ",83,NA,19.3,"overcast ","qualification ",1.89,1.24,0.71,12,53,53,17
"2020JP3009RTRIA",48,NA,26.6,"sunny ","trial round ",0.97,0.29,-0.31,20,29,29,9
"2020JP3009RL",41,NA,25.1,"clear ","1st round ",0.22,-0.49,-1.18,25,28,29,9
"2020JP3009RL",46,NA,24.1,"clear ","final round ",-0.29,-0.75,-1.33,27,29,29,9
"2020JP3008RLT",67,NA,18.7,"clear ","1st round ",0.87,0.67,0.25,23,16,16,6
"2020JP3008RLT",63,NA,19.5,"clear ","2nd round ",1.09,0.69,0.41,23,16,16,6
"2020JP3008RLT",60,NA,20.4,"clear ","3rd round ",1.18,0.94,0.51,22,8,8,2
"2020JP3007RTRIA",57,NA,24.2,"cloudy ","trial round ",2,1.07,0.25,14,36,36,10
"2020JP3007RL",57,NA,25.7,"cloudy ","1st round ",2.26,0.99,0.15,17,40,40,10
"2020JP3007RL",50,NA,26.1,"partly cloudy ","final round ",1.66,1.01,-0.04,18,32,32,8
"2020JP3006RTRIA",64,NA,21.5,"cloudy ","trial round ",1.27,0.62,0.02,10,36,36,13
"2020JP3006RL",74,NA,19.8,"overcast ","1st round ",1.71,0.81,0.25,11,50,50,15
"2020JP3006RL",83,NA,18.7,"rain ","final round ",0.37,-0.01,-0.57,12,30,30,11
"2020JP3005RLT",35,NA,29,"partly cloudy ","1st round ",1.79,0.87,-0.03,18,48,48,15
"2020JP3005RLT",34,NA,29,"partly cloudy ","2nd round ",1.91,1.14,-0.55,16,44,44,15
"2020JP3005RLQ",33,NA,31,"partly cloudy ","qualification ",1.81,1.03,0.14,17,47,47,15
"2020JP3005RL",53,NA,24,"partly cloudy ","1st round ",0.18,-0.57,-1.18,21,40,40,11
"2020JP3005RL",56,NA,23,"cloudy/rain ","final round ",-0.13,-0.52,-0.92,22,30,30,11
"2020JP3004RLT",40,NA,28.4,"partly cloudy ","1st round ",2.05,1.05,-1.05,11,53,53,16
"2020JP3004RLT",43,NA,27.9,"cloudy ","2nd round ",1.57,0.28,-0.79,12,53,53,16
"2020JP3004RLQ",43,NA,27.2,"partly cloudy ","qualification ",0.55,-0.01,-0.88,15,55,55,16
"2020JP3003RTRIA",77,NA,19.2,"overcast ","trial round ",0.85,0.36,-0.12,8,47,47,10
"2020JP3003RL",82,NA,20.7,"overcast ","1st round ",0.5,0.23,-0.06,10,50,50,10
"2020JP3003RL",77,NA,20.8,"partly cloudy ","final round ",0.75,0.35,0.01,9,30,30,9
"2020JP3002RLT",70,NA,19.5,"rain ","1st round ",0.09,-0.36,-1.01,11,61,61,12
"2020JP3002RLT",78,NA,20.4,"rain ","2nd round ",0.72,-0.23,-0.62,12,61,61,12
"2020JP3002RLQ",65,NA,21.1,"cloudy / rain ","qualification ",0.88,0.13,-0.39,10,61,61,12
"2020JP3001RTRIA",42,NA,27.2,"sunny ","trial round ",0.16,0,-0.25,0,40,40,10
"2020JP3001RL",55,NA,23.6,"sunny ","1st round ",-0.09,-0.28,-0.6,14,40,40,10
"2020JP3001RL",54,NA,22.6,"clear ","final round ",-0.07,-0.31,-0.48,15,32,32,8
"2019JP3183RTRIA",53,NA,23.7,"clear ","trial round ",2.02,0.95,-1.03,12,63,63,16
"2019JP3183RLT",61,NA,22.3,"partly cloudy ","1st round ",1.7,0.71,-0.49,12,65,65,16
"2019JP3183RL",51,NA,24.6,"partly cloudy ","1st round ",1.76,0.96,0.07,14,62,64,16
"2019JP3183RL",52,NA,24.2,"partly cloudy ","final round ",1.67,0.73,0.09,16,30,30,12
"2019JP3041RLT",76,NA,13.8,"sunny ","1st round ",1.54,1.01,0.12,13,45,45,13
"2019JP3041RLT",73,NA,14.9,"sunny ","2nd round ",1.61,1.01,0.21,11,57,57,17
"2019JP3041RLQ",69,NA,16.2,"sunny ","qualification ",1.78,1.04,0.32,13,58,59,17
"2019JP3039RLT",88,NA,3.8,"lightly rain ","1st round ",1.81,0.64,-0.7,23,40,40,12
"2019JP3039RLT",89,NA,3.9,"overcast ","2nd round ",1.47,0.62,-0.48,23,40,40,12
"2019JP3039RLQ",90,NA,4.1,"lightly rain ","qualification ",2.57,1.07,-0.23,21,40,41,12
"2019JP3038RLT",80,NA,5,"rain ","1st round ",1.95,1.08,-0.81,15,66,66,18
"2019JP3038RLT",80,NA,4.9,"rain ","2nd round ",1.74,1,0.06,14,67,67,18
"2019JP3038RLQ",93,NA,4.6,"lightly rain ","qualification ",2.42,1.39,0.33,11,65,69,18
"2019JP3037RLT",38,NA,15.2,"clear ","1st round ",1.67,0.84,-0.29,6,57,57,14
"2019JP3037RLT",41,NA,13.8,"clear ","2nd round ",1.26,0.85,0,6,57,57,14
"2019JP3037RLQ",48,NA,10.3,"clear ","qualification ",0.97,0.57,0.16,8,55,57,14
"2019JP3035RLT",38,NA,23.1,"sunny ","1st round ",0.72,0.13,-1.07,22,41,41,11
"2019JP3035RLT",35,NA,23,"sunny ","2nd round ",1.05,0.19,-0.66,22,41,41,11
"2019JP3035RLT",37,NA,22.8,"sunny ","3rd round ",1,0.17,-0.46,25,41,41,11
"2019JP3034RLT",56,NA,19,"sunny ","1st round ",1.39,0.95,0.27,16,30,30,7
"2019JP3034RLT",53,NA,19,"sunny ","2nd round ",2.04,1.06,0.14,15,30,30,7
"2019JP3034RLT",51,NA,20,"sunny ","3rd round ",1.71,0.94,0.03,17,29,29,7
"2019JP3033RLT",50,NA,18.8,"sunny ","1st round ",1.76,0.77,-0.01,12,33,33,9
"2019JP3033RLT",48,NA,19.7,"sunny ","2nd round ",1.17,0.4,-0.48,10,33,33,9
"2019JP3033RLT",46,NA,21.2,"sunny ","3rd round ",0.56,0.14,-0.73,10,29,29,8
"2019JP3032RLT",61,NA,26.7,"cloudy ","1st round ",1.32,-0.09,-0.88,13,41,41,15
"2019JP3032RLT",63,NA,25.9,"cloudy ","2nd round ",0.82,-0.24,-0.85,15,40,40,15
"2019JP3032RLT",67,NA,24.8,"cloudy / rain ","3rd round ",1.55,0.37,-0.61,13,39,39,15
"2019JP3030RLT",40,NA,31.7,"partly cloudy ","1st round ",1.73,0.87,-0.64,10,53,53,13
"2019JP3030RLT",36,NA,32.4,"partly cloudy ","2nd round ",1.55,0.47,-0.62,11,53,53,13
"2019JP3030RLQ",38,NA,32.1,"partly cloudy ","qualification ",0.94,0.11,-0.5,11,52,54,13
"2019JP3029RLT",36,NA,27,"cloudy ","1st round ",1.7,0.45,-1.17,20,39,39,11
"2019JP3029RLT",37,NA,27,"cloudy ","2nd round ",1.22,0.48,-0.4,20,40,40,11
"2019JP3029RLQ",38,NA,27,"partly cloudy ","qualification ",1,0.19,-0.58,22,40,41,11
"2019JP3028RLT",35,NA,29.5,"partly cloudy ","1st round ",1.37,0.34,-1.2,11,57,57,15
"2019JP3028RLT",33,NA,29,"partly cloudy ","2nd round ",1.15,0.44,-0.44,13,55,55,15
"2019JP3028RLQ",36,NA,27.7,"partly cloudy ","qualification ",0.48,-0.16,-0.9,14,57,57,15
"2019JP3027RLT",65,NA,22.1,"partly cloudy ","1st round ",1.42,0.5,-0.48,11,63,63,12
"2019JP3027RLT",44,NA,22,"sunny ","2nd round ",1.36,0.6,0.06,12,63,63,12
"2019JP3027RLQ",39,NA,23.1,"sunny ","qualification ",1.06,0.51,-0.05,13,61,62,12
"2019JP3024RTRIA",41,NA,15,"clear ","trial round ",1.61,0.79,0.08,7,50,50,14
"2019JP3024RL",42,NA,14.5,"clear ","1st round ",1.41,0.63,0.05,8,48,50,14
"2019JP3024RL",42,NA,14,"clear ","final round ",1.2,0.42,-0.24,9,30,30,9
"2019JP3022RTRIA",67,NA,15,"overcast ","trial round ",1.27,0.72,0.1,22,39,39,11
"2019JP3022RL",74,NA,13.4,"overcast ","1st round ",0.92,0.28,-0.13,24,33,41,11
"2019JP3022RL",75,NA,13.1,"overcast ","final round ",0.45,0.12,-0.32,25,29,30,10
"2019JP3021RTRIA",31,NA,23,"sunny ","trial round ",1.24,0.1,-1.01,23,41,41,11
"2019JP3021RL",37,NA,21.6,"partly cloudy ","1st round ",0.36,-0.24,-0.72,25,36,41,11
"2019JP3021RL",39,NA,20.5,"partly cloudy ","final round ",-0.04,-0.24,-0.45,26,27,30,10
"2019JP3019RTRIA",87,NA,14,"overcast ","trial round ",0.9,0.45,0,17,31,31,8
"2019JP3019RL",94,NA,14,"overcast ","final round ",0.9,0.47,-0.21,17,31,32,8
