codex,place,gender,hill_size_x,team,season,hill_size_y,k-point,meter value,gate factor,wind factor,type,date,id
3750,Hinterzarten (GER),Men,108.0,1,2016,108,95.0,2.0,6.48,8.4,2,2015-08-07,2016JP3750RL
3751,Hinterzarten (GER),Men,108.0,0,2016,108,95.0,2.0,6.48,8.4,2,2015-08-08,2016JP3751RLQ
3751,Hinterzarten (GER),Men,108.0,0,2016,108,95.0,2.0,6.48,8.4,2,2015-08-08,2016JP3751RL
3820,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,1,2015-08-08,2016JP3820RL
3821,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,1,2015-08-09,2016JP3821RL
3741,Courchevel (FRA),Men,132.0,0,2016,132,120.0,1.8,8.82,12.6,2,2015-08-13,2016JP3741RLQ
3742,Courchevel (FRA),Women,96.0,0,2016,96,90.0,2.0,7.0,8.0,2,2015-08-14,2016JP3742RL
3743,Courchevel (FRA),Men,132.0,0,2016,132,120.0,1.8,8.82,12.6,2,2015-08-14,2016JP3743RL
3848,Einsiedeln (SUI),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,2,2015-08-15,2016JP3848RLQ
3848,Einsiedeln (SUI),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,2,2015-08-15,2016JP3848RL
3728,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,1,2015-08-20,2016JP3728RL
3729,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,1,2015-08-21,2016JP3729RL
3730,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,1,2015-08-22,2016JP3730RL
3731,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,1,2015-08-23,2016JP3731RL
3726,Frenstat (CZE),Men,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-08-28,2016JP3726RL
3758,Oberwiesenthal (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-08-28,2016JP3758RL
3780,Hakuba (JPN),Men,131.0,0,2016,131,120.0,1.8,8.82,10.8,2,2015-08-29,2016JP3780RL
3727,Frenstat (CZE),Men,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-08-29,2016JP3727RL
3759,Oberwiesenthal (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-08-29,2016JP3759RL
3781,Hakuba (JPN),Men,131.0,0,2016,131,120.0,1.8,8.82,10.8,2,2015-08-30,2016JP3781RL
3839,Chaikovsky (RUS),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-05,2016JP3839RL
3840,Chaikovsky (RUS),Men,140.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-05,2016JP3840RL
3841,Chaikovsky (RUS),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-06,2016JP3841RL
3842,Chaikovsky (RUS),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-06,2016JP3842RL
3790,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-12,2016JP3790RL
3791,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-12,2016JP3791RL
3712,Stams (AUT),Men,115.0,0,2016,115,105.0,1.8,6.21,7.11,1,2015-09-12,2016JP3712RL
3792,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-13,2016JP3792RL
3793,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-13,2016JP3793RL
3713,Stams (AUT),Men,115.0,0,2016,115,105.0,1.8,6.21,7.11,1,2015-09-13,2016JP3713RL
3799,Oslo (NOR),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-09-19,2016JP3799RL
3800,Oslo (NOR),Men,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-09-19,2016JP3800RL
3801,Oslo (NOR),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-09-20,2016JP3801RL
3802,Oslo (NOR),Men,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-09-20,2016JP3802RL
3714,Hinzenbach (AUT),Men,94.0,0,2016,94,85.0,2.0,4.8,5.8,2,2015-09-26,2016JP3714RLQ
3715,Hinzenbach (AUT),Men,94.0,0,2016,94,85.0,2.0,4.8,5.8,2,2015-09-27,2016JP3715RL
3762,Klingenthal (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.8,1,2015-10-03,2016JP3762RL
3763,Klingenthal (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.8,1,2015-10-04,2016JP3763RL
3765,Klingenthal (GER),Men,140.0,1,2016,140,125.0,1.8,7.56,10.8,0,2015-11-21,2016JP3765RL
3764,Klingenthal (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.8,0,2015-11-22,2016JP3764RLQ
3766,Klingenthal (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.8,0,2015-11-22,2016JP3766RL
3803,Lillehammer (NOR),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2015-12-04,2016JP3803RLQ
3803,Lillehammer (NOR),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2015-12-04,2016JP3803RL
3805,Lillehammer (NOR),Men,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2015-12-05,2016JP3805RL
3806,Lillehammer (NOR),Men,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2015-12-06,2016JP3806RLQ
3806,Lillehammer (NOR),Men,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2015-12-06,2016JP3806RL
3915,Notodden (NOR),Men,98.0,0,2016,98,,,,,1,2015-12-10,2016JP3915RL
3843,Nizhny Tagil (RUS),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2015-12-11,2016JP3843RLQ
3916,Notodden (NOR),Women,98.0,0,2016,98,,,,,1,2015-12-11,2016JP3916RL
3917,Notodden (NOR),Men,98.0,0,2016,98,,,,,1,2015-12-11,2016JP3917RL
3919,Rena (NOR),Men,111.0,0,2016,111,99.0,2.0,6.66,7.5,1,2015-12-11,2016JP3919RL
3844,Nizhny Tagil (RUS),Women,100.0,0,2016,97,90.0,2.0,6.0,6.4,0,2015-12-12,2016JP3844RLQ
3844,Nizhny Tagil (RUS),Women,100.0,0,2016,97,90.0,2.0,6.0,6.4,0,2015-12-12,2016JP3844RL
3845,Nizhny Tagil (RUS),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2015-12-12,2016JP3845RL
3918,Notodden (NOR),Women,98.0,0,2016,98,,,,,1,2015-12-12,2016JP3918RL
3920,Rena (NOR),Men,111.0,0,2016,111,99.0,2.0,6.66,7.5,1,2015-12-12,2016JP3920RL
3846,Nizhny Tagil (RUS),Women,100.0,0,2016,97,90.0,2.0,6.0,6.4,0,2015-12-13,2016JP3846RLQ
3847,Nizhny Tagil (RUS),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2015-12-13,2016JP3847RLQ
3846,Nizhny Tagil (RUS),Women,100.0,0,2016,97,90.0,2.0,6.0,6.4,0,2015-12-13,2016JP3846RL
3921,Rena (NOR),Men,139.0,0,2016,139,124.0,1.8,7.51,9.27,1,2015-12-13,2016JP3921RL
3855,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.9,0,2015-12-18,2016JP3855RLQ
3856,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.9,0,2015-12-19,2016JP3856RL
3883,Rovaniemi (FIN),Men,100.0,0,2016,100,90.0,2.0,6.0,6.4,1,2015-12-19,2016JP3883RL
3857,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.9,0,2015-12-20,2016JP3857RLQ
3857,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.9,0,2015-12-20,2016JP3857RL
3884,Rovaniemi (FIN),Men,100.0,0,2016,100,90.0,2.0,6.0,6.4,1,2015-12-20,2016JP3884RL
3939,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.09,1,2015-12-27,2016JP3939RL
3767,Oberstdorf (GER),Men,137.0,0,2016,137,120.0,1.8,7.4,10.8,0,2015-12-28,2016JP3767RLQ
3940,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.09,1,2015-12-28,2016JP3940RL
3768,Oberstdorf (GER),Men,137.0,0,2016,137,120.0,1.8,7.4,10.8,0,2015-12-29,2016JP3768RL
3769,Garmisch-Partenkirchen (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.44,0,2015-12-31,2016JP3769RLQ
3770,Garmisch-Partenkirchen (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.44,0,2016-01-01,2016JP3770RL
3716,Innsbruck (AUT),Men,130.0,0,2016,130,120.0,1.8,7.02,8.46,0,2016-01-02,2016JP3716RLQ
3717,Innsbruck (AUT),Men,130.0,0,2016,130,120.0,1.8,7.02,8.46,0,2016-01-03,2016JP3717RL
3718,Bischofshofen (AUT),Men,140.0,0,2016,140,125.0,1.8,4.86,9.36,0,2016-01-05,2016JP3718RLQ
3719,Bischofshofen (AUT),Men,140.0,0,2016,140,125.0,1.8,4.86,9.36,0,2016-01-06,2016JP3719RL
3771,Willingen (GER),Men,145.0,0,2016,145,130.0,1.8,7.83,11.7,0,2016-01-08,2016JP3771RLQ
3772,Willingen (GER),Men,145.0,1,2016,145,130.0,1.8,7.83,11.7,0,2016-01-09,2016JP3772RL
3887,Garmisch-Partenkirchen (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.44,1,2016-01-09,2016JP3887RL
3773,Willingen (GER),Men,145.0,0,2016,145,130.0,1.8,7.83,11.7,0,2016-01-10,2016JP3773RL
3888,Garmisch-Partenkirchen (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.44,1,2016-01-10,2016JP3888RL
3782,Sapporo (JPN),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2016-01-16,2016JP3782RLQ
3782,Sapporo (JPN),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2016-01-16,2016JP3782RL
3783,Sapporo (JPN),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2016-01-17,2016JP3783RLQ
3783,Sapporo (JPN),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2016-01-17,2016JP3783RL
3894,Willingen (GER),Men,145.0,0,2016,145,130.0,1.8,7.83,11.7,1,2016-01-17,2016JP3894RL
3895,Willingen (GER),Men,145.0,0,2016,145,130.0,1.8,7.83,11.7,1,2016-01-17,2016JP3895RL
3784,Zao (JPN),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-22,2016JP3784RLQ
3826,Zakopane (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,10.8,0,2016-01-22,2016JP3826RLQ
3784,Zao (JPN),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-22,2016JP3784RL
3906,Sapporo (JPN),Men,100.0,0,2016,100,90.0,2.0,,,1,2016-01-22,2016JP3906RL
3785,Zao (JPN),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-23,2016JP3785RLQ
3785,Zao (JPN),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-23,2016JP3785RL
3827,Zakopane (POL),Men,134.0,1,2016,134,120.0,1.8,7.24,10.8,0,2016-01-23,2016JP3827RL
3907,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,,,1,2016-01-23,2016JP3907RL
3828,Zakopane (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,10.8,0,2016-01-24,2016JP3828RL
3908,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,,,1,2016-01-24,2016JP3908RL
3786,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,9.0,11.7,0,2016-01-29,2016JP3786RLQ
3774,Oberstdorf (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-30,2016JP3774RLQ
3774,Oberstdorf (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-30,2016JP3774RL
3787,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,9.0,11.7,0,2016-01-30,2016JP3787RL
3875,Bischofshofen (AUT),Men,140.0,0,2016,140,125.0,1.8,4.86,9.36,1,2016-01-30,2016JP3875RL
3775,Oberstdorf (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-31,2016JP3775RLQ
3788,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,9.0,11.7,0,2016-01-31,2016JP3788RLQ
3775,Oberstdorf (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-31,2016JP3775RL
3788,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,9.0,11.7,0,2016-01-31,2016JP3788RL
3876,Bischofshofen (AUT),Men,140.0,0,2016,140,125.0,1.8,4.86,9.36,1,2016-01-31,2016JP3876RL
3807,Oslo (NOR),Women,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2016-02-04,2016JP3807RL
3808,Oslo (NOR),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2016-02-05,2016JP3808RLQ
3724,Hinzenbach (AUT),Women,94.0,0,2016,94,85.0,2.0,4.8,5.8,0,2016-02-06,2016JP3724RLQ
3724,Hinzenbach (AUT),Women,94.0,0,2016,94,85.0,2.0,4.8,5.8,0,2016-02-06,2016JP3724RL
3809,Oslo (NOR),Men,134.0,1,2016,134,120.0,1.8,7.24,9.9,0,2016-02-06,2016JP3809RL
3933,Planica (SLO),Men,139.0,0,2016,139,125.0,1.8,7.51,9.9,1,2016-02-06,2016JP3933RL
3725,Hinzenbach (AUT),Women,94.0,0,2016,94,85.0,2.0,4.8,5.8,0,2016-02-07,2016JP3725RLQ
3725,Hinzenbach (AUT),Women,94.0,0,2016,94,85.0,2.0,4.8,5.8,0,2016-02-07,2016JP3725RL
3934,Planica (SLO),Men,139.0,0,2016,139,125.0,1.8,7.51,9.9,1,2016-02-07,2016JP3934RL
3811,Trondheim (NOR),Men,140.0,0,2016,140,124.0,1.8,7.56,10.8,0,2016-02-09,2016JP3811RLQ
3812,Trondheim (NOR),Men,140.0,0,2016,140,124.0,1.8,7.56,10.8,0,2016-02-10,2016JP3812RL
3810,Vikersund (NOR),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-02-12,2016JP3810RL
3702,Ljubno (SLO),Women,95.0,0,2016,95,85.0,2.0,5.7,5.9,0,2016-02-13,2016JP3702RLQ
3814,Vikersund (NOR),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-02-13,2016JP3814RLQ
3702,Ljubno (SLO),Women,95.0,0,2016,95,85.0,2.0,5.7,5.9,0,2016-02-13,2016JP3702RL
3814,Vikersund (NOR),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-02-13,2016JP3814RL
3929,Zakopane (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,10.8,1,2016-02-13,2016JP3929RL
3703,Ljubno (SLO),Women,95.0,0,2016,95,85.0,2.0,5.7,5.9,0,2016-02-14,2016JP3703RLQ
3815,Vikersund (NOR),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-02-14,2016JP3815RLQ
3703,Ljubno (SLO),Women,95.0,0,2016,95,85.0,2.0,5.7,5.9,0,2016-02-14,2016JP3703RL
3815,Vikersund (NOR),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-02-14,2016JP3815RL
3930,Zakopane (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,10.8,1,2016-02-14,2016JP3930RL
3734,Lahti (FIN),Men,130.0,0,2016,130,116.0,1.8,7.56,8.46,0,2016-02-19,2016JP3734RLQ
3734,Lahti (FIN),Men,130.0,0,2016,130,116.0,1.8,7.56,8.46,0,2016-02-19,2016JP3734RL
3735,Lahti (FIN),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2016-02-19,2016JP3735RL
3941,"Iron Mountain, MI (USA)",Men,133.0,0,2016,133,120.0,1.8,7.18,8.73,1,2016-02-20,2016JP3941RL
3738,Lahti (FIN),Men,100.0,0,2016,100,90.0,2.0,7.0,8.0,0,2016-02-21,2016JP3738RLQ
3738,Lahti (FIN),Men,100.0,0,2016,100,90.0,2.0,7.0,8.0,0,2016-02-21,2016JP3738RL
3942,"Iron Mountain, MI (USA)",Men,133.0,0,2016,133,120.0,1.8,7.18,8.73,1,2016-02-21,2016JP3942RL
3739,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,0,2016-02-22,2016JP3739RLQ
3950,Kuopio (FIN),Men,127.0,1,2016,127,120.0,1.8,6.86,8.19,0,2016-02-22,2016JP3950RL
3740,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,0,2016-02-23,2016JP3740RL
3794,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,0,2016-02-26,2016JP3794RLQ
3795,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-02-27,2016JP3795RL
3796,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,0,2016-02-27,2016JP3796RL
3896,Brotterode (GER),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,1,2016-02-27,2016JP3896RL
3798,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,0,2016-02-28,2016JP3798RLQ
3797,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-02-28,2016JP3797RL
3798,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,0,2016-02-28,2016JP3798RL
3829,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2016-03-03,2016JP3829RLQ
3830,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2016-03-04,2016JP3830RL
3925,Vikersund (NOR),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,1,2016-03-04,2016JP3925RL
3926,Vikersund (NOR),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,1,2016-03-05,2016JP3926RL
3776,Titisee-Neustadt (GER),Men,142.0,0,2016,142,125.0,1.8,7.67,10.8,0,2016-03-11,2016JP3776RLQ
3777,Titisee-Neustadt (GER),Men,142.0,0,2016,142,125.0,1.8,7.67,10.8,0,2016-03-12,2016JP3777RL
3931,Chaikovski (RUS),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,1,2016-03-12,2016JP3931RL
3932,Chaikovski (RUS),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,1,2016-03-13,2016JP3932RL
3704,Planica (SLO),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-03-17,2016JP3704RL
3705,Planica (SLO),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-03-18,2016JP3705RLQ
3705,Planica (SLO),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-03-18,2016JP3705RL
3706,Planica (SLO),Men,225.0,1,2016,225,200.0,1.2,8.1,14.4,0,2016-03-19,2016JP3706RL
3707,Planica (SLO),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-03-20,2016JP3707RL
3700,Kranj (SLO),Men,109.0,0,2017,109,100.0,1.8,5.89,6.57,1,2016-07-01,2017JP3700RL
3701,Kranj (SLO),Men,109.0,0,2017,109,100.0,1.8,5.89,6.57,1,2016-07-02,2017JP3701RL
3713,Courchevel (FRA),Men,132.0,0,2017,132,120.0,1.8,8.82,12.6,2,2016-07-15,2017JP3713RLQ
3842,Courchevel (FRA),Women,96.0,0,2017,96,90.0,2.0,7.0,8.0,2,2016-07-15,2017JP3842RLQ
3712,Courchevel (FRA),Women,96.0,0,2017,96,90.0,2.0,7.0,8.0,2,2016-07-16,2017JP3712RL
3714,Courchevel (FRA),Men,132.0,0,2017,132,120.0,1.8,8.82,12.6,2,2016-07-16,2017JP3714RL
3744,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,2,2016-07-21,2017JP3744RLQ
3745,Wisla (POL),Men,134.0,1,2017,134,120.0,1.8,7.24,9.9,2,2016-07-22,2017JP3745RL
3746,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,2,2016-07-23,2017JP3746RL
3721,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,6.48,8.4,2,2016-07-29,2017JP3721RLQ
3722,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,6.48,8.4,2,2016-07-30,2017JP3722RL
3766,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,2,2016-08-05,2017JP3766RLQ
3767,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,2,2016-08-06,2017JP3767RL
3788,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,1,2016-08-18,2017JP3788RL
3789,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,1,2016-08-19,2017JP3789RL
3790,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,1,2016-08-20,2017JP3790RL
3791,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,1,2016-08-21,2017JP3791RL
3736,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-26,2017JP3736RLQ
3710,Frenstat (CZE),Men,106.0,0,2017,106,95.0,2.0,6.36,7.0,1,2016-08-26,2017JP3710RL
3729,Oberwiesenthal (GER),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,1,2016-08-26,2017JP3729RL
3737,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-27,2017JP3737RL
3711,Frenstat (CZE),Men,106.0,0,2017,106,95.0,2.0,6.36,7.0,1,2016-08-27,2017JP3711RL
3730,Oberwiesenthal (GER),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,1,2016-08-27,2017JP3730RL
3738,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-28,2017JP3738RL
3843,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-09,2017JP3843RLQ
3756,Chaikovsky (RUS),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,2,2016-09-10,2017JP3756RL
3757,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-10,2017JP3757RL
3803,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,1,2016-09-10,2017JP3803RL
3804,Lillehammer (NOR),Women,100.0,0,2017,100,90.0,2.0,6.0,6.4,1,2016-09-10,2017JP3804RL
3759,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-11,2017JP3759RLQ
3758,Chaikovsky (RUS),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,2,2016-09-11,2017JP3758RL
3759,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-11,2017JP3759RL
3805,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,1,2016-09-11,2017JP3805RL
3706,Stams (AUT),Men,115.0,0,2017,115,105.0,1.8,6.21,7.11,1,2016-09-17,2017JP3706RL
3707,Stams (AUT),Men,115.0,0,2017,115,105.0,1.8,6.21,7.11,1,2016-09-18,2017JP3707RL
3780,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,1,2016-09-24,2017JP3780RL
3781,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,1,2016-09-25,2017JP3781RL
3708,Hinzenbach (AUT),Men,94.0,0,2017,94,85.0,2.0,4.8,5.8,2,2016-09-30,2017JP3708RLQ
3733,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,1,2016-09-30,2017JP3733RL
3709,Hinzenbach (AUT),Men,94.0,0,2017,94,85.0,2.0,4.8,5.8,2,2016-10-01,2017JP3709RL
3734,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,1,2016-10-01,2017JP3734RL
3735,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,2,2016-10-02,2017JP3735RLQ
3735,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,2,2016-10-02,2017JP3735RL
3792,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,0,2016-11-24,2017JP3792RLQ
3793,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,0,2016-11-25,2017JP3793RL
3794,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,0,2016-11-26,2017JP3794RLQ
3794,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,0,2016-11-26,2017JP3794RL
3961,Lillehammer (NOR),Women,100.0,0,2017,100,90.0,2.0,6.0,6.4,0,2016-12-01,2017JP3961RLQ
3825,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,0,2016-12-02,2017JP3825RLQ
3807,Lillehammer (NOR),Women,100.0,0,2017,100,90.0,2.0,6.0,6.4,0,2016-12-02,2017JP3807RL
3808,Lillehammer (NOR),Women,100.0,0,2017,100,90.0,2.0,6.0,6.4,0,2016-12-03,2017JP3808RLQ
3808,Lillehammer (NOR),Women,100.0,0,2017,100,90.0,2.0,6.0,6.4,0,2016-12-03,2017JP3808RL
3826,Klingenthal (GER),Men,140.0,1,2017,140,125.0,1.8,7.56,10.8,0,2016-12-03,2017JP3826RL
3827,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,0,2016-12-04,2017JP3827RL
3844,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,0,2016-12-09,2017JP3844RLQ
3925,Vikersund (NOR),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,1,2016-12-09,2017JP3925RL
3846,Nizhny Tagil (RUS),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2016-12-10,2017JP3846RLQ
3845,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,0,2016-12-10,2017JP3845RL
3846,Nizhny Tagil (RUS),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2016-12-10,2017JP3846RL
3926,Vikersund (NOR),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,1,2016-12-10,2017JP3926RL
3847,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,0,2016-12-11,2017JP3847RLQ
3848,Nizhny Tagil (RUS),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2016-12-11,2017JP3848RLQ
3847,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,0,2016-12-11,2017JP3847RL
3848,Nizhny Tagil (RUS),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2016-12-11,2017JP3848RL
3809,Vikersund (NOR),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,1,2016-12-11,2017JP3809RL
3927,Notodden (NOR),Women,98.0,0,2017,98,,,,,1,2016-12-15,2017JP3927RL
3928,Notodden (NOR),Men,98.0,0,2017,98,,,,,1,2016-12-15,2017JP3928RL
