codex,place,gender,hill_size_x,team,season,hill_size_y,k-point,meter value,gate factor,wind factor,type,date,id
3946,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,0,2016-12-16,2017JP3946RLQ
3929,Notodden (NOR),Women,98.0,0,2017,98,,,,,1,2016-12-16,2017JP3929RL
3930,Notodden (NOR),Men,98.0,0,2017,98,,,,,1,2016-12-16,2017JP3930RL
3947,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,0,2016-12-17,2017JP3947RL
3876,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,1,2016-12-17,2017JP3876RL
3931,Notodden (NOR),Women,98.0,0,2017,98,,,,,1,2016-12-17,2017JP3931RL
3948,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,0,2016-12-18,2017JP3948RLQ
3948,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,0,2016-12-18,2017JP3948RL
3877,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,1,2016-12-18,2017JP3877RL
3949,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,1,2016-12-27,2017JP3949RL
3950,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,1,2016-12-28,2017JP3950RL
3828,Oberstdorf (GER),Men,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2016-12-29,2017JP3828RLQ
3829,Oberstdorf (GER),Men,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2016-12-30,2017JP3829RL
3830,Garmisch-Partenkirchen (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.44,0,2016-12-31,2017JP3830RLQ
3831,Garmisch-Partenkirchen (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.44,0,2017-01-01,2017JP3831RL
3864,Innsbruck (AUT),Men,130.0,0,2017,130,120.0,1.8,7.02,8.46,0,2017-01-03,2017JP3864RLQ
3865,Innsbruck (AUT),Men,130.0,0,2017,130,120.0,1.8,7.02,8.46,0,2017-01-04,2017JP3865RL
3832,Bischofshofen (AUT),Men,140.0,0,2017,140,125.0,1.8,4.86,9.36,0,2017-01-05,2017JP3832RLQ
3958,Oberstdorf (GER),Women,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2017-01-06,2017JP3958RLQ
3833,Bischofshofen (AUT),Men,140.0,0,2017,140,125.0,1.8,4.86,9.36,0,2017-01-06,2017JP3833RL
3834,Oberstdorf (GER),Women,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2017-01-07,2017JP3834RL
3884,Titisee-Neustadt (GER),Men,142.0,0,2017,142,125.0,1.8,7.67,10.8,1,2017-01-07,2017JP3884RL
3835,Oberstdorf (GER),Women,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2017-01-08,2017JP3835RLQ
3835,Oberstdorf (GER),Women,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2017-01-08,2017JP3835RL
3885,Titisee-Neustadt (GER),Men,142.0,0,2017,142,125.0,1.8,7.67,10.8,1,2017-01-08,2017JP3885RL
3782,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-01-13,2017JP3782RLQ
3959,Sapporo (JPN),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-13,2017JP3959RLQ
3783,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-01-14,2017JP3783RL
3898,Sapporo (JPN),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-14,2017JP3898RL
3890,Garmisch-Partenkirchen (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.44,1,2017-01-14,2017JP3890RL
3784,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-01-15,2017JP3784RLQ
3899,Sapporo (JPN),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-15,2017JP3899RLQ
3784,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-01-15,2017JP3784RL
3899,Sapporo (JPN),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-15,2017JP3899RL
3891,Garmisch-Partenkirchen (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.44,1,2017-01-15,2017JP3891RL
3960,Zao (JPN),Women,103.0,0,2017,103,95.0,2.0,7.0,8.0,0,2017-01-19,2017JP3960RLQ
3785,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,10.8,0,2017-01-20,2017JP3785RLQ
3901,Zao (JPN),Women,103.0,0,2017,103,95.0,2.0,7.0,8.0,0,2017-01-20,2017JP3901RL
3900,Sapporo (JPN),Men,100.0,0,2017,100,90.0,2.0,7.0,8.0,1,2017-01-20,2017JP3900RL
3903,Zao (JPN),Women,103.0,0,2017,103,95.0,2.0,7.0,8.0,0,2017-01-21,2017JP3903RLQ
3786,Zakopane (POL),Men,134.0,1,2017,134,120.0,1.8,7.24,10.8,0,2017-01-21,2017JP3786RL
3903,Zao (JPN),Women,103.0,0,2017,103,95.0,2.0,7.0,8.0,0,2017-01-21,2017JP3903RL
3902,Sapporo (JPN),Men,134.0,0,2017,134,,,,,1,2017-01-21,2017JP3902RL
3787,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,10.8,0,2017-01-22,2017JP3787RL
3904,Sapporo (JPN),Men,134.0,0,2017,134,,,,,1,2017-01-22,2017JP3904RL
3836,Willingen (GER),Men,145.0,0,2017,145,130.0,1.8,7.83,11.7,0,2017-01-27,2017JP3836RLQ
3837,Willingen (GER),Men,145.0,1,2017,145,130.0,1.8,7.83,11.7,0,2017-01-28,2017JP3837RL
3938,Rasnov (ROU),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-28,2017JP3938RL
3866,Bischofshofen (AUT),Men,142.0,0,2017,142,,,,,1,2017-01-28,2017JP3866RL
3838,Willingen (GER),Men,145.0,0,2017,145,130.0,1.8,7.83,11.7,0,2017-01-29,2017JP3838RL
3939,Rasnov (ROU),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-29,2017JP3939RL
3867,Bischofshofen (AUT),Men,142.0,0,2017,142,,,,,1,2017-01-29,2017JP3867RL
3839,Oberstdorf (GER),Men,225.0,0,2017,225,200.0,1.2,8.1,14.4,0,2017-02-03,2017JP3839RLQ
3840,Oberstdorf (GER),Men,225.0,0,2017,225,200.0,1.2,8.1,14.4,0,2017-02-04,2017JP3840RL
3868,Hinzenbach (AUT),Women,94.0,0,2017,94,85.0,2.0,4.8,5.8,0,2017-02-04,2017JP3868RL
3951,Erzurum - Kiremitliktepe (TUR),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,1,2017-02-04,2017JP3951RL
3841,Oberstdorf (GER),Men,225.0,0,2017,225,200.0,1.2,8.1,14.4,0,2017-02-05,2017JP3841RLQ
3841,Oberstdorf (GER),Men,225.0,0,2017,225,200.0,1.2,8.1,14.4,0,2017-02-05,2017JP3841RL
3869,Hinzenbach (AUT),Women,94.0,0,2017,94,85.0,2.0,4.8,5.8,0,2017-02-05,2017JP3869RL
3952,Erzurum - Kiremitliktepe (TUR),Men,109.0,0,2017,109,95.0,2.0,6.54,7.3,1,2017-02-05,2017JP3952RL
3905,Sapporo (JPN),Men,134.0,0,2017,137,123.0,1.8,7.4,10.8,0,2017-02-10,2017JP3905RLQ
3964,Ljubno (SLO),Women,95.0,0,2017,95,85.0,2.0,7.0,8.0,0,2017-02-11,2017JP3964RLQ
3906,Sapporo (JPN),Men,134.0,0,2017,137,123.0,1.8,7.4,10.8,0,2017-02-11,2017JP3906RL
3940,Ljubno (SLO),Women,95.0,0,2017,95,85.0,2.0,7.0,8.0,0,2017-02-11,2017JP3940RL
3892,Brotterode (GER),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,1,2017-02-11,2017JP3892RL
3907,Sapporo (JPN),Men,134.0,0,2017,137,123.0,1.8,7.4,10.8,0,2017-02-12,2017JP3907RLQ
3941,Ljubno (SLO),Women,95.0,0,2017,95,85.0,2.0,7.0,8.0,0,2017-02-12,2017JP3941RLQ
3907,Sapporo (JPN),Men,134.0,0,2017,137,123.0,1.8,7.4,10.8,0,2017-02-12,2017JP3907RL
3941,Ljubno (SLO),Women,95.0,0,2017,95,85.0,2.0,7.0,8.0,0,2017-02-12,2017JP3941RL
3893,Brotterode (GER),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,1,2017-02-12,2017JP3893RL
3920,PyeongChang (KOR),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,0,2017-02-14,2017JP3920RLQ
3921,PyeongChang (KOR),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,0,2017-02-15,2017JP3921RL
3922,PyeongChang (KOR),Women,109.0,0,2017,109,98.0,2.0,7.0,8.0,0,2017-02-15,2017JP3922RL
3923,PyeongChang (KOR),Men,109.0,0,2017,109,98.0,2.0,7.0,8.0,0,2017-02-16,2017JP3923RLQ
3923,PyeongChang (KOR),Men,109.0,0,2017,109,98.0,2.0,7.0,8.0,0,2017-02-16,2017JP3923RL
3924,PyeongChang (KOR),Women,109.0,0,2017,109,98.0,2.0,7.0,8.0,0,2017-02-16,2017JP3924RL
3762,Planica (SLO),Men,139.0,0,2017,139,125.0,1.8,7.51,9.9,1,2017-02-18,2017JP3762RL
3763,Planica (SLO),Men,139.0,0,2017,139,125.0,1.8,7.51,9.9,1,2017-02-19,2017JP3763RL
3860,"Iron Mountain, MI (USA)",Men,133.0,0,2017,133,120.0,1.8,7.18,8.73,1,2017-02-26,2017JP3860RL
3861,"Iron Mountain, MI (USA)",Men,133.0,0,2017,133,120.0,1.8,7.18,8.73,1,2017-02-26,2017JP3861RL
3932,Rena (NOR),Men,139.0,0,2017,139,124.0,1.8,7.51,9.27,1,2017-03-04,2017JP3932RL
3933,Rena (NOR),Men,139.0,0,2017,139,124.0,1.8,7.51,9.27,1,2017-03-05,2017JP3933RL
3810,Oslo (NOR),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-03-10,2017JP3810RLQ
3812,Oslo (NOR),Men,134.0,1,2017,134,120.0,1.8,7.24,9.9,0,2017-03-11,2017JP3812RL
3936,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,10.8,1,2017-03-11,2017JP3936RL
3811,Oslo (NOR),Women,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-03-12,2017JP3811RL
3813,Oslo (NOR),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-03-12,2017JP3813RL
3937,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,10.8,1,2017-03-12,2017JP3937RL
3814,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,0,2017-03-13,2017JP3814RLQ
3816,Trondheim (NOR),Men,138.0,0,2017,140,124.0,1.8,7.56,10.8,0,2017-03-15,2017JP3816RLQ
3817,Trondheim (NOR),Men,138.0,0,2017,140,124.0,1.8,7.56,10.8,0,2017-03-16,2017JP3817RL
3818,Vikersund (NOR),Men,225.0,0,2017,225,200.0,1.2,8.1,14.4,0,2017-03-17,2017JP3818RLQ
3819,Vikersund (NOR),Men,225.0,1,2017,225,200.0,1.2,8.1,14.4,0,2017-03-18,2017JP3819RL
3849,Chaikovsky (RUS),Men,106.0,0,2017,106,95.0,2.0,7.0,8.0,1,2017-03-18,2017JP3849RL
3820,Vikersund (NOR),Men,225.0,0,2017,225,200.0,1.2,8.1,14.4,0,2017-03-19,2017JP3820RL
3850,Chaikovsky (RUS),Men,106.0,0,2017,106,95.0,2.0,7.0,8.0,1,2017-03-19,2017JP3850RL
3942,Planica (SLO),Men,225.0,0,2017,225,200.0,1.2,8.1,14.4,0,2017-03-23,2017JP3942RLQ
3943,Planica (SLO),Men,225.0,0,2017,225,200.0,1.2,8.1,14.4,0,2017-03-24,2017JP3943RL
3944,Planica (SLO),Men,225.0,1,2017,225,200.0,1.2,8.1,14.4,0,2017-03-25,2017JP3944RL
3945,Planica (SLO),Men,225.0,0,2017,225,200.0,1.2,8.1,14.4,0,2017-03-26,2017JP3945RL
3154,Kranj (SLO),Men,109.0,0,2018,109,100.0,1.8,5.89,6.57,1,2017-07-07,2018JP3154RL
3155,Kranj (SLO),Men,109.0,0,2018,109,100.0,1.8,5.89,6.57,1,2017-07-08,2018JP3155RL
3016,Wisla (POL),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,2,2017-07-13,2018JP3016RLQ
3001,Wisla (POL),Men,134.0,1,2018,134,120.0,1.8,7.24,9.9,2,2017-07-14,2018JP3001RL
3002,Wisla (POL),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,2,2017-07-15,2018JP3002RL
3017,Hinterzarten (GER),Men,108.0,0,2018,108,95.0,2.0,6.48,8.4,2,2017-07-28,2018JP3017RLQ
3003,Hinterzarten (GER),Men,108.0,0,2018,108,95.0,2.0,6.48,8.4,2,2017-07-29,2018JP3003RL
3019,Courchevel (FRA),Women,96.0,0,2018,96,90.0,2.0,7.0,8.0,2,2017-08-11,2018JP3019RLQ
3005,Courchevel (FRA),Women,96.0,0,2018,96,90.0,2.0,7.0,8.0,2,2017-08-11,2018JP3005RL
3018,Courchevel (FRA),Men,135.0,0,2018,135,125.0,1.8,8.82,12.6,2,2017-08-12,2018JP3018RLQ
3004,Courchevel (FRA),Men,135.0,0,2018,135,125.0,1.8,8.82,12.6,2,2017-08-12,2018JP3004RL
3024,Frenstat (CZE),Women,106.0,0,2018,106,95.0,2.0,7.0,8.0,2,2017-08-18,2018JP3024RLQ
3006,Frenstat (CZE),Women,106.0,0,2018,106,95.0,2.0,7.0,8.0,2,2017-08-18,2018JP3006RL
3100,Szczyrk (POL),Men,106.0,0,2018,106,95.0,2.0,6.36,7.0,1,2017-08-18,2018JP3100RL
3110,Oberwiesenthal (GER),Women,106.0,0,2018,106,95.0,2.0,6.36,7.0,1,2017-08-18,2018JP3110RL
3007,Frenstat (CZE),Women,106.0,0,2018,106,95.0,2.0,7.0,8.0,2,2017-08-19,2018JP3007RLQ
3007,Frenstat (CZE),Women,106.0,0,2018,106,95.0,2.0,7.0,8.0,2,2017-08-19,2018JP3007RL
3101,Wisla (POL),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,1,2017-08-19,2018JP3101RL
3111,Oberwiesenthal (GER),Women,106.0,0,2018,106,95.0,2.0,6.36,7.0,1,2017-08-19,2018JP3111RL
3170,Frenstat (CZE),Men,106.0,0,2018,106,95.0,2.0,7.0,8.0,1,2017-08-20,2018JP3170RL
3020,Hakuba (JPN),Men,131.0,0,2018,131,120.0,1.8,8.82,10.8,2,2017-08-25,2018JP3020RLQ
3008,Hakuba (JPN),Men,131.0,0,2018,131,120.0,1.8,8.82,10.8,2,2017-08-26,2018JP3008RL
3009,Hakuba (JPN),Men,131.0,0,2018,131,120.0,1.8,8.82,10.8,2,2017-08-27,2018JP3009RL
3010,Chaikovsky (RUS),Men,140.0,0,2018,140,125.0,1.8,7.56,9.36,2,2017-09-08,2018JP3010RLQ
3012,Chaikovsky (RUS),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-08,2018JP3012RLQ
3021,Chaikovsky (RUS),Men,140.0,0,2018,140,125.0,1.8,7.56,9.36,2,2017-09-09,2018JP3021RL
3022,Chaikovsky (RUS),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-09,2018JP3022RL
3168,Stams (AUT),Men,115.0,0,2018,115,105.0,1.8,6.21,7.11,1,2017-09-09,2018JP3168RL
3013,Chaikovsky (RUS),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-10,2018JP3013RLQ
3011,Chaikovsky (RUS),Men,140.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-10,2018JP3011RL
3013,Chaikovsky (RUS),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,2,2017-09-10,2018JP3013RL
3169,Stams (AUT),Men,115.0,0,2018,115,105.0,1.8,6.21,7.11,1,2017-09-10,2018JP3169RL
3071,Trondheim (NOR),Women,100.0,0,2018,100,,,,,1,2017-09-15,2018JP3071RL
3070,Trondheim (NOR),Men,138.0,0,2018,138,,,,,1,2017-09-16,2018JP3070RL
3073,Trondheim (NOR),Women,100.0,0,2018,100,,,,,1,2017-09-16,2018JP3073RL
3072,Trondheim (NOR),Men,138.0,0,2018,138,,,,,1,2017-09-17,2018JP3072RL
3118,Rasnov (ROU),Men,100.0,0,2018,100,90.0,2.0,7.0,8.0,1,2017-09-23,2018JP3118RL
3120,Rasnov (ROU),Men,100.0,0,2018,100,90.0,2.0,7.0,8.0,1,2017-09-24,2018JP3120RL
3023,Hinzenbach (AUT),Men,90.0,0,2018,94,85.0,2.0,4.8,5.8,2,2017-09-30,2018JP3023RLQ
3104,Klingenthal (GER),Men,140.0,0,2018,140,125.0,1.8,7.56,10.8,1,2017-09-30,2018JP3104RL
3014,Hinzenbach (AUT),Men,90.0,0,2018,94,85.0,2.0,4.8,5.8,2,2017-10-01,2018JP3014RL
3105,Klingenthal (GER),Men,140.0,0,2018,140,125.0,1.8,7.56,10.8,1,2017-10-01,2018JP3105RL
3025,Klingenthal (GER),Men,140.0,0,2018,140,125.0,1.8,7.56,10.8,2,2017-10-02,2018JP3025RLQ
3015,Klingenthal (GER),Men,140.0,0,2018,140,125.0,1.8,7.56,10.8,2,2017-10-03,2018JP3015RL
3132,Wisla (POL),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,0,2017-11-17,2018JP3132RLQ
3133,Wisla (POL),Men,134.0,1,2018,134,120.0,1.8,7.24,9.9,0,2017-11-18,2018JP3133RL
3134,Wisla (POL),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,0,2017-11-19,2018JP3134RL
3047,Ruka (FIN),Men,142.0,0,2018,142,120.0,1.8,9.54,11.7,0,2017-11-24,2018JP3047RLQ
3048,Ruka (FIN),Men,142.0,1,2018,142,120.0,1.8,9.54,11.7,0,2017-11-25,2018JP3048RL
3049,Ruka (FIN),Men,142.0,0,2018,142,120.0,1.8,9.54,11.7,0,2017-11-26,2018JP3049RL
3027,Lillehammer (NOR),Women,98.0,0,2018,98,90.0,2.0,7.0,8.0,0,2017-11-30,2018JP3027RLQ
3050,Nizhny Tagil (RUS),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,0,2017-12-01,2018JP3050RLQ
3026,Lillehammer (NOR),Women,98.0,0,2018,98,90.0,2.0,7.0,8.0,0,2017-12-01,2018JP3026RL
3028,Lillehammer (NOR),Women,98.0,0,2018,98,90.0,2.0,7.0,8.0,0,2017-12-02,2018JP3028RLQ
3051,Nizhny Tagil (RUS),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,0,2017-12-02,2018JP3051RL
3028,Lillehammer (NOR),Women,98.0,0,2018,98,90.0,2.0,7.0,8.0,0,2017-12-02,2018JP3028RL
3052,Nizhny Tagil (RUS),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,0,2017-12-03,2018JP3052RLQ
3052,Nizhny Tagil (RUS),Men,134.0,0,2018,134,120.0,1.8,7.24,9.9,0,2017-12-03,2018JP3052RL
3136,Lillehammer (NOR),Women,140.0,0,2018,140,123.0,1.8,7.45,9.9,0,2017-12-03,2018JP3136RL
3053,Titisee-Neustadt (GER),Men,142.0,0,2018,142,125.0,1.8,7.67,10.8,0,2017-12-09,2018JP3053RLQ
3054,Titisee-Neustadt (GER),Men,142.0,1,2018,142,125.0,1.8,7.67,10.8,0,2017-12-09,2018JP3054RL
3181,"Vancouver, BC (CAN)",Men,106.0,0,2018,106,,,,,1,2017-12-09,2018JP3181RL
3055,Titisee-Neustadt (GER),Men,142.0,0,2018,142,125.0,1.8,7.67,10.8,0,2017-12-10,2018JP3055RL
3182,"Vancouver, BC (CAN)",Men,106.0,0,2018,106,,,,,1,2017-12-10,2018JP3182RL
3056,Engelberg (SUI),Men,140.0,0,2018,140,125.0,1.8,7.56,10.44,0,2017-12-15,2018JP3056RLQ
3262,Hinterzarten (GER),Women,108.0,0,2018,108,95.0,2.0,6.48,8.4,0,2017-12-15,2018JP3262RLQ
3201,Notodden (NOR),Women,98.0,0,2018,98,,,,,1,2017-12-15,2018JP3201RL
3202,Notodden (NOR),Men,98.0,0,2018,98,,,,,1,2017-12-15,2018JP3202RL
3029,Hinterzarten (GER),Women,108.0,1,2018,108,95.0,2.0,7.0,8.4,0,2017-12-16,2018JP3029RL
3057,Engelberg (SUI),Men,140.0,0,2018,140,125.0,1.8,7.56,10.44,0,2017-12-16,2018JP3057RL
3203,Notodden (NOR),Women,98.0,0,2018,98,,,,,1,2017-12-16,2018JP3203RL
3204,Notodden (NOR),Men,98.0,0,2018,98,,,,,1,2017-12-16,2018JP3204RL
3234,Ruka (FIN),Men,142.0,0,2018,142,120.0,1.8,9.54,11.7,1,2017-12-16,2018JP3234RL
3058,Engelberg (SUI),Men,140.0,0,2018,140,125.0,1.8,7.56,10.44,0,2017-12-17,2018JP3058RLQ
3030,Hinterzarten (GER),Women,108.0,0,2018,108,95.0,2.0,7.0,8.4,0,2017-12-17,2018JP3030RL
3058,Engelberg (SUI),Men,140.0,0,2018,140,125.0,1.8,7.56,10.44,0,2017-12-17,2018JP3058RL
3235,Ruka (FIN),Men,142.0,0,2018,142,120.0,1.8,9.54,11.7,1,2017-12-17,2018JP3235RL
3183,Engelberg (SUI),Men,140.0,0,2018,140,125.0,1.8,7.56,10.44,1,2017-12-27,2018JP3183RL
3184,Engelberg (SUI),Men,140.0,0,2018,140,125.0,1.8,7.56,10.44,1,2017-12-28,2018JP3184RL
3059,Oberstdorf (GER),Men,137.0,0,2018,140,120.0,1.8,7.4,10.8,0,2017-12-29,2018JP3059RLQ
3060,Oberstdorf (GER),Men,137.0,0,2018,137,120.0,1.8,7.4,10.8,0,2017-12-30,2018JP3060RL
3061,Garmisch-Partenkirchen (GER),Men,142.0,0,2018,140,125.0,1.8,7.56,10.44,0,2017-12-31,2018JP3061RLQ
3062,Garmisch-Partenkirchen (GER),Men,142.0,0,2018,140,125.0,1.8,7.56,10.44,0,2018-01-01,2018JP3062RL
3063,Innsbruck (AUT),Men,130.0,0,2018,130,120.0,1.8,7.02,8.46,0,2018-01-03,2018JP3063RLQ
3064,Innsbruck (AUT),Men,130.0,0,2018,130,120.0,1.8,7.02,8.46,0,2018-01-04,2018JP3064RL
3065,Bischofshofen (AUT),Men,140.0,0,2018,140,125.0,1.8,4.86,9.36,0,2018-01-05,2018JP3065RLQ
3066,Bischofshofen (AUT),Men,140.0,0,2018,140,125.0,1.8,4.86,9.36,0,2018-01-06,2018JP3066RL
3213,Titisee-Neustadt (GER),Men,142.0,0,2018,142,125.0,1.8,7.67,10.8,1,2018-01-06,2018JP3213RL
3214,Titisee-Neustadt (GER),Men,142.0,0,2018,142,125.0,1.8,7.67,10.8,1,2018-01-07,2018JP3214RL
3242,Bischofshofen (AUT),Men,142.0,0,2018,142,,,,,1,2018-01-10,2018JP3242RL
3243,Bischofshofen (AUT),Men,142.0,0,2018,142,,,,,1,2018-01-11,2018JP3243RL
3034,Sapporo (JPN),Women,100.0,0,2018,100,90.0,2.0,7.0,8.0,0,2018-01-12,2018JP3034RLQ
3067,Tauplitz/ Bad Mitterndorf (AUT),Men,235.0,0,2018,235,200.0,1.2,8.46,14.4,0,2018-01-12,2018JP3067RLQ
3035,Sapporo (JPN),Women,100.0,0,2018,100,90.0,2.0,7.0,8.0,0,2018-01-13,2018JP3035RL
3068,Tauplitz/ Bad Mitterndorf (AUT),Men,235.0,0,2018,235,200.0,1.2,8.46,14.4,0,2018-01-13,2018JP3068RL
3036,Sapporo (JPN),Women,100.0,0,2018,100,90.0,2.0,7.0,8.0,0,2018-01-14,2018JP3036RLQ
3036,Sapporo (JPN),Women,100.0,0,2018,100,90.0,2.0,7.0,8.0,0,2018-01-14,2018JP3036RL
3037,Zao (JPN),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,0,2018-01-18,2018JP3037RLQ
3038,Zao (JPN),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,0,2018-01-19,2018JP3038RLQ
3038,Zao (JPN),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,0,2018-01-19,2018JP3038RL
3143,Zao (JPN),Women,102.0,1,2018,102,95.0,2.0,7.0,8.0,0,2018-01-20,2018JP3143RL
3207,Erzurum (TUR),Men,140.0,0,2018,140,125.0,1.8,7.56,9.36,1,2018-01-20,2018JP3207RL
3208,Erzurum (TUR),Men,140.0,0,2018,140,125.0,1.8,7.56,9.36,1,2018-01-20,2018JP3208RL
3222,Planica (SLO),Women,102.0,0,2018,102,95.0,2.0,,,1,2018-01-20,2018JP3222RL
3224,Planica (SLO),Men,102.0,0,2018,102,95.0,2.0,,,1,2018-01-20,2018JP3224RL
3039,Zao (JPN),Women,102.0,0,2018,102,95.0,2.0,7.0,8.0,0,2018-01-21,2018JP3039RL
3223,Planica (SLO),Women,102.0,0,2018,102,95.0,2.0,,,1,2018-01-21,2018JP3223RL
3225,Planica (SLO),Men,102.0,0,2018,102,95.0,2.0,,,1,2018-01-21,2018JP3225RL
3040,Ljubno (SLO),Women,94.0,0,2018,94,85.0,2.0,7.0,8.0,0,2018-01-26,2018JP3040RLQ
3076,Zakopane (POL),Men,140.0,0,2018,140,125.0,1.8,7.56,10.8,0,2018-01-26,2018JP3076RLQ
3192,Sapporo (JPN),Men,100.0,0,2018,100,90.0,2.0,7.0,8.0,1,2018-01-26,2018JP3192RL
3041,Ljubno (SLO),Women,94.0,0,2018,94,85.0,2.0,7.0,8.0,0,2018-01-27,2018JP3041RL
3077,Zakopane (POL),Men,140.0,1,2018,140,125.0,1.8,7.56,10.8,0,2018-01-27,2018JP3077RL
3193,Sapporo (JPN),Men,134.0,0,2018,134,,,,,1,2018-01-27,2018JP3193RL
3042,Ljubno (SLO),Women,94.0,0,2018,94,85.0,2.0,7.0,8.0,0,2018-01-28,2018JP3042RLQ
3042,Ljubno (SLO),Women,94.0,0,2018,94,85.0,2.0,7.0,8.0,0,2018-01-28,2018JP3042RL
3078,Zakopane (POL),Men,140.0,0,2018,140,125.0,1.8,7.56,10.8,0,2018-01-28,2018JP3078RL
3194,Sapporo (JPN),Men,134.0,0,2018,134,,,,,1,2018-01-28,2018JP3194RL
3079,Willingen (GER),Men,145.0,0,2018,145,130.0,1.8,7.83,11.7,0,2018-02-02,2018JP3079RLQ
3080,Willingen (GER),Men,145.0,0,2018,145,130.0,1.8,7.83,11.7,0,2018-02-03,2018JP3080RL
3226,Planica (SLO),Men,138.0,0,2018,138,,,,,1,2018-02-03,2018JP3226RL
3081,Willingen (GER),Men,145.0,0,2018,145,130.0,1.8,7.83,11.7,0,2018-02-04,2018JP3081RL
3227,Planica (SLO),Men,138.0,0,2018,138,125.0,1.8,7.51,9.9,1,2018-02-04,2018JP3227RL
3252,"Iron Mountain, MI (USA)",Men,133.0,0,2018,133,120.0,1.8,7.2,9.0,1,2018-02-10,2018JP3252RL
3253,"Iron Mountain, MI (USA)",Men,133.0,0,2018,133,120.0,1.8,7.2,9.0,1,2018-02-11,2018JP3253RL
3216,Brotterode (GER),Women,117.0,0,2018,117,105.0,1.8,7.2,8.1,1,2018-02-16,2018JP3216RL
3218,Brotterode (GER),Women,117.0,0,2018,117,105.0,1.8,7.2,8.1,1,2018-02-17,2018JP3218RL
3215,Brotterode (GER),Men,117.0,0,2018,117,105.0,1.8,7.2,8.1,1,2018-02-18,2018JP3215RL
3217,Brotterode (GER),Men,117.0,0,2018,117,105.0,1.8,7.2,8.1,1,2018-02-18,2018JP3217RL
