"","codex","place","month","day","year","gender","hill_size.x","team","season","X","hill_size.y","k.point","meter.value","gate.factor","wind.factor"
"394",3108,"Wisla (POL)","November",24,2019,"Men",134,0,2020,393,134,120,1.8,7.24,10.8
"395",3113,"Nizhny Tagil (RUS)","December",7,2019,"Men",134,0,2020,394,134,120,1.8,7.24,9.9
"396",3114,"Nizhny Tagil (RUS)","December",8,2019,"Men",134,0,2020,395,134,120,1.8,7.24,9.9
"397",3116,"Klingenthal (GER)","December",14,2019,"Men",140,1,2020,396,140,125,1.8,7.67,10.8
"398",3117,"Klingenthal (GER)","December",15,2019,"Men",140,0,2020,397,140,125,1.8,7.67,10.8
"399",3119,"Engelberg (SUI)","December",21,2019,"Men",140,0,2020,398,140,125,1.8,7.56,10.44
"400",3120,"Engelberg (SUI)","December",22,2019,"Men",140,0,2020,399,140,125,1.8,7.56,10.44
"401",3122,"Oberstdorf (GER)","December",29,2019,"Men",137,0,2020,400,137,120,1.8,7.56,10.8
"402",3126,"Innsbruck (AUT)","January",4,2020,"Men",130,0,2020,401,130,120,1.8,7.02,9.9
"403",3128,"Bischofshofen (AUT)","January",6,2020,"Men",142,0,2020,402,142,125,1.8,4.86,10.8
"404",3131,"Val di Fiemme (ITA)","January",11,2020,"Men",104,0,2020,403,104,95,2,5,8
"405",3132,"Val di Fiemme (ITA)","January",12,2020,"Men",104,0,2020,404,104,95,2,5,8
"406",3134,"Titisee-Neustadt (GER)","January",18,2020,"Men",142,0,2020,405,142,125,1.8,7.67,10.8
"407",3135,"Titisee-Neustadt (GER)","January",19,2020,"Men",142,0,2020,406,142,125,1.8,7.67,10.8
"408",3137,"Zakopane (POL)","January",25,2020,"Men",140,1,2020,407,140,125,1.8,7.56,10.8
"409",3138,"Zakopane (POL)","January",26,2020,"Men",140,0,2020,408,140,125,1.8,7.56,10.8
"410",3143,"Willingen (GER)","February",8,2020,"Men",145,0,2020,409,145,130,1.8,7.99,11.7
"411",3146,"Tauplitz/ Bad Mitterndorf (AUT)","February",15,2020,"Men",235,0,2020,410,235,200,1.2,8.46,14.4
"412",3147,"Tauplitz/ Bad Mitterndorf (AUT)","February",16,2020,"Men",235,0,2020,411,235,200,1.2,8.46,14.4
"413",3152,"Oslo (NOR)","March",7,2020,"Men",134,1,2020,412,134,120,1.8,7.13,9.9
"414",3155,"Lillehammer (NOR)","March",9,2020,"Men",140,0,2020,413,140,123,1.8,7.56,9.9
"415",3156,"Lillehammer (NOR)","March",10,2020,"Men",140,0,2020,414,140,123,1.8,7.56,9.9
"416",3211,"Rasnov (ROU)","February",21,2020,"Men",97,0,2020,415,97,90,2,7,8
"417",3212,"Rasnov (ROU)","February",22,2020,"Men",97,0,2020,416,97,90,2,7,8
"418",3113,"Garmisch-Partenkirchen (GER)","January",1,2012,"Men",140,0,2012,417,140,125,1.8,7.56,9.36
"419",3787,"Ruka (FIN)","November",30,2012,"Men",142,1,2013,418,142,120,1.8,9.54,11.7
"420",3788,"Ruka (FIN)","December",1,2012,"Men",142,0,2013,419,142,120,1.8,9.54,11.7
"421",3809,"Garmisch-Partenkirchen (GER)","January",1,2013,"Men",140,0,2013,420,140,125,1.8,7.56,9.36
"422",3810,"Lahti (FIN)","February",28,2014,"Men",130,0,2014,421,130,116,1.8,7.56,8.46
"423",3816,"Lahti (FIN)","March",1,2014,"Men",130,1,2014,422,130,116,1.8,7.56,8.46
"424",3817,"Lahti (FIN)","March",2,2014,"Men",130,0,2014,423,130,116,1.8,7.56,8.46
"425",3840,"Garmisch-Partenkirchen (GER)","January",1,2014,"Men",140,0,2014,424,140,125,1.8,7.56,10.44
"426",3842,"Willingen (GER)","February",1,2014,"Men",145,0,2014,425,145,130,1.8,7.83,11.7
"427",3843,"Willingen (GER)","February",2,2014,"Men",145,0,2014,426,145,130,1.8,7.83,11.7
"428",3795,"Hinzenbach (AUT)","January",31,2015,"Women",94,0,2015,427,94,85,2,4.8,5.8
"429",3796,"Hinzenbach (AUT)","February",1,2015,"Women",94,0,2015,428,94,85,2,4.8,5.8
"430",3835,"Garmisch-Partenkirchen (GER)","January",1,2015,"Men",140,0,2015,429,140,125,1.8,7.56,10.44
"431",3842,"Willingen (GER)","January",30,2015,"Men",145,0,2015,430,145,130,1.8,7.83,11.7
"432",3843,"Willingen (GER)","January",31,2015,"Men",145,1,2015,431,145,130,1.8,7.83,11.7
"433",3844,"Willingen (GER)","February",1,2015,"Men",145,0,2015,432,145,130,1.8,7.83,11.7
"434",3770,"Garmisch-Partenkirchen (GER)","January",1,2016,"Men",140,0,2016,433,140,125,1.8,7.56,10.44
"435",3831,"Garmisch-Partenkirchen (GER)","January",1,2017,"Men",140,0,2017,434,140,125,1.8,7.56,10.44
"436",3026,"Lillehammer (NOR)","December",1,2017,"Women",98,0,2018,435,98,90,2,7,8
"437",3028,"Lillehammer (NOR)","December",2,2017,"Women",98,0,2018,436,98,90,2,7,8
"438",3062,"Garmisch-Partenkirchen (GER)","January",1,2018,"Men",142,0,2018,437,140,125,1.8,7.56,10.44
"439",3136,"Lillehammer (NOR)","December",3,2017,"Women",140,0,2018,438,140,123,1.8,7.45,9.9
"440",3043,"Lillehammer (NOR)","November",30,2018,"Women",98,0,2019,439,98,90,2,7,8
"441",3044,"Lillehammer (NOR)","December",1,2018,"Women",98,0,2019,440,98,90,2,7,8
"442",3045,"Lillehammer (NOR)","December",2,2018,"Women",140,0,2019,441,140,123,1.8,7.56,9.9
"443",3093,"Nizhny Tagil (RUS)","December",1,2018,"Men",134,0,2019,442,134,120,1.8,7.24,9.9
"444",3094,"Nizhny Tagil (RUS)","December",2,2018,"Men",134,0,2019,443,134,120,1.8,7.24,9.9
"445",3101,"Garmisch-Partenkirchen (GER)","January",1,2019,"Men",142,0,2019,444,142,125,1.8,7.67,10.44
"446",3084,"Oberstdorf (GER)","February",1,2020,"Women",137,0,2020,445,137,120,1.8,7.56,10.8
"447",3085,"Oberstdorf (GER)","February",2,2020,"Women",137,0,2020,446,137,120,1.8,7.56,10.8
"448",3110,"Ruka (FIN)","November",30,2019,"Men",142,0,2020,447,142,120,1.8,9.54,11.7
"449",3124,"Garmisch-Partenkirchen (GER)","January",1,2020,"Men",142,0,2020,448,142,125,1.8,7.67,10.44
"450",3140,"Sapporo (JPN)","February",1,2020,"Men",137,0,2020,449,137,123,1.8,7.4,10.8
"451",3141,"Sapporo (JPN)","February",2,2020,"Men",137,0,2020,450,137,123,1.8,7.4,10.8
"452",3148,"Lahti (FIN)","February",28,2020,"Men",130,0,2020,451,130,116,1.8,7.56,9.9
"453",3149,"Lahti (FIN)","February",29,2020,"Men",130,1,2020,452,130,116,1.8,7.56,9.9
"454",3150,"Lahti (FIN)","March",1,2020,"Men",130,0,2020,453,130,116,1.8,7.56,9.9
