"","codex","place","gender","hill_size.x","team","season","X","hill_size.y","k.point","meter.value","gate.factor","wind.factor","qual","type","date"
"409",3783,"Harrachov (CZE)","Men",205,0,2013,48,205,185,1.2,7.38,10.8,0,0,2013-02-03
"410",3840,"Sapporo (JPN)","Women",100,0,2013,64,100,90,2,6,6.4,0,0,2013-02-03
"411",3897,"Planica (SLO)","Men",139,0,2013,861,139,125,1.8,NA,NA,0,1,2013-02-03
"412",3898,"Planica (SLO)","Men",139,0,2013,862,139,125,1.8,NA,NA,0,1,2013-02-03
"413",3820,"Willingen (GER)","Men",140,0,2013,488,145,130,1.8,7.83,11.7,1,0,2013-02-08
"414",3821,"Willingen (GER)","Men",140,1,2013,57,145,130,1.8,7.83,11.7,0,0,2013-02-09
"415",3842,"Zao (JPN)","Women",100,0,2013,65,100,90,2,6,6.4,0,0,2013-02-09
"416",3917,"Iron Mountain, MI (USA)","Men",133,0,2013,867,133,120,1.8,NA,NA,0,1,2013-02-09
"417",3937,"Iron Mountain, MI (USA)","Men",133,0,2013,872,133,120,1.8,NA,NA,0,1,2013-02-09
"418",3843,"Zao (JPN)","Women",100,0,2013,66,100,90,2,6,6.4,0,0,2013-02-10
"419",3918,"Iron Mountain, MI (USA)","Men",133,0,2013,868,133,120,1.8,NA,NA,0,1,2013-02-10
"420",3823,"Klingenthal (GER)","Men",140,0,2013,489,140,125,1.8,7.56,10.8,1,0,2013-02-12
"421",3824,"Klingenthal (GER)","Men",140,0,2013,58,140,125,1.8,7.56,10.8,0,0,2013-02-13
"422",3825,"Oberstdorf (GER)","Men",213,0,2013,490,213,185,1.2,7.67,12,1,0,2013-02-15
"423",3826,"Oberstdorf (GER)","Men",213,0,2013,59,213,185,1.2,7.67,12,0,0,2013-02-16
"424",3900,"Ljubno (SLO)","Women",95,0,2013,84,95,85,2,5.7,5.9,0,0,2013-02-16
"425",3828,"Brotterode (GER)","Men",117,0,2013,847,117,105,1.8,NA,NA,0,1,2013-02-16
"426",3827,"Oberstdorf (GER)","Men",213,1,2013,60,213,185,1.2,7.67,12,0,0,2013-02-17
"427",3901,"Ljubno (SLO)","Women",95,0,2013,85,95,85,2,5.7,5.9,0,0,2013-02-17
"428",3829,"Brotterode (GER)","Men",117,0,2013,848,117,105,1.8,NA,NA,0,1,2013-02-17
"429",3879,"Wisla (POL)","Men",134,0,2013,859,134,120,1.8,NA,NA,0,1,2013-02-23
"430",3880,"Wisla (POL)","Men",134,0,2013,860,134,120,1.8,NA,NA,0,1,2013-02-24
"431",3784,"Liberec (CZE)","Men",100,0,2013,843,100,90,2,NA,NA,0,1,2013-03-02
"432",3925,"Oberwiesenthal (GER)","Women",106,0,2013,871,106,95,2,NA,NA,0,1,2013-03-02
"433",3785,"Liberec (CZE)","Men",100,0,2013,844,100,90,2,NA,NA,0,1,2013-03-03
"434",3791,"Lahti (FIN)","Men",130,0,2013,483,130,116,1.8,7.56,8.46,1,0,2013-03-08
"435",3861,"Vikersund (NOR)","Men",117,0,2013,855,117,105,1.8,NA,NA,0,1,2013-03-08
"436",3792,"Lahti (FIN)","Men",130,1,2013,49,130,116,1.8,7.56,8.46,0,0,2013-03-09
"437",3854,"Oernskoeldsvik (SWE)","Women",100,0,2013,854,100,90,2,NA,NA,0,1,2013-03-09
"438",3862,"Vikersund (NOR)","Men",117,0,2013,856,117,105,1.8,NA,NA,0,1,2013-03-09
"439",3913,"Oernskoeldsvik (SWE)","Women",100,0,2013,865,100,90,2,NA,NA,0,1,2013-03-09
"440",3793,"Lahti (FIN)","Men",130,0,2013,50,130,116,1.8,7.56,8.46,0,0,2013-03-10
"441",3914,"Oernskoeldsvik (SWE)","Women",100,0,2013,866,100,90,2,NA,NA,0,1,2013-03-10
"442",3794,"Kuopio (FIN)","Men",127,0,2013,484,127,120,1.8,6.86,8.19,1,0,2013-03-11
"443",3795,"Kuopio (FIN)","Men",127,0,2013,51,127,120,1.8,6.86,8.19,0,0,2013-03-12
"444",3864,"Trondheim (NOR)","Men",140,0,2013,495,140,124,1.8,7.56,9.36,1,0,2013-03-14
"445",3865,"Trondheim (NOR)","Women",105,0,2013,73,105,90,2,6.3,6.9,0,0,2013-03-15
"446",3866,"Trondheim (NOR)","Men",140,0,2013,74,140,124,1.8,7.56,9.36,0,0,2013-03-15
"447",3867,"Oslo (NOR)","Men",134,0,2013,496,134,120,1.8,7.24,10.8,1,0,2013-03-16
"448",3921,"Nizhny Tagil (RUS)","Men",100,0,2013,869,100,90,2,NA,NA,0,1,2013-03-16
"449",3868,"Oslo (NOR)","Women",134,0,2013,75,134,120,1.8,7.24,10.8,0,0,2013-03-17
"450",3869,"Oslo (NOR)","Men",134,0,2013,76,134,120,1.8,7.24,10.8,0,0,2013-03-17
"451",3922,"Nizhny Tagil (RUS)","Men",100,0,2013,870,100,90,2,NA,NA,0,1,2013-03-17
"452",3904,"Planica (SLO)","Men",215,0,2013,501,215,185,1.2,7.74,12,1,0,2013-03-21
"453",3905,"Planica (SLO)","Men",215,0,2013,86,215,185,1.2,7.74,12,0,0,2013-03-22
"454",3906,"Planica (SLO)","Men",215,1,2013,87,215,185,1.2,7.74,12,0,0,2013-03-23
"455",3907,"Planica (SLO)","Men",215,0,2013,88,215,185,1.2,7.74,12,0,0,2013-03-24
"456",3700,"Stams (AUT)","Men",115,0,2014,873,115,105,1.8,NA,NA,0,1,2013-06-29
"457",3701,"Stams (AUT)","Men",115,0,2014,874,115,105,1.8,NA,NA,0,1,2013-06-30
"458",3704,"Kranj (SLO)","Men",109,0,2014,875,109,100,1.8,NA,NA,0,1,2013-07-06
"459",3705,"Kranj (SLO)","Men",109,0,2014,876,109,100,1.8,NA,NA,0,1,2013-07-07
"152",3782,"Hinterzarten (GER)","Men",108,0,2014,16,108,95,2,6.48,7.2,1,2,2013-07-26
"31",3714,"Hinterzarten (GER)","Women",108,0,2014,30,108,95,2,6.48,7.2,0,2,2013-07-26
"32",3715,"Hinterzarten (GER)","Mix",108,1,2014,31,108,95,2,6.48,7.2,0,2,2013-07-27
"33",3717,"Hinterzarten (GER)","Men",108,0,2014,32,108,95,2,6.48,7.2,0,2,2013-07-28
"150",3722,"Wisla (POL)","Men",134,0,2014,14,134,120,1.8,7.24,8.82,1,2,2013-08-01
"34",3720,"Wisla (POL)","Men",134,1,2014,33,134,120,1.8,7.24,8.82,0,2,2013-08-02
"35",3721,"Wisla (POL)","Men",134,0,2014,34,134,120,1.8,7.24,8.82,0,2,2013-08-03
"460",3725,"Kuopio (FIN)","Men",127,0,2014,877,127,120,1.8,NA,NA,0,1,2013-08-03
"461",3726,"Kuopio (FIN)","Men",127,0,2014,878,127,120,1.8,NA,NA,0,1,2013-08-04
"36",3731,"Courchevel (FRA)","Mix",132,1,2014,35,132,120,1.8,8.82,12.6,0,2,2013-08-14
"151",3733,"Courchevel (FRA)","Men",132,0,2014,15,132,120,1.8,8.82,12.6,1,2,2013-08-15
"37",3732,"Courchevel (FRA)","Women",96,0,2014,36,96,90,2,7,8,0,2,2013-08-15
"38",3733,"Courchevel (FRA)","Men",132,0,2014,37,132,120,1.8,8.82,12.6,0,2,2013-08-15
"153",3783,"Einsiedeln (SUI)","Men",117,0,2014,17,117,105,1.8,6.32,7.29,1,2,2013-08-16
"39",3736,"Einsiedeln (SUI)","Men",117,0,2014,38,117,105,1.8,6.32,7.29,0,2,2013-08-17
"40",3741,"Hakuba (JPN)","Men",131,0,2014,39,131,120,1.8,8.82,10.44,0,2,2013-08-23
"41",3742,"Hakuba (JPN)","Men",131,0,2014,40,131,120,1.8,8.82,10.44,0,2,2013-08-24
"42",3753,"Nizhny Tagil (RUS)","Women",106,0,2014,41,100,90,2,6,6.4,0,2,2013-09-13
"43",3754,"Nizhny Tagil (RUS)","Women",106,0,2014,42,100,90,2,6,6.4,0,2,2013-09-14
"44",3755,"Nizhny Tagil (RUS)","Men",106,0,2014,43,100,90,2,6,6.4,0,2,2013-09-14
"462",3757,"Lillehammer (NOR)","Men",138,0,2014,879,138,123,1.8,NA,NA,0,1,2013-09-14
"463",3758,"Lillehammer (NOR)","Women",100,0,2014,880,100,90,2,NA,NA,0,1,2013-09-14
"45",3756,"Nizhny Tagil (RUS)","Men",134,0,2014,44,134,120,1.8,7.24,8.82,0,2,2013-09-15
"464",3759,"Lillehammer (NOR)","Men",138,0,2014,881,138,123,1.8,NA,NA,0,1,2013-09-15
"465",3760,"Lillehammer (NOR)","Women",100,0,2014,882,100,90,2,NA,NA,0,1,2013-09-15
"46",3763,"Almaty (KAZ)","Women",68,0,2014,45,106,95,2,6.36,7,0,2,2013-09-21
"48",3765,"Almaty (KAZ)","Men",140,0,2014,47,140,125,1.8,7.56,9.36,0,2,2013-09-21
"466",3772,"Klingenthal (GER)","Men",140,0,2014,883,140,125,1.8,NA,NA,0,1,2013-09-21
"47",3764,"Almaty (KAZ)","Women",106,0,2014,46,106,95,2,6.36,7,0,2,2013-09-22
"49",3766,"Almaty (KAZ)","Men",140,0,2014,48,140,125,1.8,7.56,9.36,0,2,2013-09-22
"467",3773,"Klingenthal (GER)","Men",140,0,2014,884,140,125,1.8,NA,NA,0,1,2013-09-22
"155",3787,"Hinzenbach (AUT)","Men",94,0,2014,19,94,85,2,4.8,5.8,1,2,2013-09-28
"154",3784,"Klingenthal (GER)","Men",140,0,2014,18,140,125,1.8,7.56,10.8,1,2,2013-10-02
"50",3781,"Klingenthal (GER)","Men",140,0,2014,49,140,125,1.8,7.56,10.8,0,2,2013-10-03
"468",3827,"Klingenthal (GER)","Men",140,0,2014,514,140,125,1.8,7.56,10.8,1,0,2013-11-22
"469",3828,"Klingenthal (GER)","Men",140,1,2014,99,140,125,1.8,7.56,10.8,0,0,2013-11-23
"470",3829,"Klingenthal (GER)","Men",140,0,2014,100,140,125,1.8,7.56,10.8,0,0,2013-11-24
"471",3808,"Ruka (FIN)","Men",142,0,2014,510,142,120,1.8,9.54,11.7,1,0,2013-11-28
"472",3809,"Ruka (FIN)","Men",142,0,2014,97,142,120,1.8,9.54,11.7,0,0,2013-11-29
"473",3880,"Lillehammer (NOR)","Men",100,0,2014,525,100,90,2,6,6.4,1,0,2013-12-06
"474",3879,"Lillehammer (NOR)","Mix",100,1,2014,112,100,90,2,6,6.4,0,0,2013-12-06
"475",3881,"Lillehammer (NOR)","Women",100,0,2014,526,100,90,2,6,6.4,1,0,2013-12-07
"476",3881,"Lillehammer (NOR)","Women",100,0,2014,113,100,90,2,6,6.4,0,0,2013-12-07
"477",3882,"Lillehammer (NOR)","Men",100,0,2014,114,100,90,2,6,6.4,0,0,2013-12-07
"478",3883,"Lillehammer (NOR)","Men",138,0,2014,527,138,123,1.8,7.45,9.9,1,0,2013-12-08
"479",3883,"Lillehammer (NOR)","Men",138,0,2014,115,138,123,1.8,7.45,9.9,0,0,2013-12-08
"480",3884,"Notodden (NOR)","Men",98,0,2014,898,98,NA,NA,NA,NA,0,1,2013-12-12
"481",3830,"Titisee-Neustadt (GER)","Men",142,0,2014,515,142,125,1.8,7.67,10.8,1,0,2013-12-13
"482",3885,"Notodden (NOR)","Women",98,0,2014,899,98,NA,NA,NA,NA,0,1,2013-12-13
"483",3886,"Notodden (NOR)","Men",98,0,2014,900,98,NA,NA,NA,NA,0,1,2013-12-13
"484",3888,"Rena (NOR)","Men",111,0,2014,902,111,99,2,6.66,7.5,0,1,2013-12-13
"485",3831,"Titisee-Neustadt (GER)","Men",142,0,2014,101,142,125,1.8,7.67,10.8,0,0,2013-12-14
"486",3887,"Notodden (NOR)","Women",98,0,2014,901,98,NA,NA,NA,NA,0,1,2013-12-14
"487",3889,"Rena (NOR)","Men",111,0,2014,903,111,99,2,6.66,7.5,0,1,2013-12-14
"488",3832,"Titisee-Neustadt (GER)","Men",142,0,2014,516,142,125,1.8,7.67,10.8,1,0,2013-12-15
"489",3832,"Titisee-Neustadt (GER)","Men",142,0,2014,102,142,125,1.8,7.67,10.8,0,0,2013-12-15
"490",3948,"Engelberg (SUI)","Men",137,0,2014,534,137,125,1.8,7.4,9.9,1,0,2013-12-20
"491",3811,"Lahti (FIN)","Men",130,0,2014,887,130,116,1.8,7.56,8.46,0,1,2013-12-20
"492",3834,"Hinterzarten (GER)","Women",108,0,2014,517,108,95,2,6.48,8.4,1,0,2013-12-21
"493",3834,"Hinterzarten (GER)","Women",108,0,2014,103,108,95,2,6.48,8.4,0,0,2013-12-21
"494",3949,"Engelberg (SUI)","Men",137,0,2014,132,137,125,1.8,7.4,9.9,0,0,2013-12-21
"495",3812,"Lahti (FIN)","Men",130,0,2014,888,130,116,1.8,7.56,8.46,0,1,2013-12-21
"496",3836,"Hinterzarten (GER)","Women",108,0,2014,518,108,95,2,6.48,8.4,1,0,2013-12-22
"497",3950,"Engelberg (SUI)","Men",137,0,2014,535,137,125,1.8,7.4,9.9,1,0,2013-12-22
"498",3836,"Hinterzarten (GER)","Women",108,0,2014,104,108,95,2,6.48,8.4,0,0,2013-12-22
"499",3950,"Engelberg (SUI)","Men",137,0,2014,133,137,125,1.8,7.4,9.9,0,0,2013-12-22
"500",3951,"Engelberg (SUI)","Men",137,0,2014,908,137,125,1.8,7.4,9.9,0,1,2013-12-27
"501",3837,"Oberstdorf (GER)","Men",137,0,2014,519,137,120,1.8,7.4,10.8,1,0,2013-12-28
"502",3952,"Engelberg (SUI)","Men",137,0,2014,909,137,125,1.8,7.4,9.9,0,1,2013-12-28
"503",3838,"Oberstdorf (GER)","Men",137,0,2014,105,137,120,1.8,7.4,10.8,0,0,2013-12-29
"504",3839,"Garmisch-Partenkirchen (GER)","Men",140,0,2014,520,140,125,1.8,7.56,10.44,1,0,2013-12-31
"505",3840,"Garmisch-Partenkirchen (GER)","Men",140,0,2014,425,140,125,1.8,7.56,10.44,0,0,2014-01-01
"506",3792,"Innsbruck (AUT)","Men",130,0,2014,506,130,120,1.8,7.02,8.46,1,0,2014-01-03
"507",3923,"Chaikovsky (RUS)","Women",106,0,2014,124,106,95,2,6.36,7,0,0,2014-01-03
"508",3793,"Innsbruck (AUT)","Men",130,0,2014,91,130,120,1.8,7.02,8.46,0,0,2014-01-04
"509",3924,"Chaikovsky (RUS)","Women",106,0,2014,125,106,95,2,6.36,7,0,0,2014-01-04
"510",3794,"Bischofshofen (AUT)","Men",140,0,2014,507,140,125,1.8,4.86,9.36,1,0,2014-01-05
"511",3795,"Bischofshofen (AUT)","Men",140,0,2014,92,140,125,1.8,4.86,9.36,0,0,2014-01-06
"512",3796,"Tauplitz/Bad Mitterndorf (AUT)","Men",200,0,2014,508,200,185,1.2,7.2,10.8,1,0,2014-01-10
"513",3865,"Sapporo (JPN)","Women",100,0,2014,523,100,90,2,6,6.4,1,0,2014-01-11
"514",3797,"Tauplitz/Bad Mitterndorf (AUT)","Men",200,0,2014,93,200,185,1.2,7.2,10.8,0,0,2014-01-11
"515",3865,"Sapporo (JPN)","Women",100,0,2014,106,100,90,2,6,6.4,0,0,2014-01-11
"516",3820,"Courchevel (FRA)","Men",96,0,2014,891,96,90,2,5.76,6,0,1,2014-01-11
"517",3798,"Tauplitz/Bad Mitterndorf (AUT)","Men",200,0,2014,509,200,185,1.2,7.2,10.8,1,0,2014-01-12
"518",3798,"Tauplitz/Bad Mitterndorf (AUT)","Men",200,0,2014,94,200,185,1.2,7.2,10.8,0,0,2014-01-12
"519",3866,"Sapporo (JPN)","Women",100,0,2014,107,100,90,2,6,6.4,0,0,2014-01-12
"520",3821,"Courchevel (FRA)","Men",96,0,2014,892,96,90,2,5.76,6,0,1,2014-01-12
"521",3901,"Wisla (POL)","Men",134,0,2014,530,134,120,1.8,7.24,9.9,1,0,2014-01-16
"522",3901,"Wisla (POL)","Men",134,0,2014,119,134,120,1.8,7.24,9.9,0,0,2014-01-16
"523",3966,"Sapporo (JPN)","Men",100,0,2014,916,100,90,2,NA,NA,0,1,2014-01-16
"524",3902,"Zakopane (POL)","Men",134,0,2014,531,134,120,1.8,7.24,10.8,1,0,2014-01-17
"525",3867,"Sapporo (JPN)","Men",100,0,2014,895,100,90,2,NA,NA,0,1,2014-01-17
"526",3870,"Zao (JPN)","Women",100,0,2014,108,100,90,2,6,6.4,0,0,2014-01-18
"527",3903,"Zakopane (POL)","Men",134,1,2014,120,134,120,1.8,7.24,10.8,0,0,2014-01-18
"528",3868,"Sapporo (JPN)","Men",134,0,2014,896,134,120,1.8,NA,NA,0,1,2014-01-18
"529",3871,"Zao (JPN)","Women",100,0,2014,109,100,90,2,6,6.4,0,0,2014-01-19
"530",3904,"Zakopane (POL)","Men",134,0,2014,121,134,120,1.8,7.24,10.8,0,0,2014-01-19
"531",3869,"Sapporo (JPN)","Men",134,0,2014,897,134,120,1.8,NA,NA,0,1,2014-01-19
"532",3872,"Sapporo (JPN)","Men",134,0,2014,524,134,120,1.8,9,11.7,1,0,2014-01-24
"533",3873,"Sapporo (JPN)","Men",134,0,2014,110,134,120,1.8,9,11.7,0,0,2014-01-25
"534",3937,"Planica (SLO)","Women",95,0,2014,126,104,95,2,6.24,6.8,0,0,2014-01-25
"535",3874,"Sapporo (JPN)","Men",134,0,2014,111,134,120,1.8,9,11.7,0,0,2014-01-26
"536",3938,"Planica (SLO)","Women",95,0,2014,127,104,95,2,6.24,6.8,0,0,2014-01-26
"537",3841,"Willingen (GER)","Men",145,0,2014,521,145,130,1.8,7.83,11.7,1,0,2014-01-31
"538",3802,"Hinzenbach (AUT)","Women",94,0,2014,95,94,85,2,4.8,5.8,0,0,2014-02-01
"539",3842,"Willingen (GER)","Men",145,0,2014,426,145,130,1.8,7.83,11.7,0,0,2014-02-01
"540",3843,"Willingen (GER)","Men",145,0,2014,522,145,130,1.8,7.83,11.7,1,0,2014-02-02
"541",3804,"Hinzenbach (AUT)","Women",94,0,2014,96,94,85,2,4.8,5.8,0,0,2014-02-02
"542",3843,"Willingen (GER)","Men",145,0,2014,427,145,130,1.8,7.83,11.7,0,0,2014-02-02
"543",3961,"Iron Mountain, MI (USA)","Men",133,0,2014,914,133,120,1.8,7.18,8.73,0,1,2014-02-07
"544",3962,"Iron Mountain, MI (USA)","Men",133,0,2014,915,133,120,1.8,7.18,8.73,0,1,2014-02-08
"545",3940,"Brotterode (GER)","Men",117,0,2014,907,117,105,1.8,6.32,7.29,0,1,2014-02-14
"546",3813,"Lahti (FIN)","Women",100,0,2014,889,100,90,2,NA,NA,0,1,2014-02-15
"547",3844,"Brotterode (GER)","Men",117,0,2014,893,117,105,1.8,6.32,7.29,0,1,2014-02-15
"548",3814,"Lahti (FIN)","Women",100,0,2014,890,100,90,2,NA,NA,0,1,2014-02-16
"549",3845,"Brotterode (GER)","Men",117,0,2014,894,117,105,1.8,6.32,7.29,0,1,2014-02-16
"550",3799,"Seefeld (AUT)","Men",109,0,2014,885,109,99,2,6.54,7.3,0,1,2014-02-20
"551",3800,"Seefeld (AUT)","Men",109,0,2014,886,109,99,2,6.54,7.3,0,1,2014-02-21
"552",3953,"Falun (SWE)","Men",134,0,2014,536,134,120,1.8,7.24,8.82,1,0,2014-02-25
"553",3954,"Falun (SWE)","Men",134,0,2014,134,134,120,1.8,7.24,8.82,0,0,2014-02-26
"554",3810,"Lahti (FIN)","Men",130,0,2014,511,130,116,1.8,7.56,8.46,1,0,2014-02-28
"555",3810,"Lahti (FIN)","Men",130,0,2014,422,130,116,1.8,7.56,8.46,0,0,2014-02-28
"556",3915,"Rasnov (ROU)","Women",100,0,2014,122,100,90,2,6,6.4,0,0,2014-03-01
"557",3816,"Lahti (FIN)","Men",130,1,2014,423,130,116,1.8,7.56,8.46,0,0,2014-03-01
"558",3955,"Falun (SWE)","Women",100,0,2014,910,100,90,2,6,6.4,0,1,2014-03-01
"559",3956,"Falun (SWE)","Men",100,0,2014,911,100,90,2,6,6.4,0,1,2014-03-01
"560",3817,"Lahti (FIN)","Men",130,0,2014,512,130,116,1.8,7.56,8.46,1,0,2014-03-02
"561",3916,"Rasnov (ROU)","Women",100,0,2014,123,100,90,2,6,6.4,0,0,2014-03-02
"562",3817,"Lahti (FIN)","Men",130,0,2014,424,130,116,1.8,7.56,8.46,0,0,2014-03-02
"563",3957,"Falun (SWE)","Women",100,0,2014,912,100,90,2,6,6.4,0,1,2014-03-02
"564",3958,"Falun (SWE)","Men",100,0,2014,913,100,90,2,6,6.4,0,1,2014-03-02
"565",3819,"Kuopio (FIN)","Men",127,0,2014,513,127,120,1.8,6.86,8.19,1,0,2014-03-04
"566",3819,"Kuopio (FIN)","Men",127,0,2014,98,127,120,1.8,6.86,8.19,0,0,2014-03-04
"567",3891,"Trondheim (NOR)","Men",138,0,2014,528,140,124,1.8,7.56,10.8,1,0,2014-03-06
"568",3892,"Trondheim (NOR)","Men",138,0,2014,116,140,124,1.8,7.56,10.8,0,0,2014-03-07
"569",3894,"Oslo (NOR)","Men",134,0,2014,529,134,120,1.8,7.24,9.9,1,0,2014-03-08
"570",3893,"Oslo (NOR)","Women",134,0,2014,117,134,120,1.8,7.24,9.9,0,0,2014-03-08
"571",3909,"Zakopane (POL)","Men",134,0,2014,904,134,120,1.8,7.24,10.8,0,1,2014-03-08
"572",3895,"Oslo (NOR)","Men",134,0,2014,118,134,120,1.8,7.24,9.9,0,0,2014-03-09
"573",3910,"Zakopane (POL)","Men",134,0,2014,905,134,120,1.8,7.24,10.8,0,1,2014-03-09
"574",3959,"Falun (SWE)","Women",100,0,2014,135,100,90,2,6,6.4,0,0,2014-03-15
"575",3931,"Nizhny Tagil (RUS)","Men",134,0,2014,906,134,120,1.8,7.24,8.82,0,1,2014-03-15
"576",3943,"Planica (SLO)","Men",139,0,2014,532,139,125,1.8,7.51,9.9,1,0,2014-03-20
"577",3944,"Planica (SLO)","Men",139,0,2014,128,139,125,1.8,7.51,9.9,0,0,2014-03-21
"578",3945,"Planica (SLO)","Women",139,0,2014,129,139,125,1.8,7.51,9.9,0,0,2014-03-22
"579",3946,"Planica (SLO)","Men",139,1,2014,130,139,125,1.8,7.51,9.9,0,0,2014-03-22
"580",3947,"Planica (SLO)","Men",139,0,2014,533,139,125,1.8,7.51,9.9,1,0,2014-03-23
"581",3947,"Planica (SLO)","Men",139,0,2014,131,139,125,1.8,7.51,9.9,0,0,2014-03-23
"582",3700,"Kranj (SLO)","Men",109,0,2015,917,109,100,1.8,5.89,6.57,0,1,2014-07-05
"583",3701,"Kranj (SLO)","Men",109,0,2015,918,109,100,1.8,5.89,6.57,0,1,2014-07-06
"584",3709,"Wisla (POL)","Men",134,0,2015,919,134,120,1.8,7.24,9.9,0,1,2014-08-01
"585",3710,"Wisla (POL)","Men",134,0,2015,920,134,120,1.8,7.24,9.9,0,1,2014-08-02
"586",3721,"Kuopio (FIN)","Men",127,0,2015,923,127,120,1.8,6.86,8.19,0,1,2014-08-14
"587",3722,"Kuopio (FIN)","Men",127,0,2015,924,127,120,1.8,6.86,8.19,0,1,2014-08-15
"588",3719,"Kuopio (FIN)","Men",127,0,2015,921,127,120,1.8,6.86,8.19,0,1,2014-08-16
"589",3720,"Kuopio (FIN)","Men",127,0,2015,922,127,120,1.8,6.86,8.19,0,1,2014-08-17
"51",3727,"Hakuba (JPN)","Men",131,0,2015,50,131,120,1.8,8.82,10.8,0,2,2014-08-23
"52",3728,"Hakuba (JPN)","Men",131,0,2015,51,131,120,1.8,8.82,10.8,0,2,2014-08-24
"590",3731,"Frenstat (CZE)","Men",106,0,2015,925,106,95,2,6.36,7,0,1,2014-08-29
"591",3733,"Frenstat (CZE)","Women",106,0,2015,927,106,95,2,6.36,7,0,1,2014-08-29
"592",3732,"Frenstat (CZE)","Men",106,0,2015,926,106,95,2,6.36,7,0,1,2014-08-30
"593",3734,"Frenstat (CZE)","Women",106,0,2015,928,106,95,2,6.36,7,0,1,2014-08-30
"594",3737,"Klingenthal (GER)","Men",140,0,2015,929,140,125,1.8,7.56,10.8,0,1,2014-09-13
"595",3738,"Klingenthal (GER)","Men",140,0,2015,930,140,125,1.8,7.56,10.8,0,1,2014-09-14
"53",3746,"Almaty (KAZ)","Men",140,0,2015,52,140,125,1.8,7.56,9.36,0,2,2014-09-20
"55",3748,"Almaty (KAZ)","Women",106,0,2015,54,106,95,2,6.36,7,0,2,2014-09-20
"596",3752,"Stams (AUT)","Men",115,0,2015,931,115,105,1.8,6.21,7.11,0,1,2014-09-20
"54",3747,"Almaty (KAZ)","Men",140,0,2015,53,140,125,1.8,7.56,9.36,0,2,2014-09-21
"56",3749,"Almaty (KAZ)","Women",106,0,2015,55,106,95,2,6.36,7,0,2,2014-09-21
"597",3753,"Stams (AUT)","Men",115,0,2015,932,115,105,1.8,6.21,7.11,0,1,2014-09-21
"156",3754,"Hinzenbach (AUT)","Men",94,0,2015,20,94,85,2,4.8,5.8,1,2,2014-09-27
"598",3756,"Trondheim (NOR)","Men",138,0,2015,933,138,NA,NA,NA,NA,0,1,2014-09-27
"599",3757,"Trondheim (NOR)","Women",100,0,2015,934,100,NA,NA,NA,NA,0,1,2014-09-27
"57",3755,"Hinzenbach (AUT)","Men",94,0,2015,56,94,85,2,4.8,5.8,0,2,2014-09-28
"600",3758,"Trondheim (NOR)","Men",138,0,2015,935,138,NA,NA,NA,NA,0,1,2014-09-28
"601",3759,"Trondheim (NOR)","Women",100,0,2015,936,100,NA,NA,NA,NA,0,1,2014-09-28
"157",3764,"Klingenthal (GER)","Men",140,0,2015,21,140,125,1.8,7.56,10.8,1,2,2014-10-03
"58",3765,"Klingenthal (GER)","Men",140,0,2015,57,140,125,1.8,7.56,10.8,0,2,2014-10-04
"602",3827,"Klingenthal (GER)","Men",140,0,2015,547,140,125,1.8,7.56,10.8,1,0,2014-11-21
"603",3828,"Klingenthal (GER)","Men",140,1,2015,146,140,125,1.8,7.56,10.8,0,0,2014-11-22
"604",3829,"Klingenthal (GER)","Men",140,0,2015,147,140,125,1.8,7.56,10.8,0,0,2014-11-23
"605",3813,"Ruka (FIN)","Men",142,0,2015,544,142,120,1.8,9.54,11.7,1,0,2014-11-27
"606",3814,"Ruka (FIN)","Men",142,0,2015,141,142,120,1.8,9.54,11.7,0,0,2014-11-28
"607",3815,"Ruka (FIN)","Men",142,0,2015,545,142,120,1.8,9.54,11.7,1,0,2014-11-29
"608",3815,"Ruka (FIN)","Men",142,0,2015,142,142,120,1.8,9.54,11.7,0,0,2014-11-29
"609",3867,"Lillehammer (NOR)","Women",100,0,2015,558,100,90,2,6,6.4,1,0,2014-12-05
"610",3868,"Lillehammer (NOR)","Men",138,0,2015,559,138,123,1.8,7.45,9.9,1,0,2014-12-05
"611",3867,"Lillehammer (NOR)","Women",100,0,2015,156,100,90,2,6,6.4,0,0,2014-12-05
"612",3869,"Lillehammer (NOR)","Men",138,0,2015,157,138,123,1.8,7.45,9.9,0,0,2014-12-06
"613",3870,"Lillehammer (NOR)","Men",138,0,2015,560,138,123,1.8,7.45,9.9,1,0,2014-12-07
"614",3870,"Lillehammer (NOR)","Men",138,0,2015,158,138,123,1.8,7.45,9.9,0,0,2014-12-07
"615",3871,"Notodden (NOR)","Men",98,0,2015,948,98,NA,NA,NA,NA,0,1,2014-12-11
"616",3895,"Nizhny Tagil (RUS)","Men",134,0,2015,568,134,120,1.8,7.24,9.9,1,0,2014-12-12
"617",3872,"Notodden (NOR)","Women",98,0,2015,949,98,NA,NA,NA,NA,0,1,2014-12-12
"618",3873,"Notodden (NOR)","Men",98,0,2015,950,98,NA,NA,NA,NA,0,1,2014-12-12
"619",3875,"Rena (NOR)","Men",111,0,2015,952,111,99,2,6.66,7.5,0,1,2014-12-12
"620",3896,"Nizhny Tagil (RUS)","Men",134,0,2015,170,134,120,1.8,7.24,9.9,0,0,2014-12-13
"621",3874,"Notodden (NOR)","Women",98,0,2015,951,98,NA,NA,NA,NA,0,1,2014-12-13
