codex,place,gender,hill_size_x,team,season,hill_size_y,k-point,meter value,gate factor,wind factor,type,date,id,training
3765,Klingenthal (GER),Men,140.0,0,2015,140,125.0,1.8,7.56,10.8,2,2014-10-04,2015JP3765RTRIA,1
3765,Klingenthal (GER),Men,140.0,0,2015,140,125.0,1.8,7.56,10.8,2,2014-10-04,2015JP3765RL,0
3764,Klingenthal (GER),Men,140.0,0,2015,140,125.0,1.8,7.56,10.8,2,2014-10-03,2015JP3764RLT,1
3764,Klingenthal (GER),Men,140.0,0,2015,140,125.0,1.8,7.56,10.8,2,2014-10-03,2015JP3764RLQ,0
3755,Hinzenbach (AUT),Men,94.0,0,2015,94,85.0,2.0,4.8,5.8,2,2014-09-28,2015JP3755RTRIA,1
3755,Hinzenbach (AUT),Men,94.0,0,2015,94,85.0,2.0,4.8,5.8,2,2014-09-28,2015JP3755RL,0
3754,Hinzenbach (AUT),Men,94.0,0,2015,94,85.0,2.0,4.8,5.8,2,2014-09-27,2015JP3754RLT,1
3754,Hinzenbach (AUT),Men,94.0,0,2015,94,85.0,2.0,4.8,5.8,2,2014-09-27,2015JP3754RLQ,0
3749,Almaty (KAZ),Women,106.0,0,2015,106,95.0,2.0,6.36,7.0,2,2014-09-21,2015JP3749RTRIA,1
3749,Almaty (KAZ),Women,106.0,0,2015,106,95.0,2.0,6.36,7.0,2,2014-09-21,2015JP3749RL,0
3748,Almaty (KAZ),Women,106.0,0,2015,106,95.0,2.0,6.36,7.0,2,2014-09-20,2015JP3748RTRIA,1
3748,Almaty (KAZ),Women,106.0,0,2015,106,95.0,2.0,6.36,7.0,2,2014-09-20,2015JP3748RLT,1
3748,Almaty (KAZ),Women,106.0,0,2015,106,95.0,2.0,6.36,7.0,2,2014-09-20,2015JP3748RL,0
3747,Almaty (KAZ),Men,140.0,0,2015,140,125.0,1.8,7.56,9.36,2,2014-09-21,2015JP3747RTRIA,1
3747,Almaty (KAZ),Men,140.0,0,2015,140,125.0,1.8,7.56,9.36,2,2014-09-21,2015JP3747RL,0
3746,Almaty (KAZ),Men,140.0,0,2015,140,125.0,1.8,7.56,9.36,2,2014-09-20,2015JP3746RTRIA,1
3746,Almaty (KAZ),Men,140.0,0,2015,140,125.0,1.8,7.56,9.36,2,2014-09-20,2015JP3746RL,0
3745,Almaty (KAZ),Men,140.0,0,2015,140,125.0,1.8,7.56,9.36,2,2014-09-19,2015JP3745RLT,1
3728,Hakuba (JPN),Men,131.0,0,2015,131,120.0,1.8,8.82,10.8,2,2014-08-24,2015JP3728RTRIA,1
3728,Hakuba (JPN),Men,131.0,0,2015,131,120.0,1.8,8.82,10.8,2,2014-08-24,2015JP3728RL,0
3727,Hakuba (JPN),Men,131.0,0,2015,131,120.0,1.8,8.82,10.8,2,2014-08-23,2015JP3727RTRIA,1
3727,Hakuba (JPN),Men,131.0,0,2015,131,120.0,1.8,8.82,10.8,2,2014-08-23,2015JP3727RL,0
3723,Courchevel (FRA),Men,132.0,0,2015,132,120.0,1.8,8.82,12.6,2,2014-08-15,2015JP3723RTRIA,1
3723,Courchevel (FRA),Men,132.0,0,2015,132,120.0,1.8,8.82,12.6,2,2014-08-15,2015JP3723RLT,1
3723,Courchevel (FRA),Men,132.0,0,2015,132,120.0,1.8,8.82,12.6,2,2014-08-15,2015JP3723RLQ,0
3723,Courchevel (FRA),Men,132.0,0,2015,132,120.0,1.8,8.82,12.6,2,2014-08-15,2015JP3723RL,0
3712,Einsiedeln (SUI),Men,117.0,0,2015,117,105.0,1.8,6.32,7.29,2,2014-08-09,2015JP3712RTRIA,1
3712,Einsiedeln (SUI),Men,117.0,0,2015,117,105.0,1.8,6.32,7.29,2,2014-08-09,2015JP3712RL,0
3711,Einsiedeln (SUI),Men,117.0,0,2015,117,105.0,1.8,6.32,7.29,2,2014-08-08,2015JP3711RLT,1
3711,Einsiedeln (SUI),Men,117.0,0,2015,117,105.0,1.8,6.32,7.29,2,2014-08-08,2015JP3711RLQ,0
3708,Wisla (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,2,2014-07-26,2015JP3708RL,0
3707,Wisla (POL),Men,134.0,1,2015,134,120.0,1.8,7.24,9.9,2,2014-07-25,2015JP3707RTRIA,1
3707,Wisla (POL),Men,134.0,1,2015,134,120.0,1.8,7.24,9.9,2,2014-07-25,2015JP3707RL,0
3706,Wisla (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,2,2014-07-24,2015JP3706RLT,1
3706,Wisla (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,2,2014-07-24,2015JP3706RLQ,0
3787,Hinzenbach (AUT),Men,94.0,0,2014,94,85.0,2.0,4.8,5.8,2,2013-09-28,2014JP3787RLT,1
3787,Hinzenbach (AUT),Men,94.0,0,2014,94,85.0,2.0,4.8,5.8,2,2013-09-28,2014JP3787RLQ,0
3784,Klingenthal (GER),Men,140.0,0,2014,140,125.0,1.8,7.56,10.8,2,2013-10-02,2014JP3784RLT,1
3784,Klingenthal (GER),Men,140.0,0,2014,140,125.0,1.8,7.56,10.8,2,2013-10-02,2014JP3784RLQ,0
3783,Einsiedeln (SUI),Men,117.0,0,2014,117,105.0,1.8,6.32,7.29,2,2013-08-16,2014JP3783RLT,1
3783,Einsiedeln (SUI),Men,117.0,0,2014,117,105.0,1.8,6.32,7.29,2,2013-08-16,2014JP3783RLQ,0
3782,Hinterzarten (GER),Men,108.0,0,2014,108,95.0,2.0,6.48,7.2,2,2013-07-26,2014JP3782RLT,1
3782,Hinterzarten (GER),Men,108.0,0,2014,108,95.0,2.0,6.48,7.2,2,2013-07-26,2014JP3782RLQ,0
3781,Klingenthal (GER),Men,140.0,0,2014,140,125.0,1.8,7.56,10.8,2,2013-10-03,2014JP3781RTRIA,1
3781,Klingenthal (GER),Men,140.0,0,2014,140,125.0,1.8,7.56,10.8,2,2013-10-03,2014JP3781RL,0
3766,Almaty (KAZ),Men,140.0,0,2014,140,125.0,1.8,7.56,9.36,2,2013-09-22,2014JP3766RL,0
3765,Almaty (KAZ),Men,140.0,0,2014,140,125.0,1.8,7.56,9.36,2,2013-09-21,2014JP3765RTRIA,1
3765,Almaty (KAZ),Men,140.0,0,2014,140,125.0,1.8,7.56,9.36,2,2013-09-21,2014JP3765RL,0
3764,Almaty (KAZ),Women,106.0,0,2014,106,95.0,2.0,6.36,7.0,2,2013-09-22,2014JP3764RTRIA,1
3764,Almaty (KAZ),Women,106.0,0,2014,106,95.0,2.0,6.36,7.0,2,2013-09-22,2014JP3764RLT,1
3764,Almaty (KAZ),Women,106.0,0,2014,106,95.0,2.0,6.36,7.0,2,2013-09-22,2014JP3764RL,0
3763,Almaty (KAZ),Women,106.0,0,2014,68,95.0,2.0,6.36,7.0,2,2013-09-21,2014JP3763RTRIA,1
3763,Almaty (KAZ),Women,106.0,0,2014,68,95.0,2.0,6.36,7.0,2,2013-09-21,2014JP3763RLT,1
3763,Almaty (KAZ),Women,106.0,0,2014,68,95.0,2.0,6.36,7.0,2,2013-09-21,2014JP3763RL,0
3756,Nizhny Tagil (RUS),Men,134.0,0,2014,134,120.0,1.8,7.24,8.82,2,2013-09-15,2014JP3756RLT,1
3756,Nizhny Tagil (RUS),Men,134.0,0,2014,134,120.0,1.8,7.24,8.82,2,2013-09-15,2014JP3756RL,0
3755,Nizhny Tagil (RUS),Men,100.0,0,2014,106,90.0,2.0,6.0,6.4,2,2013-09-14,2014JP3755RTRIA,1
3755,Nizhny Tagil (RUS),Men,100.0,0,2014,106,90.0,2.0,6.0,6.4,2,2013-09-14,2014JP3755RL,0
3754,Nizhny Tagil (RUS),Women,100.0,0,2014,106,90.0,2.0,6.0,6.4,2,2013-09-14,2014JP3754RTRIA,1
3754,Nizhny Tagil (RUS),Women,100.0,0,2014,106,90.0,2.0,6.0,6.4,2,2013-09-14,2014JP3754RL,0
3753,Nizhny Tagil (RUS),Women,100.0,0,2014,106,90.0,2.0,6.0,6.4,2,2013-09-13,2014JP3753RLT,1
3753,Nizhny Tagil (RUS),Women,100.0,0,2014,106,90.0,2.0,6.0,6.4,2,2013-09-13,2014JP3753RL,0
3742,Hakuba (JPN),Men,131.0,0,2014,131,120.0,1.8,8.82,10.44,2,2013-08-24,2014JP3742RTRIA,1
3742,Hakuba (JPN),Men,131.0,0,2014,131,120.0,1.8,8.82,10.44,2,2013-08-24,2014JP3742RL,0
3741,Hakuba (JPN),Men,131.0,0,2014,131,120.0,1.8,8.82,10.44,2,2013-08-23,2014JP3741RTRIA,1
3741,Hakuba (JPN),Men,131.0,0,2014,131,120.0,1.8,8.82,10.44,2,2013-08-23,2014JP3741RL,0
3736,Einsiedeln (SUI),Men,117.0,0,2014,117,105.0,1.8,6.32,7.29,2,2013-08-17,2014JP3736RTRIA,1
3736,Einsiedeln (SUI),Men,117.0,0,2014,117,105.0,1.8,6.32,7.29,2,2013-08-17,2014JP3736RLT,1
3736,Einsiedeln (SUI),Men,117.0,0,2014,117,105.0,1.8,6.32,7.29,2,2013-08-17,2014JP3736RL,0
3733,Courchevel (FRA),Men,132.0,0,2014,132,120.0,1.8,8.82,12.6,2,2013-08-15,2014JP3733RTRIA,1
3733,Courchevel (FRA),Men,132.0,0,2014,132,120.0,1.8,8.82,12.6,2,2013-08-15,2014JP3733RLT,1
3733,Courchevel (FRA),Men,132.0,0,2014,132,120.0,1.8,8.82,12.6,2,2013-08-15,2014JP3733RLQ,0
3733,Courchevel (FRA),Men,132.0,0,2014,132,120.0,1.8,8.82,12.6,2,2013-08-15,2014JP3733RL,0
3732,Courchevel (FRA),Women,96.0,0,2014,96,90.0,2.0,7.0,8.0,2,2013-08-15,2014JP3732RTRIA,1
3732,Courchevel (FRA),Women,96.0,0,2014,96,90.0,2.0,7.0,8.0,2,2013-08-15,2014JP3732RLT,1
3732,Courchevel (FRA),Women,96.0,0,2014,96,90.0,2.0,7.0,8.0,2,2013-08-15,2014JP3732RL,0
3731,Courchevel (FRA),Mix,132.0,1,2014,132,120.0,1.8,8.82,12.6,2,2013-08-14,2014JP3731RTRIA,1
3731,Courchevel (FRA),Mix,132.0,1,2014,132,120.0,1.8,8.82,12.6,2,2013-08-14,2014JP3731RLT,1
3731,Courchevel (FRA),Mix,132.0,1,2014,132,120.0,1.8,8.82,12.6,2,2013-08-14,2014JP3731RL,0
3722,Wisla (POL),Men,134.0,0,2014,134,120.0,1.8,7.24,8.82,2,2013-08-01,2014JP3722RLT,1
3722,Wisla (POL),Men,134.0,0,2014,134,120.0,1.8,7.24,8.82,2,2013-08-01,2014JP3722RLQ,0
3721,Wisla (POL),Men,134.0,0,2014,134,120.0,1.8,7.24,8.82,2,2013-08-03,2014JP3721RTRIA,1
3721,Wisla (POL),Men,134.0,0,2014,134,120.0,1.8,7.24,8.82,2,2013-08-03,2014JP3721RL,0
3720,Wisla (POL),Men,134.0,1,2014,134,120.0,1.8,7.24,8.82,2,2013-08-02,2014JP3720RTRIA,1
3720,Wisla (POL),Men,134.0,1,2014,134,120.0,1.8,7.24,8.82,2,2013-08-02,2014JP3720RL,0
3717,Hinterzarten (GER),Men,108.0,0,2014,108,95.0,2.0,6.48,7.2,2,2013-07-28,2014JP3717RTRIA,1
3717,Hinterzarten (GER),Men,108.0,0,2014,108,95.0,2.0,6.48,7.2,2,2013-07-28,2014JP3717RL,0
3715,Hinterzarten (GER),Mix,108.0,1,2014,108,95.0,2.0,6.48,7.2,2,2013-07-27,2014JP3715RTRIA,1
3715,Hinterzarten (GER),Mix,108.0,1,2014,108,95.0,2.0,6.48,7.2,2,2013-07-27,2014JP3715RL,0
3714,Hinterzarten (GER),Women,108.0,0,2014,108,95.0,2.0,6.48,7.2,2,2013-07-26,2014JP3714RTRIA,1
3714,Hinterzarten (GER),Women,108.0,0,2014,108,95.0,2.0,6.48,7.2,2,2013-07-26,2014JP3714RLT,1
3714,Hinterzarten (GER),Women,108.0,0,2014,108,95.0,2.0,6.48,7.2,2,2013-07-26,2014JP3714RL,0
3760,Klingenthal (GER),Men,140.0,0,2013,140,125.0,1.8,7.56,10.8,2,2012-10-02,2013JP3760RLT,1
3760,Klingenthal (GER),Men,140.0,0,2013,140,125.0,1.8,7.56,10.8,2,2012-10-02,2013JP3760RLQ,0
3759,Klingenthal (GER),Men,140.0,0,2013,140,125.0,1.8,7.56,10.8,2,2012-10-03,2013JP3759RTRIA,1
3759,Klingenthal (GER),Men,140.0,0,2013,140,125.0,1.8,7.56,10.8,2,2012-10-03,2013JP3759RL,0
3758,Hinzenbach (AUT),Men,94.0,0,2013,94,85.0,2.0,4.8,5.8,2,2012-09-29,2013JP3758RLT,1
3758,Hinzenbach (AUT),Men,94.0,0,2013,94,85.0,2.0,4.8,5.8,2,2012-09-29,2013JP3758RLQ,0
3757,Hinzenbach (AUT),Men,94.0,0,2013,94,85.0,2.0,4.8,5.8,2,2012-09-30,2013JP3757RTRIA,1
3757,Hinzenbach (AUT),Men,94.0,0,2013,94,85.0,2.0,4.8,5.8,2,2012-09-30,2013JP3757RL,0
3751,Almaty (KAZ),Men,140.0,0,2013,140,125.0,1.8,7.56,9.36,2,2012-09-21,2013JP3751RLT,1
3750,Almaty (KAZ),Men,140.0,0,2013,140,125.0,1.8,7.56,9.36,2,2012-09-23,2013JP3750RL,0
3749,Almaty (KAZ),Women,106.0,0,2013,106,95.0,2.0,6.36,7.0,2,2012-09-23,2013JP3749RTRIA,1
3749,Almaty (KAZ),Women,106.0,0,2013,106,95.0,2.0,6.36,7.0,2,2012-09-23,2013JP3749RL,0
3748,Almaty (KAZ),Men,140.0,0,2013,140,125.0,1.8,7.56,9.36,2,2012-09-22,2013JP3748RTRIA,1
3748,Almaty (KAZ),Men,140.0,0,2013,140,125.0,1.8,7.56,9.36,2,2012-09-22,2013JP3748RL,0
3747,Almaty (KAZ),Women,106.0,0,2013,106,95.0,2.0,6.36,7.0,2,2012-09-22,2013JP3747RTRIA,1
3747,Almaty (KAZ),Women,106.0,0,2013,106,95.0,2.0,6.36,7.0,2,2012-09-22,2013JP3747RLT,1
3747,Almaty (KAZ),Women,106.0,0,2013,106,95.0,2.0,6.36,7.0,2,2012-09-22,2013JP3747RL,0
3733,Hakuba (JPN),Men,131.0,0,2013,131,120.0,1.8,8.82,10.44,2,2012-08-24,2013JP3733RLT,1
3733,Hakuba (JPN),Men,131.0,0,2013,131,120.0,1.8,8.82,10.44,2,2012-08-24,2013JP3733RLQ,0
3732,Hakuba (JPN),Men,131.0,0,2013,131,120.0,1.8,8.82,10.44,2,2012-08-26,2013JP3732RTRIA,1
3732,Hakuba (JPN),Men,131.0,0,2013,131,120.0,1.8,8.82,10.44,2,2012-08-26,2013JP3732RL,0
3731,Hakuba (JPN),Men,131.0,0,2013,131,120.0,1.8,8.82,10.44,2,2012-08-25,2013JP3731RTRIA,1
3731,Hakuba (JPN),Men,131.0,0,2013,131,120.0,1.8,8.82,10.44,2,2012-08-25,2013JP3731RL,0
3730,Hinterzarten (GER),Men,108.0,0,2013,108,95.0,2.0,6.48,7.2,2,2012-08-17,2013JP3730RLT,1
3730,Hinterzarten (GER),Men,108.0,0,2013,108,95.0,2.0,6.48,7.2,2,2012-08-17,2013JP3730RLQ,0
3729,Hinterzarten (GER),Men,108.0,0,2013,108,95.0,2.0,6.48,7.2,2,2012-08-19,2013JP3729RTRIA,1
3729,Hinterzarten (GER),Men,108.0,0,2013,108,95.0,2.0,6.48,7.2,2,2012-08-19,2013JP3729RL,0
3727,Hinterzarten (GER),Mix,108.0,1,2013,108,95.0,2.0,6.48,7.2,2,2012-08-18,2013JP3727RTRIA,1
3727,Hinterzarten (GER),Mix,108.0,1,2013,108,95.0,2.0,6.48,7.2,2,2012-08-18,2013JP3727RL,0
3726,Hinterzarten (GER),Women,108.0,0,2013,108,95.0,2.0,6.48,7.2,2,2012-08-17,2013JP3726RTRIA,1
3726,Hinterzarten (GER),Women,108.0,0,2013,108,95.0,2.0,6.48,7.2,2,2012-08-17,2013JP3726RLT,1
3726,Hinterzarten (GER),Women,108.0,0,2013,108,95.0,2.0,6.48,7.2,2,2012-08-17,2013JP3726RL,0
3724,Courchevel (FRA),Men,132.0,0,2013,132,120.0,1.8,8.82,10.44,2,2012-08-15,2013JP3724RTRIA,1
3724,Courchevel (FRA),Men,132.0,0,2013,132,120.0,1.8,8.82,10.44,2,2012-08-15,2013JP3724RLT,1
3724,Courchevel (FRA),Men,132.0,0,2013,132,120.0,1.8,8.82,10.44,2,2012-08-15,2013JP3724RLQ,0
3724,Courchevel (FRA),Men,132.0,0,2013,132,120.0,1.8,8.82,12.6,2,2012-08-15,2013JP3724RL,0
3723,Courchevel (FRA),Women,96.0,0,2013,96,90.0,2.0,5.76,6.0,2,2012-08-15,2013JP3723RTRIA,1
3723,Courchevel (FRA),Women,96.0,0,2013,96,90.0,2.0,5.76,6.0,2,2012-08-15,2013JP3723RLT,1
3723,Courchevel (FRA),Women,96.0,0,2013,96,90.0,2.0,5.76,6.0,2,2012-08-15,2013JP3723RL,0
3722,Courchevel (FRA),Mix,96.0,1,2013,96,90.0,2.0,5.76,6.0,2,2012-08-14,2013JP3722RTRIA,1
3722,Courchevel (FRA),Mix,96.0,1,2013,96,90.0,2.0,5.76,6.0,2,2012-08-14,2013JP3722RLT,1
3722,Courchevel (FRA),Mix,96.0,1,2013,96,90.0,2.0,5.76,6.0,2,2012-08-14,2013JP3722RL,0
3713,Wisla (POL),Men,134.0,0,2013,134,120.0,1.8,7.24,8.82,2,2012-07-21,2013JP3713RTRIA,1
3713,Wisla (POL),Men,134.0,0,2013,134,120.0,1.8,7.24,8.82,2,2012-07-21,2013JP3713RL,0
3712,Wisla (POL),Men,134.0,1,2013,134,120.0,1.8,7.24,8.82,2,2012-07-20,2013JP3712RTRIA,1
3712,Wisla (POL),Men,134.0,1,2013,134,120.0,1.8,7.24,8.82,2,2012-07-20,2013JP3712RL,0
3711,Wisla (POL),Men,134.0,0,2013,134,120.0,1.8,7.24,8.82,2,2012-07-19,2013JP3711RLT,1
3711,Wisla (POL),Men,134.0,0,2013,134,120.0,1.8,7.24,8.82,2,2012-07-19,2013JP3711RLQ,0
3061,Klingenthal (GER),Men,140.0,0,2012,140,125.0,1.8,7.56,10.8,2,2011-10-02,2012JP3061RLT,1
3061,Klingenthal (GER),Men,140.0,0,2012,140,125.0,1.8,7.56,10.8,2,2011-10-02,2012JP3061RLQ,0
3060,Klingenthal (GER),Men,140.0,0,2012,140,125.0,1.8,7.56,10.8,2,2011-10-03,2012JP3060RTRIA,1
3060,Klingenthal (GER),Men,140.0,0,2012,140,125.0,1.8,7.56,10.8,2,2011-10-03,2012JP3060RL,0
3057,Hinzenbach (AUT),Men,94.0,0,2012,94,85.0,2.0,5.64,5.8,2,2011-09-30,2012JP3057RLT,1
3057,Hinzenbach (AUT),Men,94.0,0,2012,94,85.0,2.0,5.64,5.8,2,2011-09-30,2012JP3057RLQ,0
3056,Hinzenbach (AUT),Men,94.0,0,2012,94,85.0,2.0,5.64,5.8,2,2011-10-01,2012JP3056RTRIA,1
3056,Hinzenbach (AUT),Men,94.0,0,2012,94,85.0,2.0,5.64,5.8,2,2011-10-01,2012JP3056RL,0
3045,Almaty (KAZ),Men,140.0,0,2012,140,125.0,1.8,7.56,9.36,2,2011-08-30,2012JP3045RTRIA,1
3045,Almaty (KAZ),Men,140.0,0,2012,140,125.0,1.8,7.56,9.36,2,2011-08-30,2012JP3045RLT,1
3045,Almaty (KAZ),Men,140.0,0,2012,140,125.0,1.8,7.56,9.36,2,2011-08-30,2012JP3045RL,0
3042,Hakuba (JPN),Men,131.0,0,2012,131,120.0,1.8,8.82,10.44,2,2011-08-27,2012JP3042RTRIA,1
3042,Hakuba (JPN),Men,131.0,0,2012,131,120.0,1.8,8.82,10.44,2,2011-08-27,2012JP3042RL,0
3041,Hakuba (JPN),Men,131.0,0,2012,131,120.0,1.8,8.82,10.44,2,2011-08-26,2012JP3041RTRIA,1
3041,Hakuba (JPN),Men,131.0,0,2012,131,120.0,1.8,8.82,10.44,2,2011-08-26,2012JP3041RL,0
3035,Einsiedeln (SUI),Men,117.0,0,2012,117,105.0,1.8,6.32,7.29,2,2011-08-13,2012JP3035RLT,1
3035,Einsiedeln (SUI),Men,117.0,0,2012,117,105.0,1.8,6.32,7.29,2,2011-08-13,2012JP3035RLQ,0
3034,Einsiedeln (SUI),Men,117.0,0,2012,117,105.0,1.8,6.32,7.29,2,2011-08-14,2012JP3034RL,0
3031,Courchevel (FRA),Men,132.0,0,2012,132,120.0,1.8,8.82,10.44,2,2011-08-12,2012JP3031RTRIA,1
3031,Courchevel (FRA),Men,132.0,0,2012,132,120.0,1.8,8.82,10.44,2,2011-08-12,2012JP3031RL,0
3030,Courchevel (FRA),Men,132.0,0,2012,132,120.0,1.8,8.82,10.44,2,2011-08-11,2012JP3030RLT,1
3030,Courchevel (FRA),Men,132.0,0,2012,132,120.0,1.8,8.82,10.44,2,2011-08-11,2012JP3030RLQ,0
3026,Hinterzarten (GER),Men,108.0,0,2012,108,95.0,2.0,6.48,7.2,2,2011-08-05,2012JP3026RLT,1
3026,Hinterzarten (GER),Men,108.0,0,2012,108,95.0,2.0,6.48,7.2,2,2011-08-05,2012JP3026RLQ,0
3025,Hinterzarten (GER),Men,108.0,0,2012,108,95.0,2.0,6.48,7.2,2,2011-08-07,2012JP3025RTRIA,1
3025,Hinterzarten (GER),Men,108.0,0,2012,108,95.0,2.0,6.48,7.2,2,2011-08-07,2012JP3025RL,0
3024,Hinterzarten (GER),Men,108.0,1,2012,108,95.0,2.0,6.48,7.2,2,2011-08-06,2012JP3024RTRIA,1
3024,Hinterzarten (GER),Men,108.0,1,2012,108,95.0,2.0,6.48,7.2,2,2011-08-06,2012JP3024RL,0
3015,Zakopane (POL),Men,134.0,0,2012,134,120.0,1.8,7.24,8.82,2,2011-07-21,2012JP3015RLT,1
3015,Zakopane (POL),Men,134.0,0,2012,134,120.0,1.8,7.24,8.82,2,2011-07-21,2012JP3015RLQ,0
3014,Zakopane (POL),Women,,0,2012,94,,,,,2,2011-07-22,2012JP3014RTRIA,1
3014,Zakopane (POL),Women,,0,2012,94,,,,,2,2011-07-22,2012JP3014RLT,1
3014,Zakopane (POL),Women,,0,2012,94,,,,,2,2011-07-22,2012JP3014RL,0
3013,Zakopane (POL),Men,134.0,0,2012,134,120.0,1.8,7.24,8.82,2,2011-07-23,2012JP3013RTRIA,1
3013,Zakopane (POL),Men,134.0,0,2012,134,120.0,1.8,7.24,8.82,2,2011-07-23,2012JP3013RL,0
3012,Zakopane (POL),Men,134.0,1,2012,134,120.0,1.8,7.24,8.82,2,2011-07-22,2012JP3012RL,0
3011,Szczyrk (POL),Women,106.0,0,2012,106,95.0,2.0,6.36,7.0,2,2011-07-19,2012JP3011RTRIA,1
3011,Szczyrk (POL),Women,106.0,0,2012,106,95.0,2.0,6.36,7.0,2,2011-07-19,2012JP3011RLT,1
3011,Szczyrk (POL),Women,106.0,0,2012,106,95.0,2.0,6.36,7.0,2,2011-07-19,2012JP3011RL,0
3010,Szczyrk (POL),Men,106.0,0,2012,106,95.0,2.0,6.36,7.0,2,2011-07-19,2012JP3010RLT,1
3010,Szczyrk (POL),Men,106.0,0,2012,106,95.0,2.0,6.36,7.0,2,2011-07-19,2012JP3010RLQ,0
3009,Szczyrk (POL),Men,106.0,0,2012,106,95.0,2.0,6.36,7.0,2,2011-07-20,2012JP3009RTRIA,1
3009,Szczyrk (POL),Men,106.0,0,2012,106,95.0,2.0,6.36,7.0,2,2011-07-20,2012JP3009RL,0
3006,Wisla (POL),Men,134.0,0,2012,134,120.0,1.8,7.24,8.82,2,2011-07-16,2012JP3006RLT,1
3006,Wisla (POL),Men,134.0,0,2012,134,120.0,1.8,7.24,8.82,2,2011-07-16,2012JP3006RLQ,0
3005,Wisla (POL),Men,134.0,0,2012,134,120.0,1.8,7.24,8.82,2,2011-07-17,2012JP3005RTRIA,1
3005,Wisla (POL),Men,134.0,0,2012,134,120.0,1.8,7.24,8.82,2,2011-07-17,2012JP3005RL,0
3175,Liberec (CZE),Men,134.0,0,2011,140,120.0,1.8,5.22,8.82,2,2010-09-30,2011JP3175RLT,1
3175,Liberec (CZE),Men,134.0,0,2011,140,120.0,1.8,5.22,8.82,2,2010-09-30,2011JP3175RLQ,0
3166,Wisla (POL),Men,134.0,0,2011,134,120.0,1.8,7.24,8.82,2,2010-08-19,2011JP3166RLT,1
3166,Wisla (POL),Men,134.0,0,2011,134,120.0,1.8,7.24,8.82,2,2010-08-19,2011JP3166RLQ,0
3151,Hakuba (JPN),Men,131.0,0,2011,131,120.0,1.8,8.82,10.44,2,2010-08-27,2011JP3151RLT,1
3151,Hakuba (JPN),Men,131.0,0,2011,131,120.0,1.8,8.82,10.44,2,2010-08-27,2011JP3151RLQ,0
3150,Einsiedeln (SUI),Men,117.0,0,2011,117,105.0,1.8,6.32,7.29,2,2010-08-15,2011JP3150RLT,1
3150,Einsiedeln (SUI),Men,117.0,0,2011,117,105.0,1.8,6.32,7.29,2,2010-08-15,2011JP3150RLQ,0
3149,Klingenthal (GER),Men,140.0,0,2011,140,125.0,1.8,7.56,9.36,2,2010-10-02,2011JP3149RLT,1
3149,Klingenthal (GER),Men,140.0,0,2011,140,125.0,1.8,7.56,9.36,2,2010-10-02,2011JP3149RLQ,0
3148,Hinterzarten (GER),Men,108.0,0,2011,108,95.0,2.0,6.48,7.2,2,2010-08-06,2011JP3148RLT,1
3148,Hinterzarten (GER),Men,108.0,0,2011,108,95.0,2.0,6.48,7.2,2,2010-08-06,2011JP3148RLQ,0
3147,Courchevel (FRA),Men,132.0,0,2011,132,120.0,1.8,8.82,10.44,2,2010-08-12,2011JP3147RLT,1
3147,Courchevel (FRA),Men,132.0,0,2011,132,120.0,1.8,8.82,10.44,2,2010-08-12,2011JP3147RLQ,0
3126,Einsiedeln (SUI),Men,117.0,0,2011,117,105.0,1.8,6.32,7.29,2,2010-08-15,2011JP3126RL,0
3093,Wisla (POL),Men,134.0,0,2011,134,120.0,1.8,7.24,8.82,2,2010-08-21,2011JP3093RLQ,0
3093,Wisla (POL),Men,134.0,0,2011,134,120.0,1.8,7.24,8.82,2,2010-08-21,2011JP3093RL,0
3092,Wisla (POL),Men,134.0,0,2011,134,120.0,1.8,7.24,8.82,2,2010-08-20,2011JP3092RTRIA,1
3092,Wisla (POL),Men,134.0,0,2011,134,120.0,1.8,7.24,8.82,2,2010-08-20,2011JP3092RL,0
3067,Hakuba (JPN),Men,131.0,0,2011,131,120.0,1.8,8.82,10.44,2,2010-08-29,2011JP3067RLQ,0
3067,Hakuba (JPN),Men,131.0,0,2011,131,120.0,1.8,8.82,10.44,2,2010-08-29,2011JP3067RL,0
3066,Hakuba (JPN),Men,131.0,0,2011,131,120.0,1.8,8.82,10.44,2,2010-08-28,2011JP3066RL,0
3039,Klingenthal (GER),Men,140.0,0,2011,140,125.0,1.8,7.56,9.36,2,2010-10-03,2011JP3039RTRIA,1
3039,Klingenthal (GER),Men,140.0,0,2011,140,125.0,1.8,7.56,9.36,2,2010-10-03,2011JP3039RL,0
3032,Hinterzarten (GER),Men,108.0,0,2011,108,95.0,2.0,6.48,7.2,2,2010-08-08,2011JP3032RTRIA,1
3032,Hinterzarten (GER),Men,108.0,0,2011,108,95.0,2.0,6.48,7.2,2,2010-08-08,2011JP3032RL,0
3030,Hinterzarten (GER),Men,108.0,1,2011,108,95.0,2.0,6.48,7.2,2,2010-08-07,2011JP3030RTRIA,1
3030,Hinterzarten (GER),Men,108.0,1,2011,108,95.0,2.0,6.48,7.2,2,2010-08-07,2011JP3030RL,0
3027,Courchevel (FRA),Men,132.0,0,2011,132,120.0,1.8,8.82,10.44,2,2010-08-13,2011JP3027RTRIA,1
