codex,place,gender,hill_size_x,team,season,hill_size_y,k-point,meter value,gate factor,wind factor,type,date,id,training
3142,Wisla (POL),Men,134.0,0,2019,106,120.0,1.8,7.23,9.9,1,2018-08-18,2019JP3142RLT,1
3142,Wisla (POL),Men,134.0,0,2019,106,120.0,1.8,7.23,9.9,1,2018-08-18,2019JP3142RL,0
3141,Szczyrk (POL),Men,106.0,0,2019,106,95.0,2.0,6.36,7.0,1,2018-08-17,2019JP3141RTRIA,1
3141,Szczyrk (POL),Men,106.0,0,2019,106,95.0,2.0,6.36,7.0,1,2018-08-17,2019JP3141RLT,1
3141,Szczyrk (POL),Men,106.0,0,2019,106,95.0,2.0,6.36,7.0,1,2018-08-17,2019JP3141RL,0
3293,Willingen (GER),Men,145.0,0,2019,145,130.0,1.8,7.99,11.7,0,2019-02-15,2019JP3293RLT,1
3293,Willingen (GER),Men,145.0,0,2019,145,130.0,1.8,7.99,11.7,0,2019-02-15,2019JP3293RLQ,0
3231,Lillehammer (NOR),Men,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2019-03-12,2019JP3231RTRIA,1
3231,Lillehammer (NOR),Men,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2019-03-12,2019JP3231RL,0
3230,Lillehammer (NOR),Men,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2019-03-11,2019JP3230RLT,1
3230,Lillehammer (NOR),Men,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2019-03-11,2019JP3230RLQ,0
3204,Val di Fiemme (ITA),Men,135.0,0,2019,135,120.0,1.8,5.58,10.8,0,2019-01-13,2019JP3204RL,0
3203,Val di Fiemme (ITA),Men,135.0,0,2019,135,120.0,1.8,5.58,10.8,0,2019-01-12,2019JP3203RTRIA,1
3203,Val di Fiemme (ITA),Men,135.0,0,2019,135,120.0,1.8,5.58,10.8,0,2019-01-12,2019JP3203RL,0
3202,Val di Fiemme (ITA),Men,135.0,0,2019,135,120.0,1.8,5.58,10.8,0,2019-01-11,2019JP3202RLT,1
3202,Val di Fiemme (ITA),Men,135.0,0,2019,135,120.0,1.8,5.58,10.8,0,2019-01-11,2019JP3202RLQ,0
3136,Planica (SLO),Men,240.0,0,2019,240,200.0,1.2,8.64,14.4,0,2019-03-24,2019JP3136RTRIA,1
3136,Planica (SLO),Men,240.0,0,2019,240,200.0,1.2,8.64,14.4,0,2019-03-24,2019JP3136RL,0
3135,Planica (SLO),Men,240.0,1,2019,240,200.0,1.2,8.64,14.4,0,2019-03-23,2019JP3135RTRIA,1
3135,Planica (SLO),Men,240.0,1,2019,240,200.0,1.2,8.64,14.4,0,2019-03-23,2019JP3135RL,0
3134,Planica (SLO),Men,240.0,0,2019,240,200.0,1.2,8.64,14.4,0,2019-03-22,2019JP3134RTRIA,1
3134,Planica (SLO),Men,240.0,0,2019,240,200.0,1.2,8.64,14.4,0,2019-03-22,2019JP3134RL,0
3133,Planica (SLO),Men,240.0,0,2019,240,200.0,1.2,8.64,14.4,0,2019-03-21,2019JP3133RLT,1
3133,Planica (SLO),Men,240.0,0,2019,240,200.0,1.2,8.64,14.4,0,2019-03-21,2019JP3133RLQ,0
3131,Vikersund (NOR),Men,240.0,0,2019,240,200.0,1.2,8.64,14.4,0,2019-03-17,2019JP3131RTRIA,1
3131,Vikersund (NOR),Men,240.0,0,2019,240,200.0,1.2,8.64,14.4,0,2019-03-17,2019JP3131RL,0
3130,Vikersund (NOR),Men,240.0,1,2019,240,200.0,1.2,8.64,14.4,0,2019-03-16,2019JP3130RTRIA,1
3130,Vikersund (NOR),Men,240.0,1,2019,240,200.0,1.2,8.64,14.4,0,2019-03-16,2019JP3130RL,0
3129,Vikersund (NOR),Men,240.0,0,2019,240,200.0,1.2,8.64,14.4,0,2019-03-15,2019JP3129RLT,1
3129,Vikersund (NOR),Men,240.0,0,2019,240,200.0,1.2,8.64,14.4,0,2019-03-15,2019JP3129RLQ,0
3128,Trondheim (NOR),Men,138.0,0,2019,138,124.0,1.8,7.45,10.8,0,2019-03-14,2019JP3128RTRIA,1
3128,Trondheim (NOR),Men,138.0,0,2019,138,124.0,1.8,7.45,10.8,0,2019-03-14,2019JP3128RL,0
3127,Trondheim (NOR),Men,138.0,0,2019,138,124.0,1.8,7.45,10.8,0,2019-03-13,2019JP3127RLT,1
3127,Trondheim (NOR),Men,138.0,0,2019,138,124.0,1.8,7.45,10.8,0,2019-03-13,2019JP3127RLQ,0
3124,Oslo (NOR),Men,134.0,0,2019,134,120.0,1.8,7.13,9.9,0,2019-03-10,2019JP3124RTRIA,1
3124,Oslo (NOR),Men,134.0,0,2019,134,120.0,1.8,7.13,9.9,0,2019-03-10,2019JP3124RL,0
3123,Oslo (NOR),Men,134.0,1,2019,134,120.0,1.8,7.13,9.9,0,2019-03-09,2019JP3123RL,0
3122,Oslo (NOR),Men,134.0,0,2019,134,120.0,1.8,7.13,9.9,0,2019-03-08,2019JP3122RLT,1
3122,Oslo (NOR),Men,134.0,0,2019,134,120.0,1.8,7.13,9.9,0,2019-03-08,2019JP3122RLQ,0
3121,Willingen (GER),Men,145.0,0,2019,145,130.0,1.8,7.99,11.7,0,2019-02-17,2019JP3121RTRIA,1
3121,Willingen (GER),Men,145.0,0,2019,145,130.0,1.8,7.99,11.7,0,2019-02-17,2019JP3121RL,0
3120,Willingen (GER),Men,145.0,0,2019,145,130.0,1.8,7.99,11.7,0,2019-02-16,2019JP3120RTRIA,1
3120,Willingen (GER),Men,145.0,0,2019,145,130.0,1.8,7.99,11.7,0,2019-02-16,2019JP3120RL,0
3119,Willingen (GER),Men,145.0,1,2019,145,130.0,1.8,7.99,11.7,0,2019-02-15,2019JP3119RL,0
3118,Lahti (FIN),Men,130.0,0,2019,130,116.0,1.8,7.56,9.9,0,2019-02-10,2019JP3118RTRIA,1
3118,Lahti (FIN),Men,130.0,0,2019,130,116.0,1.8,7.56,9.9,0,2019-02-10,2019JP3118RL,0
3117,Lahti (FIN),Men,130.0,1,2019,130,116.0,1.8,7.56,9.9,0,2019-02-09,2019JP3117RTRIA,1
3117,Lahti (FIN),Men,130.0,1,2019,130,116.0,1.8,7.56,9.9,0,2019-02-09,2019JP3117RL,0
3116,Lahti (FIN),Men,130.0,0,2019,130,116.0,1.8,7.56,9.9,0,2019-02-08,2019JP3116RLT,1
3116,Lahti (FIN),Men,130.0,0,2019,130,116.0,1.8,7.56,9.9,0,2019-02-08,2019JP3116RLQ,0
3115,Oberstdorf (GER),Men,235.0,0,2019,235,200.0,1.2,8.46,14.4,0,2019-02-03,2019JP3115RLQ,0
3115,Oberstdorf (GER),Men,235.0,0,2019,235,200.0,1.2,8.46,14.4,0,2019-02-03,2019JP3115RL,0
3114,Oberstdorf (GER),Men,235.0,0,2019,235,200.0,1.2,8.46,14.4,0,2019-02-02,2019JP3114RLQ,0
3114,Oberstdorf (GER),Men,235.0,0,2019,235,200.0,1.2,8.46,14.4,0,2019-02-02,2019JP3114RL,0
3113,Oberstdorf (GER),Men,235.0,0,2019,235,200.0,1.2,8.46,14.4,0,2019-02-01,2019JP3113RLT,1
3113,Oberstdorf (GER),Men,235.0,0,2019,235,200.0,1.2,8.46,14.4,0,2019-02-01,2019JP3113RLQ,0
3113,Oberstdorf (GER),Men,235.0,0,2019,235,200.0,1.2,8.46,14.4,0,2019-02-01,2019JP3113RL,0
3112,Sapporo (JPN),Men,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-27,2019JP3112RLQ,0
3112,Sapporo (JPN),Men,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-27,2019JP3112RL,0
3111,Sapporo (JPN),Men,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-26,2019JP3111RTRIA,1
3111,Sapporo (JPN),Men,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-26,2019JP3111RL,0
3110,Sapporo (JPN),Men,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-25,2019JP3110RLT,1
3110,Sapporo (JPN),Men,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-25,2019JP3110RLQ,0
3109,Zakopane (POL),Men,140.0,0,2019,134,125.0,1.8,7.56,10.8,0,2019-01-20,2019JP3109RTRIA,1
3109,Zakopane (POL),Men,140.0,0,2019,134,125.0,1.8,7.56,10.8,0,2019-01-20,2019JP3109RL,0
3108,Zakopane (POL),Men,140.0,1,2019,134,125.0,1.8,7.56,10.8,0,2019-01-19,2019JP3108RTRIA,1
3108,Zakopane (POL),Men,140.0,1,2019,134,125.0,1.8,7.56,10.8,0,2019-01-19,2019JP3108RL,0
3107,Zakopane (POL),Men,140.0,0,2019,134,125.0,1.8,7.56,10.8,0,2019-01-18,2019JP3107RLT,1
3107,Zakopane (POL),Men,140.0,0,2019,134,125.0,1.8,7.56,10.8,0,2019-01-18,2019JP3107RLQ,0
3105,Bischofshofen (AUT),Men,142.0,0,2019,142,125.0,1.8,4.86,10.8,0,2019-01-06,2019JP3105RL,0
3104,Bischofshofen (AUT),Men,142.0,0,2019,142,125.0,1.8,4.86,10.8,0,2019-01-06,2019JP3104RLT,1
3104,Bischofshofen (AUT),Men,142.0,0,2019,142,125.0,1.8,4.86,10.8,0,2019-01-06,2019JP3104RLQ,0
3103,Innsbruck (AUT),Men,130.0,0,2019,130,120.0,1.8,7.02,9.9,0,2019-01-04,2019JP3103RTRIA,1
3103,Innsbruck (AUT),Men,130.0,0,2019,130,120.0,1.8,7.02,9.9,0,2019-01-04,2019JP3103RL,0
3102,Innsbruck (AUT),Men,130.0,0,2019,130,120.0,1.8,7.02,9.9,0,2019-01-03,2019JP3102RLT,1
3102,Innsbruck (AUT),Men,130.0,0,2019,130,120.0,1.8,7.02,9.9,0,2019-01-03,2019JP3102RLQ,0
3101,Garmisch-Partenkirchen (GER),Men,142.0,0,2019,142,125.0,1.8,7.67,10.44,0,2019-01-01,2019JP3101RTRIA,1
3101,Garmisch-Partenkirchen (GER),Men,142.0,0,2019,142,125.0,1.8,7.67,10.44,0,2019-01-01,2019JP3101RL,0
3100,Garmisch-Partenkirchen (GER),Men,142.0,0,2019,142,125.0,1.8,7.67,10.44,0,2018-12-31,2019JP3100RLT,1
3100,Garmisch-Partenkirchen (GER),Men,142.0,0,2019,142,125.0,1.8,7.67,10.44,0,2018-12-31,2019JP3100RLQ,0
3099,Oberstdorf (GER),Men,137.0,0,2019,137,120.0,1.8,7.56,10.8,0,2018-12-30,2019JP3099RTRIA,1
3099,Oberstdorf (GER),Men,137.0,0,2019,137,120.0,1.8,7.56,10.8,0,2018-12-30,2019JP3099RL,0
3098,Oberstdorf (GER),Men,137.0,0,2019,137,120.0,1.8,7.56,10.8,0,2018-12-29,2019JP3098RLT,1
3098,Oberstdorf (GER),Men,137.0,0,2019,137,120.0,1.8,7.56,10.8,0,2018-12-29,2019JP3098RLQ,0
3097,Engelberg (SUI),Men,140.0,0,2019,140,125.0,1.8,7.56,10.44,0,2018-12-16,2019JP3097RLQ,0
3097,Engelberg (SUI),Men,140.0,0,2019,140,125.0,1.8,7.56,10.44,0,2018-12-16,2019JP3097RL,0
3096,Engelberg (SUI),Men,140.0,0,2019,140,125.0,1.8,7.56,10.44,0,2018-12-15,2019JP3096RTRIA,1
3096,Engelberg (SUI),Men,140.0,0,2019,140,125.0,1.8,7.56,10.44,0,2018-12-15,2019JP3096RL,0
3095,Engelberg (SUI),Men,140.0,0,2019,140,125.0,1.8,7.56,10.44,0,2018-12-14,2019JP3095RLT,1
3095,Engelberg (SUI),Men,140.0,0,2019,140,125.0,1.8,7.56,10.44,0,2018-12-14,2019JP3095RLQ,0
3094,Nizhny Tagil (RUS),Men,134.0,0,2019,134,120.0,1.8,7.24,9.9,0,2018-12-02,2019JP3094RLQ,0
3094,Nizhny Tagil (RUS),Men,134.0,0,2019,134,120.0,1.8,7.24,9.9,0,2018-12-02,2019JP3094RL,0
3093,Nizhny Tagil (RUS),Men,134.0,0,2019,134,120.0,1.8,7.24,9.9,0,2018-12-01,2019JP3093RTRIA,1
3093,Nizhny Tagil (RUS),Men,134.0,0,2019,134,120.0,1.8,7.24,9.9,0,2018-12-01,2019JP3093RL,0
3092,Nizhny Tagil (RUS),Men,134.0,0,2019,134,120.0,1.8,7.24,9.9,0,2018-11-30,2019JP3092RLT,1
3092,Nizhny Tagil (RUS),Men,134.0,0,2019,134,120.0,1.8,7.24,9.9,0,2018-11-30,2019JP3092RLQ,0
3091,Ruka (FIN),Men,142.0,0,2019,142,120.0,1.8,9.54,11.7,0,2018-11-25,2019JP3091RLQ,0
3091,Ruka (FIN),Men,142.0,0,2019,142,120.0,1.8,9.54,11.7,0,2018-11-25,2019JP3091RL,0
3090,Ruka (FIN),Men,142.0,0,2019,142,120.0,1.8,9.54,11.7,0,2018-11-24,2019JP3090RL,0
3088,Wisla (POL),Men,134.0,0,2019,134,120.0,1.8,7.24,10.8,0,2018-11-18,2019JP3088RTRIA,1
3088,Wisla (POL),Men,134.0,0,2019,134,120.0,1.8,7.24,10.8,0,2018-11-18,2019JP3088RL,0
3087,Wisla (POL),Men,134.0,1,2019,134,120.0,1.8,7.24,10.8,0,2018-11-17,2019JP3087RTRIA,1
3087,Wisla (POL),Men,134.0,1,2019,134,120.0,1.8,7.24,10.8,0,2018-11-17,2019JP3087RL,0
3086,Wisla (POL),Men,134.0,0,2019,134,120.0,1.8,7.24,10.8,0,2018-11-16,2019JP3086RLT,1
3086,Wisla (POL),Men,134.0,0,2019,134,120.0,1.8,7.24,10.8,0,2018-11-16,2019JP3086RLQ,0
3085,Chaikovsky (RUS),Women,140.0,0,2019,140,125.0,1.8,7.56,10.8,0,2019-03-24,2019JP3085RLT,1
3085,Chaikovsky (RUS),Women,140.0,0,2019,140,125.0,1.8,7.56,10.8,0,2019-03-24,2019JP3085RL,0
3084,Chaikovsky (RUS),Women,102.0,0,2019,102,95.0,2.0,7.0,8.0,0,2019-03-23,2019JP3084RL,0
3083,Chaikovsky (RUS),Women,102.0,0,2019,102,95.0,2.0,7.0,8.0,0,2019-03-22,2019JP3083RLT,1
3083,Chaikovsky (RUS),Women,102.0,0,2019,102,95.0,2.0,7.0,8.0,0,2019-03-22,2019JP3083RLQ,0
3082,Nizhny Tagil (RUS),Women,97.0,0,2019,97,90.0,2.0,7.0,8.0,0,2019-03-17,2019JP3082RTRIA,1
3082,Nizhny Tagil (RUS),Women,97.0,0,2019,97,90.0,2.0,7.0,8.0,0,2019-03-17,2019JP3082RL,0
3081,Nizhny Tagil (RUS),Women,97.0,0,2019,97,90.0,2.0,7.0,8.0,0,2019-03-16,2019JP3081RLT,1
3081,Nizhny Tagil (RUS),Women,97.0,0,2019,97,90.0,2.0,7.0,8.0,0,2019-03-16,2019JP3081RLQ,0
3081,Nizhny Tagil (RUS),Women,97.0,0,2019,97,90.0,2.0,7.0,8.0,0,2019-03-16,2019JP3081RL,0
3079,Trondheim (NOR),Women,138.0,0,2019,138,124.0,1.8,7.45,10.8,0,2019-03-14,2019JP3079RTRIA,1
3079,Trondheim (NOR),Women,138.0,0,2019,138,124.0,1.8,7.45,10.8,0,2019-03-14,2019JP3079RL,0
3078,Trondheim (NOR),Women,138.0,0,2019,138,124.0,1.8,7.45,10.8,0,2019-03-13,2019JP3078RLT,1
3078,Trondheim (NOR),Women,138.0,0,2019,138,124.0,1.8,7.45,10.8,0,2019-03-13,2019JP3078RLQ,0
3077,Lillehammer (NOR),Women,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2019-03-12,2019JP3077RTRIA,1
3077,Lillehammer (NOR),Women,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2019-03-12,2019JP3077RL,0
3076,Lillehammer (NOR),Women,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2019-03-11,2019JP3076RLT,1
3076,Lillehammer (NOR),Women,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2019-03-11,2019JP3076RLQ,0
3075,Oslo (NOR),Women,134.0,0,2019,134,120.0,1.8,7.13,9.9,0,2019-03-10,2019JP3075RTRIA,1
3075,Oslo (NOR),Women,134.0,0,2019,134,120.0,1.8,7.13,9.9,0,2019-03-10,2019JP3075RL,0
3074,Oslo (NOR),Women,134.0,0,2019,134,120.0,1.8,7.13,9.9,0,2019-03-09,2019JP3074RLT,1
3074,Oslo (NOR),Women,134.0,0,2019,134,120.0,1.8,7.13,9.9,0,2019-03-09,2019JP3074RLQ,0
3073,Oberstdorf (GER),Women,137.0,0,2019,137,120.0,1.8,7.56,10.8,0,2019-02-17,2019JP3073RLQ,0
3073,Oberstdorf (GER),Women,137.0,0,2019,137,120.0,1.8,7.56,10.8,0,2019-02-17,2019JP3073RL,0
3072,Oberstdorf (GER),Women,137.0,0,2019,137,120.0,1.8,7.56,10.8,0,2019-02-16,2019JP3072RTRIA,1
3072,Oberstdorf (GER),Women,137.0,0,2019,137,120.0,1.8,7.56,10.8,0,2019-02-16,2019JP3072RL,0
3071,Oberstdorf (GER),Women,137.0,0,2019,137,120.0,1.8,7.56,10.8,0,2019-02-15,2019JP3071RLT,1
3071,Oberstdorf (GER),Women,137.0,0,2019,137,120.0,1.8,7.56,10.8,0,2019-02-15,2019JP3071RLQ,0
3070,Ljubno (SLO),Women,94.0,0,2019,94,85.0,2.0,7.0,8.0,0,2019-02-10,2019JP3070RL,0
3069,Ljubno (SLO),Women,94.0,1,2019,94,85.0,2.0,7.0,8.0,0,2019-02-09,2019JP3069RTRIA,1
3069,Ljubno (SLO),Women,94.0,1,2019,94,85.0,2.0,7.0,8.0,0,2019-02-09,2019JP3069RL,0
3068,Ljubno (SLO),Women,94.0,0,2019,94,85.0,2.0,7.0,8.0,0,2019-02-08,2019JP3068RTRIA,1
3068,Ljubno (SLO),Women,94.0,0,2019,94,85.0,2.0,7.0,8.0,0,2019-02-08,2019JP3068RL,0
3067,Ljubno (SLO),Women,94.0,0,2019,94,85.0,2.0,7.0,8.0,0,2019-02-07,2019JP3067RLT,1
3067,Ljubno (SLO),Women,94.0,0,2019,94,85.0,2.0,7.0,8.0,0,2019-02-07,2019JP3067RLQ,0
3066,Hinzenbach (AUT),Women,90.0,0,2019,90,85.0,2.0,4.8,7.0,0,2019-02-03,2019JP3066RLQ,0
3066,Hinzenbach (AUT),Women,90.0,0,2019,90,85.0,2.0,4.8,7.0,0,2019-02-03,2019JP3066RL,0
3065,Hinzenbach (AUT),Women,90.0,0,2019,90,85.0,2.0,4.8,7.0,0,2019-02-02,2019JP3065RTRIA,1
3065,Hinzenbach (AUT),Women,90.0,0,2019,90,85.0,2.0,4.8,7.0,0,2019-02-02,2019JP3065RL,0
3064,Hinzenbach (AUT),Women,90.0,0,2019,90,85.0,2.0,4.8,7.0,0,2019-02-01,2019JP3064RLT,1
3064,Hinzenbach (AUT),Women,90.0,0,2019,90,85.0,2.0,4.8,7.0,0,2019-02-01,2019JP3064RLQ,0
3063,Rasnov (ROU),Women,97.0,0,2019,97,90.0,2.0,7.0,8.0,0,2019-01-27,2019JP3063RTRIA,1
3063,Rasnov (ROU),Women,97.0,0,2019,97,90.0,2.0,7.0,8.0,0,2019-01-27,2019JP3063RL,0
3062,Rasnov (ROU),Women,97.0,0,2019,97,90.0,2.0,7.0,8.0,0,2019-01-26,2019JP3062RTRIA,1
3062,Rasnov (ROU),Women,97.0,0,2019,97,90.0,2.0,7.0,8.0,0,2019-01-26,2019JP3062RL,0
3061,Rasnov (ROU),Women,97.0,0,2019,97,90.0,2.0,7.0,8.0,0,2019-01-25,2019JP3061RLT,1
3060,Zao (JPN),Women,102.0,0,2019,102,95.0,2.0,7.0,8.0,0,2019-01-20,2019JP3060RL,0
3059,Zao (JPN),Women,102.0,1,2019,102,95.0,2.0,7.0,8.0,0,2019-01-19,2019JP3059RTRIA,1
3059,Zao (JPN),Women,102.0,1,2019,102,95.0,2.0,7.0,8.0,0,2019-01-19,2019JP3059RL,0
3058,Zao (JPN),Women,102.0,0,2019,102,95.0,2.0,7.0,8.0,0,2019-01-18,2019JP3058RL,0
3057,Zao (JPN),Women,102.0,0,2019,102,95.0,2.0,7.0,8.0,0,2019-01-17,2019JP3057RLT,1
3056,Sapporo (JPN),Women,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-13,2019JP3056RLQ,0
3056,Sapporo (JPN),Women,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-13,2019JP3056RL,0
3055,Sapporo (JPN),Women,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-12,2019JP3055RTRIA,1
3055,Sapporo (JPN),Women,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-12,2019JP3055RL,0
3054,Sapporo (JPN),Women,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-11,2019JP3054RLT,1
3054,Sapporo (JPN),Women,137.0,0,2019,137,123.0,1.8,7.4,10.8,0,2019-01-11,2019JP3054RLQ,0
3053,Premanon (FRA),Women,90.0,0,2019,90,81.0,2.0,7.0,8.0,0,2018-12-16,2019JP3053RLQ,0
3053,Premanon (FRA),Women,90.0,0,2019,90,81.0,2.0,7.0,8.0,0,2018-12-16,2019JP3053RL,0
3052,Premanon (FRA),Women,90.0,0,2019,90,81.0,2.0,7.0,8.0,0,2018-12-15,2019JP3052RTRIA,1
3052,Premanon (FRA),Women,90.0,0,2019,90,81.0,2.0,7.0,8.0,0,2018-12-15,2019JP3052RL,0
3051,Premanon (FRA),Women,90.0,0,2019,90,81.0,2.0,7.0,8.0,0,2018-12-14,2019JP3051RLT,1
3051,Premanon (FRA),Women,90.0,0,2019,90,81.0,2.0,7.0,8.0,0,2018-12-14,2019JP3051RLQ,0
3045,Lillehammer (NOR),Women,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2018-12-02,2019JP3045RTRIA,1
3045,Lillehammer (NOR),Women,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2018-12-02,2019JP3045RLT,1
3045,Lillehammer (NOR),Women,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2018-12-02,2019JP3045RLQ,0
3045,Lillehammer (NOR),Women,140.0,0,2019,140,123.0,1.8,7.56,9.9,0,2018-12-02,2019JP3045RL,0
3044,Lillehammer (NOR),Women,98.0,0,2019,98,90.0,2.0,7.0,8.0,0,2018-12-01,2019JP3044RLQ,0
3044,Lillehammer (NOR),Women,98.0,0,2019,98,90.0,2.0,7.0,8.0,0,2018-12-01,2019JP3044RL,0
3043,Lillehammer (NOR),Women,98.0,0,2019,98,90.0,2.0,7.0,8.0,0,2018-11-30,2019JP3043RTRIA,1
3043,Lillehammer (NOR),Women,98.0,0,2019,98,90.0,2.0,7.0,8.0,0,2018-11-30,2019JP3043RL,0
3042,Lillehammer (NOR),Women,98.0,0,2019,98,90.0,2.0,7.0,8.0,0,2018-11-29,2019JP3042RLT,1
3042,Lillehammer (NOR),Women,98.0,0,2019,98,90.0,2.0,7.0,8.0,0,2018-11-29,2019JP3042RLQ,0
3282,Planica (SLO),Men,138.0,0,2020,138,125.0,1.8,7.45,9.9,1,2020-02-02,2020JP3282RTRIA,1
3282,Planica (SLO),Men,138.0,0,2020,138,125.0,1.8,7.45,9.9,1,2020-02-02,2020JP3282RL,0
3281,Planica (SLO),Men,138.0,0,2020,138,125.0,1.8,7.45,9.9,1,2020-02-01,2020JP3281RTRIA,1
3281,Planica (SLO),Men,138.0,0,2020,138,125.0,1.8,7.45,9.9,1,2020-02-01,2020JP3281RLT,1
3281,Planica (SLO),Men,138.0,0,2020,138,125.0,1.8,7.45,9.9,1,2020-02-01,2020JP3281RL,0
3280,Val di Fiemme (ITA),Men,104.0,0,2020,104,95.0,2.0,5.0,8.0,1,2020-02-23,2020JP3280RL,0
3279,Val di Fiemme (ITA),Men,104.0,0,2020,104,95.0,2.0,5.0,8.0,1,2020-02-22,2020JP3279RTRIA,1
3279,Val di Fiemme (ITA),Men,104.0,0,2020,104,95.0,2.0,5.0,8.0,1,2020-02-22,2020JP3279RLT,1
3279,Val di Fiemme (ITA),Men,104.0,0,2020,104,95.0,2.0,5.0,8.0,1,2020-02-22,2020JP3279RL,0
3258,Bischofshofen (AUT),Men,142.0,0,2020,142,125.0,1.8,4.86,10.8,1,2020-01-12,2020JP3258RTRIA,1
3258,Bischofshofen (AUT),Men,142.0,0,2020,142,125.0,1.8,4.86,10.8,1,2020-01-12,2020JP3258RL,0
3257,Bischofshofen (AUT),Men,142.0,0,2020,142,125.0,1.8,4.86,10.8,1,2020-01-11,2020JP3257RTRIA,1
3257,Bischofshofen (AUT),Men,142.0,0,2020,142,125.0,1.8,4.86,10.8,1,2020-01-11,2020JP3257RLT,1
3257,Bischofshofen (AUT),Men,142.0,0,2020,142,125.0,1.8,4.86,10.8,1,2020-01-11,2020JP3257RL,0
3246,Klingenthal (GER),Men,140.0,0,2020,140,125.0,1.8,7.67,10.8,1,2020-01-19,2020JP3246RTRIA,1
3246,Klingenthal (GER),Men,140.0,0,2020,140,125.0,1.8,7.67,10.8,1,2020-01-19,2020JP3246RL,0
3245,Klingenthal (GER),Men,140.0,0,2020,140,125.0,1.8,7.67,10.8,1,2020-01-18,2020JP3245RLT,1
3245,Klingenthal (GER),Men,140.0,0,2020,140,125.0,1.8,7.67,10.8,1,2020-01-18,2020JP3245RL,0
3240,Sapporo Okurayama (JPN),Men,137.0,0,2020,137,123.0,1.8,7.4,10.8,1,2020-01-26,2020JP3240RTRIA,1
3240,Sapporo Okurayama (JPN),Men,137.0,0,2020,137,123.0,1.8,7.4,10.8,1,2020-01-26,2020JP3240RL,0
3239,Sapporo Okurayama (JPN),Men,137.0,0,2020,137,123.0,1.8,7.4,10.8,1,2020-01-25,2020JP3239RTRIA,1
3239,Sapporo Okurayama (JPN),Men,137.0,0,2020,137,123.0,1.8,7.4,10.8,1,2020-01-25,2020JP3239RLT,1
3239,Sapporo Okurayama (JPN),Men,137.0,0,2020,137,123.0,1.8,7.4,10.8,1,2020-01-25,2020JP3239RL,0
3238,"Iron Mountain, MI (USA)",Men,133.0,0,2020,133,120.0,1.8,7.2,9.9,1,2020-02-16,2020JP3238RTRIA,1
3238,"Iron Mountain, MI (USA)",Men,133.0,0,2020,133,120.0,1.8,7.2,9.9,1,2020-02-16,2020JP3238RL,0
3237,"Iron Mountain, MI (USA)",Men,133.0,0,2020,133,120.0,1.8,7.2,9.9,1,2020-02-15,2020JP3237RTRIA,1
3237,"Iron Mountain, MI (USA)",Men,133.0,0,2020,133,120.0,1.8,7.2,9.9,1,2020-02-15,2020JP3237RLT,1
3237,"Iron Mountain, MI (USA)",Men,133.0,0,2020,133,120.0,1.8,7.2,9.9,1,2020-02-15,2020JP3237RL,0
3234,Brotterode (GER),Women,117.0,0,2020,117,105.0,1.8,7.2,8.1,1,2020-02-09,2020JP3234RTRIA,1
3234,Brotterode (GER),Women,117.0,0,2020,117,105.0,1.8,7.2,8.1,1,2020-02-09,2020JP3234RL,0
3233,Brotterode (GER),Men,117.0,0,2020,117,105.0,1.8,7.2,8.1,1,2020-02-09,2020JP3233RL,0
3232,Brotterode (GER),Women,117.0,0,2020,117,105.0,1.8,7.2,8.1,1,2020-02-08,2020JP3232RLT,1
3232,Brotterode (GER),Women,117.0,0,2020,117,105.0,1.8,7.2,8.1,1,2020-02-08,2020JP3232RL,0
3231,Brotterode (GER),Men,117.0,0,2020,117,105.0,1.8,7.2,8.1,1,2020-02-08,2020JP3231RTRIA,1
3231,Brotterode (GER),Men,117.0,0,2020,117,105.0,1.8,7.2,8.1,1,2020-02-08,2020JP3231RLT,1
3231,Brotterode (GER),Men,117.0,0,2020,117,105.0,1.8,7.2,8.1,1,2020-02-08,2020JP3231RL,0
