,index,codex,place,gender,hill_size_x,team,season,hill_size_y,k-point,meter value,gate factor,wind factor,type,date,id,training
856,709,3808,Oslo (NOR),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2016-02-05,2016JP3808RLQ,
857,81,3949,"Vancouver, BC (CAN)",Men,,0,2016,106,,,,,3,2016-02-06,2016JP3949RL,0
858,83,3948,"Vancouver, BC (CAN)",Women,106.0,0,2016,106,95.0,2.0,,,3,2016-02-06,2016JP3948RL,0
859,11,3933,Planica (SLO),Men,139.0,0,2016,139,125.0,1.8,7.51,9.9,1,2016-02-06,2016JP3933RL,0
860,119,3877,"Vancouver, BC (CAN)",Men,106.0,0,2016,106,95.0,2.0,,,3,2016-02-06,2016JP3877RL,0
861,712,3809,Oslo (NOR),Men,134.0,1,2016,134,120.0,1.8,7.24,9.9,0,2016-02-06,2016JP3809RL,
862,710,3724,Hinzenbach (AUT),Women,94.0,0,2016,94,85.0,2.0,4.8,5.8,0,2016-02-06,2016JP3724RLQ,
863,711,3724,Hinzenbach (AUT),Women,94.0,0,2016,94,85.0,2.0,4.8,5.8,0,2016-02-06,2016JP3724RL,
864,8,3934,Planica (SLO),Men,139.0,0,2016,139,125.0,1.8,7.51,9.9,1,2016-02-07,2016JP3934RL,0
865,117,3878,"Vancouver, BC (CAN)",Men,106.0,0,2016,106,95.0,2.0,,,3,2016-02-07,2016JP3878RL,0
866,714,3725,Hinzenbach (AUT),Women,94.0,0,2016,94,85.0,2.0,4.8,5.8,0,2016-02-07,2016JP3725RLQ,
867,715,3725,Hinzenbach (AUT),Women,94.0,0,2016,94,85.0,2.0,4.8,5.8,0,2016-02-07,2016JP3725RL,
868,717,3811,Trondheim (NOR),Men,140.0,0,2016,140,124.0,1.8,7.56,10.8,0,2016-02-09,2016JP3811RLQ,
869,718,3812,Trondheim (NOR),Men,140.0,0,2016,140,124.0,1.8,7.56,10.8,0,2016-02-10,2016JP3812RL,
870,124,3871,"Eau Claire, WI (USA)",Men,95.0,0,2016,95,85.0,2.0,,,3,2016-02-12,2016JP3871RL,0
871,719,3810,Vikersund (NOR),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-02-12,2016JP3810RL,
872,20,3929,Zakopane (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,10.8,1,2016-02-13,2016JP3929RL,0
873,121,3872,"Eau Claire, WI (USA)",Men,95.0,0,2016,95,85.0,2.0,,,3,2016-02-13,2016JP3872RL,0
874,721,3814,Vikersund (NOR),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-02-13,2016JP3814RLQ,
875,723,3814,Vikersund (NOR),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-02-13,2016JP3814RL,
876,720,3702,Ljubno (SLO),Women,95.0,0,2016,95,85.0,2.0,5.7,5.9,0,2016-02-13,2016JP3702RLQ,
877,722,3702,Ljubno (SLO),Women,95.0,0,2016,95,85.0,2.0,5.7,5.9,0,2016-02-13,2016JP3702RL,
878,18,3930,Zakopane (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,10.8,1,2016-02-14,2016JP3930RL,0
879,726,3815,Vikersund (NOR),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-02-14,2016JP3815RLQ,
880,728,3815,Vikersund (NOR),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-02-14,2016JP3815RL,
881,725,3703,Ljubno (SLO),Women,95.0,0,2016,95,85.0,2.0,5.7,5.9,0,2016-02-14,2016JP3703RLQ,
882,727,3703,Ljubno (SLO),Women,95.0,0,2016,95,85.0,2.0,5.7,5.9,0,2016-02-14,2016JP3703RL,
883,732,3735,Lahti (FIN),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2016-02-19,2016JP3735RL,
884,730,3734,Lahti (FIN),Men,130.0,0,2016,130,116.0,1.8,7.56,8.46,0,2016-02-19,2016JP3734RLQ,
885,731,3734,Lahti (FIN),Men,130.0,0,2016,130,116.0,1.8,7.56,8.46,0,2016-02-19,2016JP3734RL,
886,3,3941,"Iron Mountain, MI (USA)",Men,133.0,0,2016,133,120.0,1.8,7.18,8.73,1,2016-02-20,2016JP3941RL,0
887,1,3942,"Iron Mountain, MI (USA)",Men,133.0,0,2016,133,120.0,1.8,7.18,8.73,1,2016-02-21,2016JP3942RL,0
888,734,3738,Lahti (FIN),Men,100.0,0,2016,100,90.0,2.0,7.0,8.0,0,2016-02-21,2016JP3738RLQ,
889,735,3738,Lahti (FIN),Men,100.0,0,2016,100,90.0,2.0,7.0,8.0,0,2016-02-21,2016JP3738RL,
890,738,3950,Kuopio (FIN),Men,127.0,1,2016,127,120.0,1.8,6.86,8.19,0,2016-02-22,2016JP3950RL,
891,737,3739,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,0,2016-02-22,2016JP3739RLQ,
892,739,3740,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,0,2016-02-23,2016JP3740RL,
893,740,3794,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,0,2016-02-26,2016JP3794RLQ,
894,50,3896,Brotterode (GER),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,1,2016-02-27,2016JP3896RL,0
895,742,3796,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,0,2016-02-27,2016JP3796RL,
896,741,3795,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-02-27,2016JP3795RL,
897,744,3798,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,0,2016-02-28,2016JP3798RLQ,
898,746,3798,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,0,2016-02-28,2016JP3798RL,
899,745,3797,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-02-28,2016JP3797RL,
900,747,3829,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2016-03-03,2016JP3829RLQ,
901,24,3925,Vikersund (NOR),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,1,2016-03-04,2016JP3925RL,0
902,748,3830,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2016-03-04,2016JP3830RL,
903,87,3937,Planica (SLO),Men,104.0,0,2016,109,95.0,2.0,,,3,2016-03-05,2016JP3937RL,0
904,22,3926,Vikersund (NOR),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,1,2016-03-05,2016JP3926RL,0
905,85,3938,Planica (SLO),Men,104.0,0,2016,109,95.0,2.0,,,3,2016-03-06,2016JP3938RL,0
906,113,3880,Harrachov (CZE),Men,100.0,0,2016,100,90.0,2.0,,,3,2016-03-11,2016JP3880RL,0
907,115,3879,Harrachov (CZE),Women,100.0,0,2016,100,90.0,2.0,,,3,2016-03-11,2016JP3879RL,0
908,751,3776,Titisee-Neustadt (GER),Men,142.0,0,2016,142,125.0,1.8,7.67,10.8,0,2016-03-11,2016JP3776RLQ,
909,16,3931,Chaikovski (RUS),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,1,2016-03-12,2016JP3931RL,0
910,109,3882,Harrachov (CZE),Men,100.0,0,2016,100,90.0,2.0,,,3,2016-03-12,2016JP3882RL,0
911,111,3881,Harrachov (CZE),Women,100.0,0,2016,100,90.0,2.0,,,3,2016-03-12,2016JP3881RL,0
912,752,3777,Titisee-Neustadt (GER),Men,142.0,0,2016,142,125.0,1.8,7.67,10.8,0,2016-03-12,2016JP3777RL,
913,13,3932,Chaikovski (RUS),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,1,2016-03-13,2016JP3932RL,0
914,755,3704,Planica (SLO),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-03-17,2016JP3704RL,
915,756,3705,Planica (SLO),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-03-18,2016JP3705RLQ,
916,757,3705,Planica (SLO),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-03-18,2016JP3705RL,
917,758,3706,Planica (SLO),Men,225.0,1,2016,225,200.0,1.2,8.1,14.4,0,2016-03-19,2016JP3706RL,
918,759,3707,Planica (SLO),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,0,2016-03-20,2016JP3707RL,
919,125,3700,Kranj (SLO),Men,109.0,0,2017,109,100.0,1.8,5.89,6.57,1,2016-07-01,2017JP3700RL,0
920,76,3703,Villach (AUT),Men,98.0,0,2017,98,90.0,2.0,,,3,2016-07-02,2017JP3703RL,0
921,79,3702,Villach (AUT),Women,98.0,0,2017,98,90.0,2.0,,,3,2016-07-02,2017JP3702RL,0
922,123,3701,Kranj (SLO),Men,109.0,0,2017,109,100.0,1.8,5.89,6.57,1,2016-07-02,2017JP3701RL,0
923,71,3705,Villach (AUT),Men,98.0,0,2017,98,90.0,2.0,,,3,2016-07-03,2017JP3705RL,0
924,73,3704,Villach (AUT),Women,98.0,0,2017,98,90.0,2.0,,,3,2016-07-03,2017JP3704RL,0
925,51,3777,Szczyrk (POL),Men,106.0,0,2017,106,95.0,2.0,,,3,2016-07-09,2017JP3777RL,0
926,53,3776,Szczyrk (POL),Women,106.0,0,2017,106,95.0,2.0,,,3,2016-07-09,2017JP3776RL,0
927,47,3779,Szczyrk (POL),Men,106.0,0,2017,106,95.0,2.0,,,3,2016-07-10,2017JP3779RL,0
928,49,3778,Szczyrk (POL),Women,106.0,0,2017,106,95.0,2.0,,,3,2016-07-10,2017JP3778RL,0
929,763,3842,Courchevel (FRA),Women,96.0,0,2017,96,90.0,2.0,7.0,8.0,2,2016-07-15,2017JP3842RLQ,
930,762,3713,Courchevel (FRA),Men,132.0,0,2017,132,120.0,1.8,8.82,12.6,2,2016-07-15,2017JP3713RLQ,
931,765,3714,Courchevel (FRA),Men,132.0,0,2017,132,120.0,1.8,8.82,12.6,2,2016-07-16,2017JP3714RL,
932,764,3712,Courchevel (FRA),Women,96.0,0,2017,96,90.0,2.0,7.0,8.0,2,2016-07-16,2017JP3712RL,
933,766,3744,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,2,2016-07-21,2017JP3744RLQ,
934,767,3745,Wisla (POL),Men,134.0,1,2017,134,120.0,1.8,7.24,9.9,2,2016-07-22,2017JP3745RL,
935,768,3746,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,2,2016-07-23,2017JP3746RL,
936,769,3721,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,6.48,8.4,2,2016-07-29,2017JP3721RLQ,
937,770,3722,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,6.48,8.4,2,2016-07-30,2017JP3722RL,
938,771,3766,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,2,2016-08-05,2017JP3766RLQ,
939,772,3767,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,2,2016-08-06,2017JP3767RL,
940,45,3788,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-18,2017JP3788RL,0
941,42,3789,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-19,2017JP3789RL,0
942,40,3790,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-20,2017JP3790RL,0
943,37,3791,Kuopio (FIN),Men,127.0,0,2017,127,120.0,1.8,6.86,8.19,3,2016-08-21,2017JP3791RL,0
944,777,3736,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-26,2017JP3736RLQ,
945,112,3729,Oberwiesenthal (GER),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,1,2016-08-26,2017JP3729RL,0
946,116,3710,Frenstat (CZE),Men,106.0,0,2017,106,95.0,2.0,6.36,7.0,1,2016-08-26,2017JP3710RL,0
947,780,3737,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-27,2017JP3737RL,
948,109,3730,Oberwiesenthal (GER),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,1,2016-08-27,2017JP3730RL,0
949,114,3711,Frenstat (CZE),Men,106.0,0,2017,106,95.0,2.0,6.36,7.0,1,2016-08-27,2017JP3711RL,0
950,783,3738,Hakuba (JPN),Men,131.0,0,2017,131,120.0,1.8,8.82,10.8,2,2016-08-28,2017JP3738RL,
951,59,3769,Einsiedeln (SUI),Women,77.0,0,2017,77,70.0,2.2,,,3,2016-09-03,2017JP3769RL,0
952,62,3768,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,,,3,2016-09-03,2017JP3768RL,0
953,55,3771,Einsiedeln (SUI),Women,77.0,0,2017,77,70.0,2.2,,,3,2016-09-04,2017JP3771RL,0
954,57,3770,Einsiedeln (SUI),Men,117.0,0,2017,117,105.0,1.8,,,3,2016-09-04,2017JP3770RL,0
955,784,3843,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-09,2017JP3843RLQ,
956,80,3804,Lillehammer (NOR),Women,100.0,0,2017,100,90.0,2.0,6.0,6.4,1,2016-09-10,2017JP3804RL,0
957,83,3803,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,1,2016-09-10,2017JP3803RL,0
958,786,3757,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-10,2017JP3757RL,
959,785,3756,Chaikovsky (RUS),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,2,2016-09-10,2017JP3756RL,
960,77,3805,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,1,2016-09-11,2017JP3805RL,0
961,789,3759,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-11,2017JP3759RLQ,
962,791,3759,Chaikovsky (RUS),Women,106.0,0,2017,106,95.0,2.0,6.36,7.0,2,2016-09-11,2017JP3759RL,
963,790,3758,Chaikovsky (RUS),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,2,2016-09-11,2017JP3758RL,
964,32,3822,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,,,3,2016-09-17,2017JP3822RL,0
965,35,3821,Hinterzarten (GER),Women,108.0,0,2017,108,95.0,2.0,,,3,2016-09-17,2017JP3821RL,0
966,121,3706,Stams (AUT),Men,115.0,0,2017,115,105.0,1.8,6.21,7.11,1,2016-09-17,2017JP3706RL,0
967,27,3824,Hinterzarten (GER),Men,108.0,0,2017,108,95.0,2.0,,,3,2016-09-18,2017JP3824RL,0
968,29,3823,Hinterzarten (GER),Women,108.0,0,2017,108,95.0,2.0,,,3,2016-09-18,2017JP3823RL,0
969,118,3707,Stams (AUT),Men,115.0,0,2017,115,105.0,1.8,6.21,7.11,1,2016-09-18,2017JP3707RL,0
970,98,3780,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,1,2016-09-24,2017JP3780RL,0
971,95,3781,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,1,2016-09-25,2017JP3781RL,0
972,107,3733,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,1,2016-09-30,2017JP3733RL,0
973,797,3708,Hinzenbach (AUT),Men,94.0,0,2017,94,85.0,2.0,4.8,5.8,2,2016-09-30,2017JP3708RLQ,
974,67,3752,Rasnov (ROU),Men,100.0,0,2017,100,90.0,2.0,,,3,2016-10-01,2017JP3752RL,0
975,69,3751,Rasnov (ROU),Women,100.0,0,2017,100,90.0,2.0,,,3,2016-10-01,2017JP3751RL,0
976,105,3734,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,1,2016-10-01,2017JP3734RL,0
977,799,3709,Hinzenbach (AUT),Men,94.0,0,2017,94,85.0,2.0,4.8,5.8,2,2016-10-01,2017JP3709RL,
978,64,3754,Rasnov (ROU),Men,100.0,0,2017,100,90.0,2.0,,,3,2016-10-02,2017JP3754RL,0
979,65,3753,Rasnov (ROU),Women,100.0,0,2017,100,90.0,2.0,,,3,2016-10-02,2017JP3753RL,0
980,801,3735,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,2,2016-10-02,2017JP3735RLQ,
981,802,3735,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,2,2016-10-02,2017JP3735RL,
982,803,3792,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,0,2016-11-24,2017JP3792RLQ,
983,804,3793,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,0,2016-11-25,2017JP3793RL,
984,805,3794,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,0,2016-11-26,2017JP3794RLQ,
985,806,3794,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,0,2016-11-26,2017JP3794RL,
986,807,3961,Lillehammer (NOR),Women,100.0,0,2017,100,90.0,2.0,6.0,6.4,0,2016-12-01,2017JP3961RLQ,
987,808,3825,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,0,2016-12-02,2017JP3825RLQ,
988,809,3807,Lillehammer (NOR),Women,100.0,0,2017,100,90.0,2.0,6.0,6.4,0,2016-12-02,2017JP3807RL,
989,812,3826,Klingenthal (GER),Men,140.0,1,2017,140,125.0,1.8,7.56,10.8,0,2016-12-03,2017JP3826RL,
990,810,3808,Lillehammer (NOR),Women,100.0,0,2017,100,90.0,2.0,6.0,6.4,0,2016-12-03,2017JP3808RLQ,
991,811,3808,Lillehammer (NOR),Women,100.0,0,2017,100,90.0,2.0,6.0,6.4,0,2016-12-03,2017JP3808RL,
992,813,3827,Klingenthal (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.8,0,2016-12-04,2017JP3827RL,
993,36,3925,Vikersund (NOR),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,1,2016-12-09,2017JP3925RL,0
994,814,3844,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,0,2016-12-09,2017JP3844RLQ,
995,34,3926,Vikersund (NOR),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,1,2016-12-10,2017JP3926RL,0
996,816,3846,Nizhny Tagil (RUS),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2016-12-10,2017JP3846RLQ,
997,818,3846,Nizhny Tagil (RUS),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2016-12-10,2017JP3846RL,
998,817,3845,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,0,2016-12-10,2017JP3845RL,
999,821,3848,Nizhny Tagil (RUS),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2016-12-11,2017JP3848RLQ,
1000,823,3848,Nizhny Tagil (RUS),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2016-12-11,2017JP3848RL,
1001,820,3847,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,0,2016-12-11,2017JP3847RLQ,
1002,822,3847,Lillehammer (NOR),Men,138.0,0,2017,138,123.0,1.8,7.45,9.9,0,2016-12-11,2017JP3847RL,
1003,76,3809,Vikersund (NOR),Men,117.0,0,2017,117,105.0,1.8,6.32,7.29,1,2016-12-11,2017JP3809RL,0
1004,12,3928,Notodden (NOR),Men,100.0,0,2017,98,90.0,2.0,,,3,2016-12-15,2017JP3928RL,0
1005,15,3927,Notodden (NOR),Women,100.0,0,2017,98,90.0,2.0,,,3,2016-12-15,2017JP3927RL,0
1006,827,3946,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,0,2016-12-16,2017JP3946RLQ,
1007,7,3930,Notodden (NOR),Men,100.0,0,2017,98,90.0,2.0,,,3,2016-12-16,2017JP3930RL,0
1008,9,3929,Notodden (NOR),Women,100.0,0,2017,98,90.0,2.0,,,3,2016-12-16,2017JP3929RL,0
1009,830,3947,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,0,2016-12-17,2017JP3947RL,
1010,5,3931,Notodden (NOR),Women,100.0,0,2017,98,90.0,2.0,,,3,2016-12-17,2017JP3931RL,0
1011,62,3876,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,1,2016-12-17,2017JP3876RL,0
1012,833,3948,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,0,2016-12-18,2017JP3948RLQ,
1013,834,3948,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,0,2016-12-18,2017JP3948RL,
1014,60,3877,Ruka (FIN),Men,142.0,0,2017,142,120.0,1.8,9.54,11.7,1,2016-12-18,2017JP3877RL,0
1015,10,3949,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,1,2016-12-27,2017JP3949RL,0
1016,7,3950,Engelberg (SUI),Men,140.0,0,2017,140,125.0,1.8,7.56,9.36,1,2016-12-28,2017JP3950RL,0
1017,838,3828,Oberstdorf (GER),Men,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2016-12-29,2017JP3828RLQ,
1018,839,3829,Oberstdorf (GER),Men,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2016-12-30,2017JP3829RL,
1019,840,3830,Garmisch-Partenkirchen (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.44,0,2016-12-31,2017JP3830RLQ,
1020,841,3831,Garmisch-Partenkirchen (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.44,0,2017-01-01,2017JP3831RL,
1021,842,3864,Innsbruck (AUT),Men,130.0,0,2017,130,120.0,1.8,7.02,8.46,0,2017-01-03,2017JP3864RLQ,
1022,843,3865,Innsbruck (AUT),Men,130.0,0,2017,130,120.0,1.8,7.02,8.46,0,2017-01-04,2017JP3865RL,
1023,844,3832,Bischofshofen (AUT),Men,140.0,0,2017,140,125.0,1.8,4.86,9.36,0,2017-01-05,2017JP3832RLQ,
1024,845,3958,Oberstdorf (GER),Women,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2017-01-06,2017JP3958RLQ,
1025,846,3833,Bischofshofen (AUT),Men,140.0,0,2017,140,125.0,1.8,4.86,9.36,0,2017-01-06,2017JP3833RL,
1026,3,3934,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,,,3,2017-01-07,2017JP3934RL,0
1027,58,3884,Titisee-Neustadt (GER),Men,142.0,0,2017,142,125.0,1.8,7.67,10.8,1,2017-01-07,2017JP3884RL,0
1028,847,3834,Oberstdorf (GER),Women,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2017-01-07,2017JP3834RL,
1029,1,3935,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,,,3,2017-01-08,2017JP3935RL,0
1030,55,3885,Titisee-Neustadt (GER),Men,142.0,0,2017,142,125.0,1.8,7.67,10.8,1,2017-01-08,2017JP3885RL,0
1031,849,3835,Oberstdorf (GER),Women,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2017-01-08,2017JP3835RLQ,
1032,850,3835,Oberstdorf (GER),Women,137.0,0,2017,137,120.0,1.8,7.4,10.8,0,2017-01-08,2017JP3835RL,
1033,853,3959,Sapporo (JPN),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-13,2017JP3959RLQ,
1034,852,3782,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-01-13,2017JP3782RLQ,
1035,855,3898,Sapporo (JPN),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-14,2017JP3898RL,
1036,53,3890,Garmisch-Partenkirchen (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.44,1,2017-01-14,2017JP3890RL,0
1037,854,3783,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-01-14,2017JP3783RL,
1038,858,3899,Sapporo (JPN),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-15,2017JP3899RLQ,
1039,860,3899,Sapporo (JPN),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-15,2017JP3899RL,
1040,51,3891,Garmisch-Partenkirchen (GER),Men,140.0,0,2017,140,125.0,1.8,7.56,10.44,1,2017-01-15,2017JP3891RL,0
1041,857,3784,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-01-15,2017JP3784RLQ,
1042,859,3784,Wisla (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,9.9,0,2017-01-15,2017JP3784RL,
1043,862,3960,Zao (JPN),Women,103.0,0,2017,103,95.0,2.0,7.0,8.0,0,2017-01-19,2017JP3960RLQ,
1044,864,3901,Zao (JPN),Women,103.0,0,2017,103,95.0,2.0,7.0,8.0,0,2017-01-20,2017JP3901RL,
1045,44,3900,Sapporo (JPN),Men,100.0,0,2017,100,90.0,2.0,7.0,8.0,1,2017-01-20,2017JP3900RL,0
1046,863,3785,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,10.8,0,2017-01-20,2017JP3785RLQ,
1047,866,3903,Zao (JPN),Women,103.0,0,2017,103,95.0,2.0,7.0,8.0,0,2017-01-21,2017JP3903RLQ,
1048,868,3903,Zao (JPN),Women,103.0,0,2017,103,95.0,2.0,7.0,8.0,0,2017-01-21,2017JP3903RL,
1049,41,3902,Sapporo (JPN),Men,137.0,0,2017,134,123.0,1.8,7.4,10.8,1,2017-01-21,2017JP3902RL,0
1050,867,3786,Zakopane (POL),Men,134.0,1,2017,134,120.0,1.8,7.24,10.8,0,2017-01-21,2017JP3786RL,
1051,38,3904,Sapporo (JPN),Men,137.0,0,2017,134,123.0,1.8,7.4,10.8,1,2017-01-22,2017JP3904RL,0
1052,870,3787,Zakopane (POL),Men,134.0,0,2017,134,120.0,1.8,7.24,10.8,0,2017-01-22,2017JP3787RL,
1053,22,3852,Eau Claire - Silver Mine Hill (USA),Men,95.0,0,2017,95,85.0,2.0,,,3,2017-01-27,2017JP3852RL,0
1054,25,3851,Eau Claire - Silver Mine Hill (USA),Women,95.0,0,2017,95,85.0,2.0,,,3,2017-01-27,2017JP3851RL,0
1055,872,3836,Willingen (GER),Men,145.0,0,2017,145,130.0,1.8,7.83,11.7,0,2017-01-27,2017JP3836RLQ,
1056,874,3938,Rasnov (ROU),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-28,2017JP3938RL,
1057,67,3866,Bischofshofen (AUT),Men,140.0,0,2017,142,125.0,1.8,4.86,9.36,1,2017-01-28,2017JP3866RL,0
1058,17,3854,Eau Claire - Silver Mine Hill (USA),Men,95.0,0,2017,95,85.0,2.0,,,3,2017-01-28,2017JP3854RL,0
1059,19,3853,Eau Claire - Silver Mine Hill (USA),Women,95.0,0,2017,95,85.0,2.0,,,3,2017-01-28,2017JP3853RL,0
1060,873,3837,Willingen (GER),Men,145.0,1,2017,145,130.0,1.8,7.83,11.7,0,2017-01-28,2017JP3837RL,
1061,877,3939,Rasnov (ROU),Women,100.0,0,2017,100,90.0,2.0,7.0,8.0,0,2017-01-29,2017JP3939RL,
1062,64,3867,Bischofshofen (AUT),Men,140.0,0,2017,142,125.0,1.8,4.86,9.36,1,2017-01-29,2017JP3867RL,0
1063,876,3838,Willingen (GER),Men,145.0,0,2017,145,130.0,1.8,7.83,11.7,0,2017-01-29,2017JP3838RL,
1064,879,3839,Oberstdorf (GER),Men,225.0,0,2017,225,200.0,1.2,8.1,14.4,0,2017-02-03,2017JP3839RLQ,
