,index,codex,place,gender,hill_size_x,team,season,hill_size_y,k-point,meter value,gate factor,wind factor,type,date,id,training
647,534,3927,Falun (SWE),Women,100.0,0,2015,100,90.0,2.0,6.0,6.4,1,2015-01-18,2015JP3927RL,
648,533,3926,Falun (SWE),Women,100.0,0,2015,100,90.0,2.0,6.0,6.4,1,2015-01-18,2015JP3926RL,
649,529,3890,Zakopane (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,10.8,0,2015-01-18,2015JP3890RLQ,
650,531,3890,Zakopane (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,10.8,0,2015-01-18,2015JP3890RL,
651,530,3855,Zao (JPN),Women,100.0,0,2015,100,90.0,2.0,6.0,6.4,0,2015-01-18,2015JP3855RL,
652,532,3853,Sapporo (JPN),Men,134.0,0,2015,134,120.0,1.8,,,1,2015-01-18,2015JP3853RL,
653,535,3856,Sapporo (JPN),Men,134.0,0,2015,134,120.0,1.8,9.0,11.7,0,2015-01-23,2015JP3856RLQ,
654,539,3904,Planica (SLO),Men,139.0,0,2015,139,125.0,1.8,7.51,9.9,1,2015-01-24,2015JP3904RL,
655,538,3857,Sapporo (JPN),Men,134.0,0,2015,134,120.0,1.8,9.0,11.7,0,2015-01-24,2015JP3857RL,
656,536,3840,Oberstdorf (GER),Women,106.0,0,2015,106,95.0,2.0,6.36,7.0,0,2015-01-24,2015JP3840RLQ,
657,537,3840,Oberstdorf (GER),Women,106.0,0,2015,106,95.0,2.0,6.36,7.0,0,2015-01-24,2015JP3840RL,
658,544,3905,Planica (SLO),Men,139.0,0,2015,139,125.0,1.8,7.51,9.9,1,2015-01-25,2015JP3905RL,
659,541,3858,Sapporo (JPN),Men,134.0,0,2015,134,120.0,1.8,9.0,11.7,0,2015-01-25,2015JP3858RLQ,
660,543,3858,Sapporo (JPN),Men,134.0,0,2015,134,120.0,1.8,9.0,11.7,0,2015-01-25,2015JP3858RL,
661,540,3841,Oberstdorf (GER),Women,106.0,0,2015,106,95.0,2.0,6.36,7.0,0,2015-01-25,2015JP3841RLQ,
662,542,3841,Oberstdorf (GER),Women,106.0,0,2015,106,95.0,2.0,6.36,7.0,0,2015-01-25,2015JP3841RL,
663,545,3842,Willingen (GER),Men,145.0,0,2015,145,130.0,1.8,7.83,11.7,0,2015-01-30,2015JP3842RLQ,
664,546,3842,Willingen (GER),Men,145.0,0,2015,145,130.0,1.8,7.83,11.7,0,2015-01-30,2015JP3842RL,
665,550,3891,Zakopane (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,10.8,1,2015-01-31,2015JP3891RL,
666,549,3843,Willingen (GER),Men,145.0,1,2015,145,130.0,1.8,7.83,11.7,0,2015-01-31,2015JP3843RL,
667,547,3795,Hinzenbach (AUT),Women,94.0,0,2015,94,85.0,2.0,4.8,5.8,0,2015-01-31,2015JP3795RLQ,
668,548,3795,Hinzenbach (AUT),Women,94.0,0,2015,94,85.0,2.0,4.8,5.8,0,2015-01-31,2015JP3795RL,
669,555,3892,Zakopane (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,10.8,1,2015-02-01,2015JP3892RL,
670,552,3844,Willingen (GER),Men,145.0,0,2015,145,130.0,1.8,7.83,11.7,0,2015-02-01,2015JP3844RLQ,
671,554,3844,Willingen (GER),Men,145.0,0,2015,145,130.0,1.8,7.83,11.7,0,2015-02-01,2015JP3844RL,
672,551,3796,Hinzenbach (AUT),Women,94.0,0,2015,94,85.0,2.0,4.8,5.8,0,2015-02-01,2015JP3796RLQ,
673,553,3796,Hinzenbach (AUT),Women,94.0,0,2015,94,85.0,2.0,4.8,5.8,0,2015-02-01,2015JP3796RL,
674,558,3893,Rasnov (ROU),Women,100.0,0,2015,100,90.0,2.0,6.0,6.4,0,2015-02-07,2015JP3893RL,
675,559,3845,Brotterode (GER),Men,117.0,0,2015,117,105.0,1.8,6.32,7.29,1,2015-02-07,2015JP3845RL,
676,557,3811,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,0,2015-02-07,2015JP3811RL,
677,556,3810,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,0,2015-02-07,2015JP3810RLQ,
678,562,3894,Rasnov (ROU),Women,100.0,0,2015,100,90.0,2.0,6.0,6.4,0,2015-02-08,2015JP3894RL,
679,560,3812,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,0,2015-02-08,2015JP3812RLQ,
680,561,3812,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,0,2015-02-08,2015JP3812RL,
681,563,3878,Vikersund (NOR),Men,225.0,0,2015,225,200.0,1.2,8.1,14.4,0,2015-02-13,2015JP3878RLQ,
682,564,3906,Ljubno (SLO),Women,95.0,0,2015,95,85.0,2.0,5.7,5.9,0,2015-02-14,2015JP3906RLQ,
683,566,3906,Ljubno (SLO),Women,95.0,0,2015,95,85.0,2.0,5.7,5.9,0,2015-02-14,2015JP3906RL,
684,565,3879,Vikersund (NOR),Men,225.0,0,2015,225,200.0,1.2,8.1,14.4,0,2015-02-14,2015JP3879RL,
685,567,3816,Lahti (FIN),Men,130.0,0,2015,130,116.0,1.8,7.56,8.46,1,2015-02-14,2015JP3816RL,
686,569,3908,Ljubno (SLO),Women,95.0,0,2015,95,85.0,2.0,5.7,5.9,0,2015-02-15,2015JP3908RLQ,
687,571,3908,Ljubno (SLO),Women,95.0,0,2015,95,85.0,2.0,5.7,5.9,0,2015-02-15,2015JP3908RL,
688,568,3880,Vikersund (NOR),Men,225.0,0,2015,225,200.0,1.2,8.1,14.4,0,2015-02-15,2015JP3880RLQ,
689,570,3880,Vikersund (NOR),Men,225.0,0,2015,225,200.0,1.2,8.1,14.4,0,2015-02-15,2015JP3880RL,
690,572,3817,Lahti (FIN),Men,130.0,0,2015,130,116.0,1.8,7.56,8.46,1,2015-02-15,2015JP3817RL,
691,51,3928,Falun (SWE),Women,100.0,0,2015,100,90.0,2.0,6.0,6.4,4,2015-02-19,2015JP3928RLQ,0
692,47,3930,Falun (SWE),Men,100.0,0,2015,100,90.0,2.0,6.0,6.4,4,2015-02-20,2015JP3930RLQ,0
693,49,3929,Falun (SWE),Women,100.0,0,2015,100,90.0,2.0,6.0,6.4,4,2015-02-20,2015JP3929RL,0
694,574,3940,"Iron Mountain, MI (USA)",Men,133.0,0,2015,133,120.0,1.8,7.18,8.73,1,2015-02-21,2015JP3940RL,
695,573,3939,"Iron Mountain, MI (USA)",Men,133.0,0,2015,133,120.0,1.8,7.18,8.73,1,2015-02-21,2015JP3939RL,
696,44,3931,Falun (SWE),Men,100.0,0,2015,100,90.0,2.0,6.0,6.4,4,2015-02-21,2015JP3931RL,0
697,42,3932,Falun (SWE),Mix,100.0,1,2015,100,90.0,2.0,6.0,6.4,4,2015-02-22,2015JP3932RL,0
698,41,3933,Falun (SWE),Men,134.0,0,2015,134,120.0,1.8,7.24,8.82,4,2015-02-25,2015JP3933RLQ,0
699,39,3934,Falun (SWE),Men,134.0,0,2015,134,120.0,1.8,7.24,8.82,4,2015-02-26,2015JP3934RL,0
700,37,3935,Falun (SWE),Men,134.0,1,2015,134,120.0,1.8,7.24,8.82,4,2015-02-28,2015JP3935RL,0
701,576,3847,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,1,2015-02-28,2015JP3847RL,
702,575,3846,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,1,2015-02-28,2015JP3846RL,
703,577,3848,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,1,2015-03-01,2015JP3848RL,
704,578,3818,Lahti (FIN),Men,130.0,0,2015,130,116.0,1.8,7.56,8.46,0,2015-03-06,2015JP3818RLQ,
705,579,3819,Lahti (FIN),Men,130.0,1,2015,130,116.0,1.8,7.56,8.46,0,2015-03-07,2015JP3819RL,
706,580,3799,Seefeld (AUT),Men,109.0,0,2015,109,99.0,2.0,6.54,7.3,1,2015-03-07,2015JP3799RL,
707,581,3820,Lahti (FIN),Men,130.0,0,2015,130,116.0,1.8,7.56,8.46,0,2015-03-08,2015JP3820RL,
708,582,3800,Seefeld (AUT),Men,109.0,0,2015,109,99.0,2.0,6.54,7.3,1,2015-03-08,2015JP3800RL,
709,583,3822,Kuopio (FIN),Men,100.0,0,2015,100,92.0,2.0,6.0,6.4,0,2015-03-10,2015JP3822RL,
710,584,3881,Trondheim (NOR),Men,138.0,0,2015,140,124.0,1.8,7.56,10.8,0,2015-03-12,2015JP3881RLQ,
711,585,3881,Trondheim (NOR),Men,138.0,0,2015,140,124.0,1.8,7.56,10.8,0,2015-03-12,2015JP3881RL,
712,586,3882,Oslo (NOR),Women,134.0,0,2015,134,120.0,1.8,7.24,9.9,0,2015-03-13,2015JP3882RL,
713,589,3898,Nizhny Tagil (RUS),Men,134.0,0,2015,134,120.0,1.8,7.24,8.82,1,2015-03-14,2015JP3898RL,
714,587,3883,Oslo (NOR),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,0,2015-03-14,2015JP3883RLQ,
715,588,3883,Oslo (NOR),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,0,2015-03-14,2015JP3883RL,
716,592,3899,Nizhny Tagil (RUS),Men,134.0,0,2015,134,120.0,1.8,7.24,8.82,1,2015-03-15,2015JP3899RL,
717,590,3884,Oslo (NOR),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,0,2015-03-15,2015JP3884RLQ,
718,591,3884,Oslo (NOR),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,0,2015-03-15,2015JP3884RL,
719,593,3910,Planica (SLO),Men,225.0,0,2015,225,200.0,1.2,8.1,14.4,0,2015-03-19,2015JP3910RLQ,
720,594,3911,Planica (SLO),Men,225.0,0,2015,225,200.0,1.2,8.1,14.4,0,2015-03-20,2015JP3911RL,
721,595,3912,Planica (SLO),Men,225.0,1,2015,225,200.0,1.2,8.1,14.4,0,2015-03-21,2015JP3912RL,
722,596,3913,Planica (SLO),Men,225.0,0,2015,225,200.0,1.2,8.1,14.4,0,2015-03-22,2015JP3913RL,
723,113,3700,Kranj (SLO),Men,109.0,0,2016,109,100.0,1.8,5.89,6.57,1,2015-07-04,2016JP3700RL,0
724,110,3701,Kranj (SLO),Men,109.0,0,2016,109,100.0,1.8,5.89,6.57,1,2015-07-05,2016JP3701RL,0
725,163,3709,Villach (AUT),Men,98.0,0,2016,98,90.0,2.0,,,3,2015-07-11,2016JP3709RL,0
726,166,3708,Villach (AUT),Women,98.0,0,2016,98,90.0,2.0,,,3,2015-07-11,2016JP3708RL,0
727,158,3711,Villach (AUT),Men,98.0,0,2016,98,90.0,2.0,,,3,2015-07-12,2016JP3711RL,0
728,160,3710,Villach (AUT),Women,98.0,0,2016,98,90.0,2.0,,,3,2015-07-12,2016JP3710RL,0
729,0,3816,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,2,2015-07-30,2016JP3816RLQ,
730,1,3818,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,2,2015-08-01,2016JP3818RL,
731,2,3750,Hinterzarten (GER),Men,108.0,1,2016,108,95.0,2.0,6.48,8.4,2,2015-08-07,2016JP3750RL,
732,70,3820,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,1,2015-08-08,2016JP3820RL,0
733,3,3751,Hinterzarten (GER),Men,108.0,0,2016,108,95.0,2.0,6.48,8.4,2,2015-08-08,2016JP3751RLQ,
734,4,3751,Hinterzarten (GER),Men,108.0,0,2016,108,95.0,2.0,6.48,8.4,2,2015-08-08,2016JP3751RL,
735,67,3821,Wisla (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,1,2015-08-09,2016JP3821RL,0
736,5,3741,Courchevel (FRA),Men,132.0,0,2016,132,120.0,1.8,8.82,12.6,2,2015-08-13,2016JP3741RLQ,
737,6,3743,Courchevel (FRA),Men,132.0,0,2016,132,120.0,1.8,8.82,12.6,2,2015-08-14,2016JP3743RL,
738,7,3742,Courchevel (FRA),Women,96.0,0,2016,96,90.0,2.0,7.0,8.0,2,2015-08-14,2016JP3742RL,
739,8,3848,Einsiedeln (SUI),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,2,2015-08-15,2016JP3848RLQ,
740,9,3848,Einsiedeln (SUI),Men,117.0,0,2016,117,105.0,1.8,6.32,7.29,2,2015-08-15,2016JP3848RL,
741,156,3728,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,3,2015-08-20,2016JP3728RL,0
742,153,3729,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,3,2015-08-21,2016JP3729RL,0
743,151,3730,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,3,2015-08-22,2016JP3730RL,0
744,148,3731,Kuopio (FIN),Men,127.0,0,2016,127,120.0,1.8,6.86,8.19,3,2015-08-23,2016JP3731RL,0
745,89,3758,Oberwiesenthal (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-08-28,2016JP3758RL,0
746,103,3726,Frenstat (CZE),Men,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-08-28,2016JP3726RL,0
747,143,3823,Szczyrk (POL),Men,106.0,0,2016,106,95.0,2.0,,,3,2015-08-29,2016JP3823RL,0
748,146,3822,Szczyrk (POL),Women,106.0,0,2016,106,95.0,2.0,,,3,2015-08-29,2016JP3822RL,0
749,10,3780,Hakuba (JPN),Men,131.0,0,2016,131,120.0,1.8,8.82,10.8,2,2015-08-29,2016JP3780RL,
750,86,3759,Oberwiesenthal (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-08-29,2016JP3759RL,0
751,101,3727,Frenstat (CZE),Men,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-08-29,2016JP3727RL,0
752,138,3825,Szczyrk (POL),Men,106.0,0,2016,106,95.0,2.0,,,3,2015-08-30,2016JP3825RL,0
753,140,3824,Szczyrk (POL),Women,106.0,0,2016,106,95.0,2.0,,,3,2015-08-30,2016JP3824RL,0
754,11,3781,Hakuba (JPN),Men,131.0,0,2016,131,120.0,1.8,8.82,10.8,2,2015-08-30,2016JP3781RL,
755,12,3840,Chaikovsky (RUS),Men,106.0,0,2016,140,95.0,2.0,6.36,7.0,2,2015-09-05,2016JP3840RL,
756,13,3839,Chaikovsky (RUS),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-05,2016JP3839RL,
757,14,3842,Chaikovsky (RUS),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-06,2016JP3842RL,
758,15,3841,Chaikovsky (RUS),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-06,2016JP3841RL,
759,128,3853,Einsiedeln (SUI),Men,117.0,0,2016,117,105.0,1.8,,,3,2015-09-12,2016JP3853RL,0
760,16,3791,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-12,2016JP3791RL,
761,17,3790,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-12,2016JP3790RL,
762,108,3712,Stams (AUT),Men,115.0,0,2016,115,105.0,1.8,6.21,7.11,1,2015-09-12,2016JP3712RL,0
763,126,3854,Einsiedeln (SUI),Men,117.0,0,2016,117,105.0,1.8,,,3,2015-09-13,2016JP3854RL,0
764,18,3793,Almaty (KAZ),Men,140.0,0,2016,140,125.0,1.8,7.56,9.36,2,2015-09-13,2016JP3793RL,
765,19,3792,Almaty (KAZ),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,2,2015-09-13,2016JP3792RL,
766,105,3713,Stams (AUT),Men,115.0,0,2016,115,105.0,1.8,6.21,7.11,1,2015-09-13,2016JP3713RL,0
767,77,3800,Oslo (NOR),Men,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-09-19,2016JP3800RL,0
768,80,3799,Oslo (NOR),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-09-19,2016JP3799RL,0
769,72,3802,Oslo (NOR),Men,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-09-20,2016JP3802RL,0
770,74,3801,Oslo (NOR),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,1,2015-09-20,2016JP3801RL,0
771,134,3833,Rasnov (ROU),Men,100.0,0,2016,100,90.0,2.0,,,3,2015-09-26,2016JP3833RL,0
772,136,3832,Rasnov (ROU),Women,100.0,0,2016,100,90.0,2.0,,,3,2015-09-26,2016JP3832RL,0
773,20,3714,Hinzenbach (AUT),Men,94.0,0,2016,94,85.0,2.0,4.8,5.8,2,2015-09-26,2016JP3714RLQ,
774,130,3835,Rasnov (ROU),Men,100.0,0,2016,100,90.0,2.0,,,3,2015-09-27,2016JP3835RL,0
775,132,3834,Rasnov (ROU),Women,100.0,0,2016,100,90.0,2.0,,,3,2015-09-27,2016JP3834RL,0
776,21,3715,Hinzenbach (AUT),Men,94.0,0,2016,94,85.0,2.0,4.8,5.8,2,2015-09-27,2016JP3715RL,
777,84,3762,Klingenthal (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.8,1,2015-10-03,2016JP3762RL,0
778,82,3763,Klingenthal (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.8,1,2015-10-04,2016JP3763RL,0
779,639,3765,Klingenthal (GER),Men,140.0,1,2016,140,125.0,1.8,7.56,10.8,0,2015-11-21,2016JP3765RL,
780,641,3766,Klingenthal (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.8,0,2015-11-22,2016JP3766RL,
781,640,3764,Klingenthal (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.8,0,2015-11-22,2016JP3764RLQ,
782,642,3803,Lillehammer (NOR),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2015-12-04,2016JP3803RLQ,
783,643,3803,Lillehammer (NOR),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2015-12-04,2016JP3803RL,
784,644,3805,Lillehammer (NOR),Men,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2015-12-05,2016JP3805RL,
785,645,3806,Lillehammer (NOR),Men,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2015-12-06,2016JP3806RLQ,
786,646,3806,Lillehammer (NOR),Men,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2015-12-06,2016JP3806RL,
787,102,3915,Notodden (NOR),Men,100.0,0,2016,98,90.0,2.0,,,3,2015-12-10,2016JP3915RL,0
788,30,3919,Rena (NOR),Men,111.0,0,2016,111,99.0,2.0,6.66,7.5,1,2015-12-11,2016JP3919RL,0
789,96,3917,Notodden (NOR),Men,100.0,0,2016,98,90.0,2.0,,,3,2015-12-11,2016JP3917RL,0
790,99,3916,Notodden (NOR),Women,100.0,0,2016,98,90.0,2.0,,,3,2015-12-11,2016JP3916RL,0
791,648,3843,Nizhny Tagil (RUS),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2015-12-11,2016JP3843RLQ,
792,28,3920,Rena (NOR),Men,111.0,0,2016,111,99.0,2.0,6.66,7.5,1,2015-12-12,2016JP3920RL,0
793,93,3918,Notodden (NOR),Women,100.0,0,2016,98,90.0,2.0,,,3,2015-12-12,2016JP3918RL,0
794,654,3845,Nizhny Tagil (RUS),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2015-12-12,2016JP3845RL,
795,652,3844,Nizhny Tagil (RUS),Women,100.0,0,2016,97,90.0,2.0,6.0,6.4,0,2015-12-12,2016JP3844RLQ,
796,653,3844,Nizhny Tagil (RUS),Women,100.0,0,2016,97,90.0,2.0,6.0,6.4,0,2015-12-12,2016JP3844RL,
797,26,3921,Rena (NOR),Men,139.0,0,2016,139,124.0,1.8,7.51,9.27,1,2015-12-13,2016JP3921RL,0
798,658,3847,Nizhny Tagil (RUS),Men,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2015-12-13,2016JP3847RLQ,
799,657,3846,Nizhny Tagil (RUS),Women,100.0,0,2016,97,90.0,2.0,6.0,6.4,0,2015-12-13,2016JP3846RLQ,
800,659,3846,Nizhny Tagil (RUS),Women,100.0,0,2016,97,90.0,2.0,6.0,6.4,0,2015-12-13,2016JP3846RL,
801,661,3855,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.9,0,2015-12-18,2016JP3855RLQ,
802,61,3883,Rovaniemi (FIN),Men,100.0,0,2016,100,90.0,2.0,6.0,6.4,1,2015-12-19,2016JP3883RL,0
803,662,3856,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.9,0,2015-12-19,2016JP3856RL,
804,59,3884,Rovaniemi (FIN),Men,100.0,0,2016,100,90.0,2.0,6.0,6.4,1,2015-12-20,2016JP3884RL,0
805,664,3857,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.9,0,2015-12-20,2016JP3857RLQ,
806,665,3857,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.9,0,2015-12-20,2016JP3857RL,
807,7,3939,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.09,1,2015-12-27,2016JP3939RL,0
808,5,3940,Engelberg (SUI),Men,137.0,0,2016,137,125.0,1.8,7.4,9.09,1,2015-12-28,2016JP3940RL,0
809,668,3767,Oberstdorf (GER),Men,137.0,0,2016,137,120.0,1.8,7.4,10.8,0,2015-12-28,2016JP3767RLQ,
810,670,3768,Oberstdorf (GER),Men,137.0,0,2016,137,120.0,1.8,7.4,10.8,0,2015-12-29,2016JP3768RL,
811,671,3769,Garmisch-Partenkirchen (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.44,0,2015-12-31,2016JP3769RLQ,
812,672,3770,Garmisch-Partenkirchen (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.44,0,2016-01-01,2016JP3770RL,
813,673,3716,Innsbruck (AUT),Men,130.0,0,2016,130,120.0,1.8,7.02,8.46,0,2016-01-02,2016JP3716RLQ,
814,674,3717,Innsbruck (AUT),Men,130.0,0,2016,130,120.0,1.8,7.02,8.46,0,2016-01-03,2016JP3717RL,
815,675,3718,Bischofshofen (AUT),Men,140.0,0,2016,140,125.0,1.8,4.86,9.36,0,2016-01-05,2016JP3718RLQ,
816,676,3719,Bischofshofen (AUT),Men,140.0,0,2016,140,125.0,1.8,4.86,9.36,0,2016-01-06,2016JP3719RL,
817,677,3771,Willingen (GER),Men,145.0,0,2016,145,130.0,1.8,7.83,11.7,0,2016-01-08,2016JP3771RLQ,
818,57,3887,Garmisch-Partenkirchen (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.44,1,2016-01-09,2016JP3887RL,0
819,678,3772,Willingen (GER),Men,145.0,1,2016,145,130.0,1.8,7.83,11.7,0,2016-01-09,2016JP3772RL,
820,55,3888,Garmisch-Partenkirchen (GER),Men,140.0,0,2016,140,125.0,1.8,7.56,10.44,1,2016-01-10,2016JP3888RL,0
821,680,3773,Willingen (GER),Men,145.0,0,2016,145,130.0,1.8,7.83,11.7,0,2016-01-10,2016JP3773RL,
822,16,3720,Tauplitz/Bad Mitterndorf (AUT),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,3,2016-01-14,2016JP3720RLQ,0
823,91,3927,Zakopane (POL),Men,134.0,0,2016,134,120.0,1.8,,,3,2016-01-16,2016JP3927RL,0
824,682,3782,Sapporo (JPN),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2016-01-16,2016JP3782RLQ,
825,683,3782,Sapporo (JPN),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2016-01-16,2016JP3782RL,
826,14,3722,Tauplitz/Bad Mitterndorf (AUT),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,3,2016-01-16,2016JP3722RL,0
827,89,3928,Zakopane (POL),Men,134.0,0,2016,134,120.0,1.8,,,3,2016-01-17,2016JP3928RL,0
828,51,3895,Willingen (GER),Men,145.0,0,2016,145,130.0,1.8,7.83,11.7,1,2016-01-17,2016JP3895RL,0
829,53,3894,Willingen (GER),Men,145.0,0,2016,145,130.0,1.8,7.83,11.7,1,2016-01-17,2016JP3894RL,0
830,684,3783,Sapporo (JPN),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2016-01-17,2016JP3783RLQ,
831,685,3783,Sapporo (JPN),Women,100.0,0,2016,100,90.0,2.0,6.0,6.4,0,2016-01-17,2016JP3783RL,
832,12,3723,Tauplitz/Bad Mitterndorf (AUT),Men,225.0,1,2016,225,200.0,1.2,8.1,14.4,3,2016-01-17,2016JP3723RL,0
833,48,3906,Sapporo (JPN),Men,100.0,0,2016,100,90.0,2.0,,,1,2016-01-22,2016JP3906RL,0
834,689,3826,Zakopane (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,10.8,0,2016-01-22,2016JP3826RLQ,
835,688,3784,Zao (JPN),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-22,2016JP3784RLQ,
836,690,3784,Zao (JPN),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-22,2016JP3784RL,
837,107,3913,Pyeongchang (KOR),Men,109.0,0,2016,109,98.0,2.0,6.54,7.3,3,2016-01-23,2016JP3913RL,0
838,46,3907,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,,,1,2016-01-23,2016JP3907RL,0
839,694,3827,Zakopane (POL),Men,134.0,1,2016,134,120.0,1.8,7.24,10.8,0,2016-01-23,2016JP3827RL,
840,692,3785,Zao (JPN),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-23,2016JP3785RLQ,
841,693,3785,Zao (JPN),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-23,2016JP3785RL,
842,104,3914,Pyeongchang (KOR),Men,109.0,0,2016,109,98.0,2.0,6.54,7.3,3,2016-01-24,2016JP3914RL,0
843,43,3908,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,,,1,2016-01-24,2016JP3908RL,0
844,696,3828,Zakopane (POL),Men,134.0,0,2016,134,120.0,1.8,7.24,10.8,0,2016-01-24,2016JP3828RL,
845,698,3786,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,9.0,11.7,0,2016-01-29,2016JP3786RLQ,
846,65,3875,Bischofshofen (AUT),Men,140.0,0,2016,140,125.0,1.8,4.86,9.36,1,2016-01-30,2016JP3875RL,0
847,701,3787,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,9.0,11.7,0,2016-01-30,2016JP3787RL,
848,699,3774,Oberstdorf (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-30,2016JP3774RLQ,
849,700,3774,Oberstdorf (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-30,2016JP3774RL,
850,62,3876,Bischofshofen (AUT),Men,140.0,0,2016,140,125.0,1.8,4.86,9.36,1,2016-01-31,2016JP3876RL,0
851,704,3788,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,9.0,11.7,0,2016-01-31,2016JP3788RLQ,
852,706,3788,Sapporo (JPN),Men,134.0,0,2016,134,120.0,1.8,9.0,11.7,0,2016-01-31,2016JP3788RL,
853,703,3775,Oberstdorf (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-31,2016JP3775RLQ,
854,705,3775,Oberstdorf (GER),Women,106.0,0,2016,106,95.0,2.0,6.36,7.0,0,2016-01-31,2016JP3775RL,
855,708,3807,Oslo (NOR),Women,134.0,0,2016,134,120.0,1.8,7.24,9.9,0,2016-02-04,2016JP3807RL,
